"","V1","V2","V3","V4","total"
"1354","2020",10,"18","@rexchapman",37753
"1355","2020",10,"18","@joebiden",33398
"1356","2020",10,"19","@joebiden",163939
"1357","2020",10,"19","@realdonaldtrump",85969
"1358","2020",10,"19","@60minutes",29868
"1359","2020",10,"19","@drericding",28136
"1360","2020",10,"19","@mlizza",25687
"1361","2020",10,"20","@realdonaldtrump",89721
"1362","2020",10,"20","@joebiden",50754
"1363","2020",10,"20","@p1tchf0rkred",34133
"1364","2020",10,"20","@falzthebahdguy",28153
"1365","2020",10,"20","@omojuwa",28131
"1366","2020",10,"24","@realdonaldtrump",84608
"1367","2020",10,"24","@joebiden",63811
"1368","2020",10,"24","@kkmputrajaya",24497
"1369","2020",10,"24","@projectlincoln",19281
"1370","2020",10,"24","@drericding",19280
"1371","2020",10,"25","@realdonaldtrump",74566
"1372","2020",10,"25","@joebiden",65699
"1373","2020",10,"25","@torinickswho",26275
"1374","2020",10,"25","@atrupar",24996
"1375","2020",10,"25","@maggienyt",24542
"1376","2020",10,"26","@realdonaldtrump",138622
"1377","2020",10,"26","@joebiden",35425
"1378","2020",10,"26","@maddow",28858
"1379","2020",10,"26","@wolfblitzer",19558
"1380","2020",10,"26","@ddale8",18387
"1381","2020",10,"27","@realdonaldtrump",167981
"1382","2020",10,"27","@hillaryclinton",33495
"1383","2020",10,"27","@leahgreenb",26657
"1384","2020",10,"27","@mediavenir",22701
"1385","2020",10,"27","@msshanitarenee",19963
"1386","2020",10,"28","@realdonaldtrump",130839
"1387","2020",10,"28","@joebiden",47503
"1388","2020",10,"28","@grasonjant",24248
"1389","2020",10,"28","@realericcarmen",17117
"1390","2020",10,"28","@cnn",16150
"1391","2020",10,"29","@realdonaldtrump",84637
"1392","2020",10,"29","@joebiden",45338
"1393","2020",10,"29","@kamalaharris",28192
"1394","2020",10,"29","@ossoff",21022
"1395","2020",10,"29","@drericding",17066
"1396","2020",10,"30","@realdonaldtrump",137232
"1397","2020",10,"30","@joebiden",52954
"1398","2020",10,"30","@kirstiealley",35382
"1399","2020",10,"30","@amyklobuchar",32343
"1400","2020",10,"30","@funder",30027
"1401","2020",10,"31","@realdonaldtrump",6562
"1402","2020",10,"31","@joebiden",3926
"1403","2020",10,"31","@kylegriffin1",2723
"1404","2020",10,"31","@kirstiealley",2300
"1405","2020",10,"31","@lindseygrahamsc",1792
"1406","2020",11,"1","@realdonaldtrump",118740
"1407","2020",11,"1","@joebiden",59979
"1408","2020",11,"1","@stephenmangan",19099
"1409","2020",11,"1","@nytimes",17995
"1410","2020",11,"1","@berniesanders",16850
"1411","2020",11,"2","@realdonaldtrump",113161
"1412","2020",11,"2","@joebiden",75016
"1413","2020",11,"2","@berniesanders",36798
"1414","2020",11,"2","@drericding",24165
"1415","2020",11,"2","@marklevinshow",16548
"1416","2020",11,"3","@realdonaldtrump",78187
"1417","2020",11,"3","@joebiden",60481
"1418","2020",11,"3","@barackobama",48217
"1419","2020",11,"3","@kamalaharris",32797
"1420","2020",11,"3","@blvckcurrency",27817
"1421","2020",11,"4","@realdonaldtrump",48347
"1422","2020",11,"4","@literelly",16344
"1423","2020",11,"4","@mippcivzla",16308
"1424","2020",11,"4","@bernalalala",16124
"1425","2020",11,"4","@bnonews",11194
"1426","2020",11,"5","@realdonaldtrump",58543
"1427","2020",11,"5","@volinxx",41007
"1428","2020",11,"5","@meloniturralde",37704
"1429","2020",11,"5","@realjameswoods",30768
"1430","2020",11,"5","@bernalalala",22980
"1431","2020",11,"6","@realdonaldtrump",54586
"1432","2020",11,"6","@aoc",28777
"1433","2020",11,"6","@cariegend",24734
"1434","2020",11,"6","@realjameswoods",21093
"1435","2020",11,"6","@govridge",20923
"1436","2020",11,"7","@realdonaldtrump",74109
"1437","2020",11,"7","@joebiden",62905
"1438","2020",11,"7","@paulsperry",40143
"1439","2020",11,"7","@jenniferjjacobs",35790
"1440","2020",11,"7","@danpriceseattle",27014
"1441","2020",11,"8","@kamalaharris",86311
"1442","2020",11,"8","@joebiden",76151
"1443","2020",11,"8","@realdonaldtrump",47764
"1444","2020",11,"8","@realcandaceo",18713
"1445","2020",11,"8","@donaldjtrumpjr",15242
"1446","2020",11,"9","@joebiden",143806
"1447","2020",11,"9","@realdonaldtrump",79508
"1448","2020",11,"9","@pfizer",48727
"1449","2020",11,"9","@kamalaharris",37943
"1450","2020",11,"9","@donaldjtrumpjr",33684
"1451","2020",11,"10","@joebiden",155100
"1452","2020",11,"10","@realdonaldtrump",54451
"1453","2020",11,"10","@kamalaharris",36626
"1454","2020",11,"10","@kayleighmcenany",36155
"1455","2020",11,"10","@afcd0n",28273
"1456","2020",11,"11","@joebiden",41201
"1457","2020",11,"11","@realdonaldtrump",35034
"1458","2020",11,"11","@kamalaharris",22320
"1459","2020",11,"11","@nygovcuomo",14050
"1460","2020",11,"11","@cnn",13957
"1461","2020",11,"12","@realdonaldtrump",47232
"1462","2020",11,"12","@joebiden",31152
"1463","2020",11,"12","@kamalaharris",25238
"1464","2020",11,"12","@boobsradley",19926
"1465","2020",11,"12","@drdavidsamadi",15991
"1466","2020",11,"13","@elonmusk",109535
"1467","2020",11,"13","@coastaleddylb",56786
"1468","2020",11,"13","@realdonaldtrump",53090
"1469","2020",11,"13","@maipham",42014
"1470","2020",11,"13","@josstheboss",40207
"1471","2020",11,"14","@realdonaldtrump",85102
"1472","2020",11,"14","@aoc",65761
"1473","2020",11,"14","@joebiden",62715
"1474","2020",11,"14","@allareblessed",50691
"1475","2020",11,"14","@bbytbh",33388
"1476","2020",11,"15","@realdonaldtrump",90543
"1477","2020",11,"15","@jodidoering",50555
"1478","2020",11,"15","@drericding",37973
"1479","2020",11,"15","@allareblessed",35691
"1480","2020",11,"15","@mbennett9",31665
"1481","2020",11,"16","@realdonaldtrump",94712
"1482","2020",11,"16","@joebiden",34477
"1483","2020",11,"16","@joelockhart",31913
"1484","2020",11,"16","@jodidoering",25922
"1485","2020",11,"16","@msjunediane",25796
"1486","2020",11,"17","@realdonaldtrump",54815
"1487","2020",11,"17","@joebiden",34493
"1488","2020",11,"17","@charliekirk11",24673
"1489","2020",11,"17","@theblondern",24542
"1490","2020",11,"17","@sensherrodbrown",23799
"1491","2020",11,"18","@keepoffgrass",46607
"1492","2020",11,"18","@realdonaldtrump",46107
"1493","2020",11,"18","@kamalaharris",34275
"1494","2020",11,"18","@joebiden",27373
"1495","2020",11,"18","@imbreadanae",22589
"1496","2020",11,"19","@realdonaldtrump",100060
"1497","2020",11,"19","@aoc",50295
"1498","2020",11,"19","@joebiden",28110
"1499","2020",11,"19","@charliekirk11",26150
"1500","2020",11,"19","@andrewyang",24572
"1501","2020",11,"20","@joebiden",89733
"1502","2020",11,"20","@realdonaldtrump",49349
"1503","2020",11,"20","@aoc",46179
"1504","2020",11,"20","@maddow",36371
"1505","2020",11,"20","@realcandaceo",27051
"1506","2020",11,"21","@realdonaldtrump",90584
"1507","2020",11,"21","@joebiden",64523
"1508","2020",11,"21","@bighitent",55489
"1509","2020",11,"21","@donaldjtrumpjr",41549
"1510","2020",11,"21","@larissegg",41437
"1511","2020",11,"22","@realdonaldtrump",157519
"1512","2020",11,"22","@jackpilled",36823
"1513","2020",11,"22","@joebiden",34859
"1514","2020",11,"22","@govlarryhogan",24346
"1515","2020",11,"22","@realphoebe",24035
"1516","2020",11,"23","@realdonaldtrump",46280
"1517","2020",11,"23","@btstwt",29803
"1518","2020",11,"23","@charliekirk11",25818
"1519","2020",11,"23","@aoc",24522
"1520","2020",11,"23","@donaldjtrumpjr",20226
"1521","2020",11,"24","@aoc",57382
"1522","2020",11,"24","@realdonaldtrump",41165
"1523","2020",11,"24","@cindasmommy",22314
"1524","2020",11,"24","@joebiden",21736
"1525","2020",11,"24","@tedcruz",20531
"1526","2020",11,"25","@joebiden",50699
"1527","2020",11,"25","@aoc",32795
"1528","2020",11,"25","@realdonaldtrump",30878
"1529","2020",11,"25","@benoobrown",30127
"1530","2020",11,"25","@llinwood",26291
"1531","2020",11,"26","@joebiden",62470
"1532","2020",11,"26","@ellorysmith",34614
"1533","2020",11,"26","@realdonaldtrump",34554
"1534","2020",11,"26","@nisipisa",27556
"1535","2020",11,"26","@benoobrown",24472
"1536","2020",11,"27","@realdonaldtrump",30408
"1537","2020",11,"27","@rbreich",19276
"1538","2020",11,"27","@lilystgermain",16627
"1539","2020",11,"27","@joebiden",15949
"1540","2020",11,"27","@talkmaster",15786
"1541","2020",11,"28","@narendramodi",34931
"1542","2020",11,"28","@edmcupid",28849
"1543","2020",11,"28","@realdonaldtrump",25420
"1544","2020",11,"28","@rbreich",24971
"1545","2020",11,"28","@joebiden",21130
"1546","2020",11,"29","@joebiden",59068
"1547","2020",11,"29","@billiebelieves",45968
"1548","2020",11,"29","@kamalaharris",33088
"1549","2020",11,"29","@edmcupid",32908
"1550","2020",11,"29","@mippcivzla",23118
"1551","2020",11,"30","@officialplt",72343
"1552","2020",11,"30","@ohmes2",38789
"1553","2020",11,"30","@realdonaldtrump",38142
"1554","2020",11,"30","@rileybehrens",34146
"1555","2020",11,"30","@joebiden",29890
"1556","2020",12,"1","@mxwxzz",96408
"1557","2020",12,"1","@drdavidsamadi",81542
"1558","2020",12,"1","@ohmes2",70142
"1559","2020",12,"1","@oscaardiaz",65958
"1560","2020",12,"1","@khetithegreat",63678
"1561","2020",12,"2","@khetithegreat",12230
"1562","2020",12,"2","@mxwxzz",10622
"1563","2020",12,"2","@khunneung137",8334
"1564","2020",12,"2","@jdrogers",5698
"1565","2020",12,"2","@rbreich",5652
"1566","2020",12,"4","@realdonaldtrump",40002
"1567","2020",12,"4","@aoc",31153
"1568","2020",12,"4","@llinwood",30279
"1569","2020",12,"4","@joebiden",27449
"1570","2020",12,"4","@drdavidsamadi",27429
"1571","2020",12,"5","@realdonaldtrump",41042
"1572","2020",12,"5","@joebiden",34879
"1573","2020",12,"5","@realcandaceo",26036
"1574","2020",12,"5","@llinwood",23708
"1575","2020",12,"5","@nowthisnews",20516
"1576","2020",12,"6","@realdonaldtrump",127393
"1577","2020",12,"6","@rudygiuliani",33463
"1578","2020",12,"6","@4realronnie",29033
"1579","2020",12,"6","@joebiden",22367
"1580","2020",12,"6","@funder",17147
"1581","2020",12,"7","@realdonaldtrump",68491
"1582","2020",12,"7","@rudygiuliani",45417
"1583","2020",12,"7","@joebiden",29051
"1584","2020",12,"7","@caithuls",27007
"1585","2020",12,"7","@ohmes2",22011
"1586","2020",12,"9","@repkatieporter",87556
"1587","2020",12,"9","@realdonaldtrump",50922
"1588","2020",12,"9","@herosnvrdie69",45699
"1589","2020",12,"9","@lindsaydemeola",38827
"1590","2020",12,"9","@joebiden",38048
"1591","2020",12,"10","@realdonaldtrump",38720
"1592","2020",12,"10","@repkatieporter",20177
"1593","2020",12,"10","@mippcivzla",19804
"1594","2020",12,"10","@ossoff",19523
"1595","2020",12,"10","@ahrielnari",17862
"1596","2020",12,"12","@realdonaldtrump",69920
"1597","2020",12,"12","@saysthefox",42716
"1598","2020",12,"12","@joebiden",27091
"1599","2020",12,"12","@btstwt",25906
"1600","2020",12,"12","@nytimes",19223
"1601","2020",12,"13","@joebiden",43079
"1602","2020",12,"13","@realdonaldtrump",37603
"1603","2020",12,"13","@saysthefox",28744
"1604","2020",12,"13","@miyaohyeah",24972
"1605","2020",12,"13","@mippcivzla",22142
"1606","2020",12,"14","@realdonaldtrump",70692
"1607","2020",12,"14","@lifeofthornpi",33312
"1608","2020",12,"14","@joebiden",29658
"1609","2020",12,"14","@jasminericegirl",29376
"1610","2020",12,"14","@nicolasmaduro",29217
"1611","2020",12,"15","@angeverafter",39462
"1612","2020",12,"15","@joebiden",33161
"1613","2020",12,"15","@daniatomicus",30848
"1614","2020",12,"15","@realdonaldtrump",30489
"1615","2020",12,"15","@jobreauxx",26378
"1616","2020",12,"16","@realdonaldtrump",33822
"1617","2020",12,"16","@aoc",28794
"1618","2020",12,"16","@jdaque2",28596
"1619","2020",12,"16","@skhaterboi",28316
"1620","2020",12,"16","@vonanneli",24299
"1621","2020",12,"17","@jennidigital",70537
"1622","2020",12,"17","@emaperidol",49331
"1623","2020",12,"17","@realdonaldtrump",35350
"1624","2020",12,"17","@ossoff",31490
"1625","2020",12,"17","@hackblackburn",25783
"1626","2020",12,"18","@realdonaldtrump",69022
"1627","2020",12,"18","@emaperidol",31224
"1628","2020",12,"18","@eyestealmemes",28463
"1629","2020",12,"18","@mippcivzla",23894
"1630","2020",12,"18","@ohmes2",20816
"1631","2020",12,"19","@realdonaldtrump",78151
"1632","2020",12,"19","@lexilulu",71668
"1633","2020",12,"19","@gabsonclarkst",32015
"1634","2020",12,"19","@drericding",21892
"1635","2020",12,"19","@teddyredder",21665
"1636","2020",12,"20","@realdonaldtrump",36576
"1637","2020",12,"20","@mohammadhussain",36423
"1638","2020",12,"20","@marcorubio",34156
"1639","2020",12,"20","@miltsdad",31309
"1640","2020",12,"20","@ffewtk",28840
"1641","2020",12,"21","@yzngangel",82054
"1642","2020",12,"21","@realdonaldtrump",35947
"1643","2020",12,"21","@aoc",35935
"1644","2020",12,"21","@chismosa",35685
"1645","2020",12,"21","@mippcivzla",32450
"1646","2020",12,"22","@zachnm",66891
"1647","2020",12,"22","@realcandaceo",51492
"1648","2020",12,"22","@aoc",48012
"1649","2020",12,"22","@yzngangel",39378
"1650","2020",12,"22","@realdonaldtrump",38335
"1651","2020",12,"23","@realdonaldtrump",52400
"1652","2020",12,"23","@aoc",36847
"1653","2020",12,"23","@snyyrid",30135
"1654","2020",12,"23","@mippcivzla",29623
"1655","2020",12,"23","@autismdrmom",27257
"1656","2020",12,"24","@realdonaldtrump",40429
"1657","2020",12,"24","@horamiji",32673
"1658","2020",12,"24","@mippcivzla",25258
"1659","2020",12,"24","@ktchkrnt",23236
"1660","2020",12,"24","@cleavonmd",21340
"1661","2020",12,"25","@biondiewasabi",40421
"1662","2020",12,"25","@realdonaldtrump",35267
"1663","2020",12,"25","@jayskuttt",22728
"1664","2020",12,"25","@sebbyvi",18795
"1665","2020",12,"25","@mippcivzla",14371
"1666","2020",12,"26","@realdonaldtrump",70369
"1667","2020",12,"26","@teaxtarot",44267
"1668","2020",12,"26","@biondiewasabi",28886
"1669","2020",12,"26","@cuscuzete",23664
"1670","2020",12,"26","@twitter",23381
"1671","2020",12,"27","@realdonaldtrump",74308
"1672","2020",12,"27","@mippcivzla",48335
"1673","2020",12,"27","@danrather",24752
"1674","2020",12,"27","@austincantdrive",23476
"1675","2020",12,"27","@marcorubio",23031
"1676","2020",12,"28","@realdonaldtrump",69469
"1677","2020",12,"28","@mippcivzla",38771
"1678","2020",12,"28","@amandajalishaxo",29371
"1679","2020",12,"28","@calgif",24875
"1680","2020",12,"28","@jimjordan",19184
"1681","2020",12,"29","@realdonaldtrump",61376
"1682","2020",12,"29","@jimjordan",33424
"1683","2020",12,"29","@mippcivzla",29094
"1684","2020",12,"29","@smtownglobal",28210
"1685","2020",12,"29","@liya8th",27453
"1686","2020",12,"30","@realdonaldtrump",43800
"1687","2020",12,"30","@rebekkarnold",42371
"1688","2020",12,"30","@aoc",36690
"1689","2020",12,"30","@joebiden",33841
"1690","2020",12,"30","@dcmadness202",27605
"1691","2020",12,"31","@donwinslow",44728
"1692","2020",12,"31","@tonyhawk",36551
"1693","2020",12,"31","@dcmadness202",35406
"1694","2020",12,"31","@theogdc",33785
"1695","2020",12,"31","@realdonaldtrump",29302
"1696","2021",1,"1","@theogdc",77341
"1697","2021",1,"1","@realdonaldtrump",47833
"1698","2021",1,"1","@canadiankaymd",29256
"1699","2021",1,"1","@allisonpearson",26004
"1700","2021",1,"1","@yerrrone",25344
"1701","2021",1,"2","@realdonaldtrump",43059
"1702","2021",1,"2","@dentbear",39137
"1703","2021",1,"2","@rupertpearse",20257
"1704","2021",1,"2","@nnnatene",18939
"1705","2021",1,"2","@petitpor",17887
"1706","2021",1,"3","@realdonaldtrump",62057
"1707","2021",1,"3","@joebiden",42001
"1708","2021",1,"3","@narendramodi",36968
"1709","2021",1,"3","@wumbooty",36464
"1710","2021",1,"3","@keifyb",34699
"1711","2021",1,"4","@marinarasawce",74292
"1712","2021",1,"4","@itsma",55275
"1713","2021",1,"4","@j11nsoul",29656
"1714","2021",1,"4","@mippcivzla",28672
"1715","2021",1,"4","@nicolasmaduro",25488
"1716","2021",1,"5","@mamamapounds",43322
"1717","2021",1,"5","@amylstockwell",29606
"1718","2021",1,"5","@mippcivzla",28645
"1719","2021",1,"5","@ceraliza",26271
"1720","2021",1,"5","@doctarm",23722
"1721","2021",1,"6","@aoc",35281
"1722","2021",1,"6","@realdonaldtrump",29128
"1723","2021",1,"6","@mippcivzla",22630
"1724","2021",1,"6","@doctoroxford",19999
"1725","2021",1,"6","@kemz1",18573
"1726","2021",1,"7","@mothcharm",42615
"1727","2021",1,"7","@metalgearobama",39702
"1728","2021",1,"7","@kkmputrajaya",36894
"1729","2021",1,"7","@br0wnsga",32607
"1730","2021",1,"7","@pngpngworld",30716
"1731","2021",1,"8","@alicewilder",26829
"1732","2021",1,"8","@mippcivzla",25157
"1733","2021",1,"8","@realdonaldtrump",19853
"1734","2021",1,"8","@bussarinpptv",18910
"1735","2021",1,"8","@danpriceseattle",18459
"1736","2021",1,"9","@yinyangashh",25872
"1737","2021",1,"9","@kamalaharris",21973
"1738","2021",1,"9","@mippcivzla",18787
"1739","2021",1,"9","@narendramodi",17865
"1740","2021",1,"9","@drericding",16990
"1741","2021",1,"10","@bassbarbie182",49373
"1742","2021",1,"10","@sarahlostctrl",40461
"1743","2021",1,"10","@mippcivzla",24165
"1744","2021",1,"10","@nicolasmaduro",19190
"1745","2021",1,"10","@vtvcanal8",18432
"1746","2021",1,"11","@ilneroback",75859
"1747","2021",1,"11","@nicolasmaduro",41247
"1748","2021",1,"11","@fbgwayne",37215
"1749","2021",1,"11","@mippcivzla",32241
"1750","2021",1,"11","@bassbarbie182",20777
"1751","2021",1,"12","@repjayapal",95344
"1752","2021",1,"12","@joebiden",44384
"1753","2021",1,"12","@mippcivzla",24083
"1754","2021",1,"12","@kylegriffin1",22955
"1755","2021",1,"12","@drericding",19729
"1756","2021",1,"13","@stfunell",79983
"1757","2021",1,"13","@berryela",38130
"1758","2021",1,"13","@mippcivzla",22312
"1759","2021",1,"13","@craigaspencer",20228
"1760","2021",1,"13","@jonnysun",19213
"1761","2021",1,"14","@stfunell",54491
"1762","2021",1,"14","@mippcivzla",33071
"1763","2021",1,"14","@heylizardleigh",23833
"1764","2021",1,"14","@joebiden",22959
"1765","2021",1,"14","@sldussan",18701
"1766","2021",1,"15","@michaellbonsujr",32512
"1767","2021",1,"15","@joebiden",31014
"1768","2021",1,"15","@mippcivzla",23723
"1769","2021",1,"15","@stephenking",23440
"1770","2021",1,"15","@bombaclartt",22402
"1771","2021",1,"16","@narendramodi",105967
"1772","2021",1,"16","@thebklynvillain",51758
"1773","2021",1,"16","@youniqsy",42454
"1774","2021",1,"16","@mvictoria422",37087
"1775","2021",1,"16","@mippcivzla",37084
"1776","2021",1,"17","@b20e",49014
"1777","2021",1,"17","@seattlepd",41988
"1778","2021",1,"17","@mippcivzla",37342
"1779","2021",1,"17","@joebiden",35778
"1780","2021",1,"17","@drericding",24648
"1781","2021",1,"18","@mippcivzla",47039
"1782","2021",1,"18","@joebiden",42508
"1783","2021",1,"18","@peachyblackg0rl",42402
"1784","2021",1,"18","@nicolasmaduro",38035
"1785","2021",1,"18","@lilbarbx2",36575
"1786","2021",1,"19","@khunneung137",49146
"1787","2021",1,"19","@mippcivzla",36060
"1788","2021",1,"19","@careeselaroque",35035
"1789","2021",1,"19","@hydratedangel",34000
"1790","2021",1,"19","@hawkescr7",32723
"1791","2021",1,"20","@joebiden",77288
"1792","2021",1,"20","@mippcivzla",42193
"1793","2021",1,"20","@kamalaharris",35336
"1794","2021",1,"20","@vtvcanal8",27137
"1795","2021",1,"20","@cartier2gs",26807
"1796","2021",1,"21","@potus",95425
"1797","2021",1,"21","@kiranxx",66067
"1798","2021",1,"21","@danhaelle",63199
"1799","2021",1,"21","@iamsashakae",38253
"1800","2021",1,"21","@cnn",26929
"1801","2021",1,"22","@potus",43275
"1802","2021",1,"22","@auronplay",37282
"1803","2021",1,"22","@mippcivzla",24903
"1804","2021",1,"22","@aoc",22834
"1805","2021",1,"22","@joebiden",22144
"1806","2021",1,"23","@mippcivzla",29799
"1807","2021",1,"23","@joebiden",29020
"1808","2021",1,"23","@narendramodi",27048
"1809","2021",1,"23","@donaldjtrumpjr",24734
"1810","2021",1,"23","@charliekirk11",23114
"1811","2021",1,"24","@justwinnie",56960
"1812","2021",1,"24","@mas1z1",56497
"1813","2021",1,"24","@whitehouse",43919
"1814","2021",1,"24","@smirhnn",35999
"1815","2021",1,"24","@mippcivzla",34654
"1816","2021",1,"25","@lopezobrador",119281
"1817","2021",1,"25","@zornitsaxx",64338
"1818","2021",1,"25","@nicolasmaduro",58338
"1819","2021",1,"25","@mippcivzla",52523
"1820","2021",1,"25","@lylaconni",52026
"1821","2021",1,"26","@nickteeev",49748
"1822","2021",1,"26","@mippcivzla",27401
"1823","2021",1,"26","@goldoveries",25614
"1824","2021",1,"26","@jimjordan",25484
"1825","2021",1,"26","@borisjohnson",21862
"1826","2021",1,"27","@goldoveries",50050
"1827","2021",1,"27","@yellowtofellow",33512
"1828","2021",1,"27","@nionozzi",32493
"1829","2021",1,"27","@hrisshg",21393
"1830","2021",1,"27","@vtvcanal8",20818
"1831","2021",1,"28","@rudybetrayed",26729
"1832","2021",1,"28","@mippcivzla",9482
"1833","2021",1,"28","@topazine",8686
"1834","2021",1,"28","@susyrug",7539
"1835","2021",1,"28","@moodyknowsnada",7506
"1836","2021",1,"29","@mippcivzla",28795
"1837","2021",1,"29","@taylorinchief",27814
"1838","2021",1,"29","@kkmputrajaya",26843
"1839","2021",1,"29","@ashishkjha",26330
"1840","2021",1,"29","@supramantrax",25408
"1841","2021",1,"30","@rekszn",103570
"1842","2021",1,"30","@potus",56823
"1843","2021",1,"30","@tinnkky",47683
"1844","2021",1,"30","@mippcivzla",33623
"1845","2021",1,"30","@justiceaudre",22828
"1846","2021",1,"31","@mippcivzla",49310
"1847","2021",1,"31","@nicolasmaduro",37962
"1848","2021",1,"31","@svenantifacat",34027
"1849","2021",1,"31","@potus",27828
"1850","2021",1,"31","@serenaxm",27710
"1851","2021",2,"1","@nicolasmaduro",38298
"1852","2021",2,"1","@mippcivzla",38274
"1853","2021",2,"1","@vtvcanal8",23094
"1854","2021",2,"1","@potus",18461
"1855","2021",2,"1","@showmetheyamz",15805
"1856","2021",2,"2","@wendizzle",60411
"1857","2021",2,"2","@mippcivzla",38593
"1858","2021",2,"2","@jameshamblin",18422
"1859","2021",2,"2","@hlgatell",17711
"1860","2021",2,"2","@danpriceseattle",16719
"1861","2021",2,"3","@wendizzle",42600
"1862","2021",2,"3","@proustmalone",36703
"1863","2021",2,"3","@briantylercohen",35500
"1864","2021",2,"3","@mippcivzla",33183
"1865","2021",2,"3","@potus",24972
"1866","2021",2,"4","@potus",37513
"1867","2021",2,"4","@guypanupong",29774
"1868","2021",2,"4","@mippcivzla",26277
"1869","2021",2,"4","@rbreich",19609
"1870","2021",2,"4","@drericding",18547
"1871","2021",2,"5","@kamalaharris",40364
"1872","2021",2,"5","@ossoff",39628
"1873","2021",2,"5","@realhomomarcus",31959
"1874","2021",2,"5","@mippcivzla",21407
"1875","2021",2,"5","@guinapolitano",16779
"1876","2021",2,"6","@yangita",20019
"1877","2021",2,"6","@realhomomarcus",16955
"1878","2021",2,"6","@bidenfinnegan",12539
"1879","2021",2,"6","@potus",10131
"1880","2021",2,"6","@mippcivzla",9496
"1881","2021",2,"7","@aoc",62743
"1882","2021",2,"7","@potus",36634
"1883","2021",2,"7","@murrymits",29629
"1884","2021",2,"7","@zornitsaxx",27624
"1885","2021",2,"7","@poshgracie",27489
"1886","2021",2,"8","@tevonblair",54187
"1887","2021",2,"8","@scriptsbyjames",36956
"1888","2021",2,"8","@potus",32138
"1889","2021",2,"8","@nicolasmaduro",29363
"1890","2021",2,"8","@anildash",28434
"1891","2021",2,"9","@firstgentleman",51433
"1892","2021",2,"9","@jjamz",41534
"1893","2021",2,"9","@mippcivzla",27892
"1894","2021",2,"9","@puspaswarna",23202
"1895","2021",2,"9","@themightymux",22075
"1896","2021",2,"10","@mippcivzla",30229
"1897","2021",2,"10","@ibaillanos",16282
"1898","2021",2,"10","@potus",15886
"1899","2021",2,"10","@justintrudeau",15493
"1900","2021",2,"10","@narendramodi",14413
"1901","2021",2,"11","@potus",29720
"1902","2021",2,"11","@ann4castro",26275
"1903","2021",2,"11","@cretinaofc",24914
"1904","2021",2,"11","@mippcivzla",21132
"1905","2021",2,"11","@unyankobtrd",17475
"1906","2021",2,"12","@melhuman",44359
"1907","2021",2,"12","@potus",31583
"1908","2021",2,"12","@mippcivzla",20417
"1909","2021",2,"12","@th3mb0fication",19419
"1910","2021",2,"12","@jamiewithorne",16482
"1911","2021",2,"13","@masonthisis",48718
"1912","2021",2,"13","@margostockdale",31957
"1913","2021",2,"13","@abiidm786",23233
"1914","2021",2,"13","@mippcivzla",22186
"1915","2021",2,"13","@realcandaceo",14855
"1916","2021",2,"14","@mippcivzla",40454
"1917","2021",2,"14","@bt21",17938
"1918","2021",2,"14","@potus",17734
"1919","2021",2,"14","@mohaminmed",17137
"1920","2021",2,"14","@rachelkiki",12080
"1921","2021",2,"15","@mippcivzla",30487
"1922","2021",2,"15","@biggeasy123",27286
"1923","2021",2,"15","@bfriedmandc",27197
"1924","2021",2,"15","@thedemonicalien",25572
"1925","2021",2,"15","@borisjohnson",20880
"1926","2021",2,"16","@rexchapman",27609
"1927","2021",2,"16","@santiagorichar",21826
"1928","2021",2,"16","@mippcivzla",20451
"1929","2021",2,"16","@ohhitsleek",20338
"1930","2021",2,"16","@potus",18852
"1931","2021",2,"17","@rexchapman",59430
"1932","2021",2,"17","@itsdryx",56412
"1933","2021",2,"17","@giphxyz",44153
"1934","2021",2,"17","@betoorourke",34328
"1935","2021",2,"17","@dhyphenmac",28046
"1936","2021",2,"18","@mippcivzla",31135
"1937","2021",2,"18","@terryjtucker",25031
"1938","2021",2,"18","@itsdryx",21226
"1939","2021",2,"18","@oxamafc",19817
"1940","2021",2,"18","@tedcruz",17367
"1941","2021",2,"19","@duttypaul",54056
"1942","2021",2,"19","@khunneung137",35238
"1943","2021",2,"19","@jandirafeghali",24770
"1944","2021",2,"19","@potus",23387
"1945","2021",2,"19","@tomaskenn",22099
"1946","2021",2,"20","@hlgatell",23077
"1947","2021",2,"20","@lisiniove",18665
"1948","2021",2,"20","@matthancock",16774
"1949","2021",2,"20","@mippcivzla",13480
"1950","2021",2,"20","@dobbyclub06",11523
"1951","2021",2,"21","@aziedee",26135
"1952","2021",2,"21","@mippcivzla",25133
"1953","2021",2,"21","@matthancock",21594
"1954","2021",2,"21","@nepswirldabeard",16014
"1955","2021",2,"21","@julifaita",14131
"1956","2021",2,"22","@potus",36699
"1957","2021",2,"22","@kylegriffin1",22478
"1958","2021",2,"22","@mippcivzla",22083
"1959","2021",2,"22","@borisjohnson",18756
"1960","2021",2,"22","@nicolasmaduro",16253
"1961","2021",2,"23","@potus",36216
"1962","2021",2,"23","@babyb0nes",30491
"1963","2021",2,"23","@crockettforreal",18425
"1964","2021",2,"23","@mippcivzla",13908
"1965","2021",2,"23","@wizkidayo",12420
"1966","2021",2,"24","@gliterwrld",30477
"1967","2021",2,"24","@nicolesays",29801
"1968","2021",2,"24","@belldelagua",27579
"1969","2021",2,"24","@wherewomenbloom",26072
"1970","2021",2,"24","@potus",22777
"1971","2021",2,"25","@kylegriffin1",6560
"1972","2021",2,"25","@nicolesays",5052
