Tweet_ID,Hastag
1596564563801309184,#CovidVaccine
1596564586836021249,#antivax
1596564711411437568,#antivax
1596564946724454401,#Covid19
1596564946724454401,#IdrissAberkane
1596564946724454401,#FranceSoir
1596564946724454401,#DidierRaoult
1596564946724454401,#Raoult
1596564946724454401,#RaoultGate
1596564946724454401,#Desinformation
1596564946724454401,#Complotisme
1596564946724454401,#Antivax
1596564946724454401,#Covidiots
1596564946724454401,#TerrorismeStochastique
1596564946724454401,#FactNFurious
1596564950285053953,#antivax
1596565070682669056,#antivax
1596565086046670849,#Antivax
1596565086046670849,#Complo…
1596565550389661697,#Antivax
1596565550389661697,#Complo…
1596565734616092673,#Antivax
1596565734616092673,#Complo…
1596565983959068672,#AntivaxOccupation
1596566193602580480,#SoignantsSuspendus
1596566374914170881,#SoignantsSuspendus
1596566448700551168,#SoignantsSuspendus
1596566448700551168,#antivax
1596567132900585472,#SoignantsSuspendus
1596567660862484481,#Ukraine
1596567660862484481,#antivax
1596568406106738688,#SoignantsSuspendus
1596568855933243395,#COVID19
1596570131806781441,#diedsuddenlymovie
1596571661448667136,#antivax
1596571755568844800,#ILoveFuckingScience
1596571757598879745,#antispécistes
1596571757598879745,#anticorrida
1596571757598879745,#antivax
1596571757598879745,#antitout
1596571757598879745,#complotistes
1596571962347773955,#antivax
1596572094187606016,#LFI
1596572094187606016,#RN
1596572094187606016,#LR
1596572129981788160,#bigpharma
1596572209950388224,#COVARS📺@InterTV5
1596572209950388224,#Vaccin
1596572209950388224,#Covid
1596572209950388224,#antivax
1596572238802821124,#Antivax
1596572238802821124,#Complo…
1596572251394306048,"#antivax,"
1596572603178962945,#antivax
1596572896566153219,#antivax
1596573044474249216,#FranceInfo
1596573044474249216,#MartineWonner
1596573044474249216,#JusticePourLesSuspendus
1596573044474249216,#gouvernementdelahonte
1596573044474249216,#propagande
1596573044474249216,#Merdias
1596573044474249216,#Corruption
1596573044474249216,#MacronDestitution
1596573049566154752,#antivax
1596573140762906624,#antivax
1596574205360934913,"#ProInjectionARNm,"
1596574254648414208,#antivax
1596574735348940800,#PetitePutePoutiniste
1596574735348940800,#PutinHitler
1596575378297987076,#antivax
1596575538373480448,#Covid
1596575862459363329,#antivax
1596576726611415040,#SoignantsSuspendus
1596576744865411073,#antivax
1596577089582682112,#Telethon2022
1596577830045110273,#Telethon2022
1596578072689524741,#Telethon2022
1596578335026343936,#Telethon2022
1596578569437806595,#antivax
1596578569437806595,#ignorance
1596579045415731201,#Antivax
1596579045415731201,#Complo…
1596579346126290944,#extremeDroite
