Tweet_ID,Hastag
1604330871926018048,#cashgem
1604330871926018048,#cashappfriday
1604330871926018048,#stayathome
1604336151287934977,#mom
1604336151287934977,#learning
1604336151287934977,#skills
1604336151287934977,#competitive
1604336151287934977,#Stayathome
1604336151287934977,#Mums
1604336151287934977,#workingmoms
1604336151287934977,#Parenting
1604336151287934977,#Freelancing
