Tweet_ID,Hastag
1604717699027738625,#ILY1
1604714925208764416,#cashgem
1604714925208764416,#cashappfriday
1604714925208764416,#stayathome
1604717061456166912,#goaliberationday
1604717061456166912,#goa
1604717061456166912,#goadiaries
1604717061456166912,#startup
1604717061456166912,#doorstepservice
1604717061456166912,#homelaundry
1604717061456166912,#laundryservice
1604717061456166912,#stayathome
1604717061456166912,#beautyservices
