Tweet_ID,Hastag
1602770334213705741,#SGMM;
1602770334213705741,#arsamhealth
1602770334213705741,#SGMM
1602770334213705741,#TuSaludEsPrimero
1602770334213705741,#cdmx2022
1602770334213705741,#laboratorio
1602770334213705741,#salud
1602770334213705741,#medicina
1602770334213705741,#lab
1602770334213705741,#laborat
1602770334213705741,#laboratory
1602770334213705741,#covid
1602770334213705741,#laboratorioclinico
1602770334213705741,#science
1602770334213705741,#biomedicina
1602770334591197186,#LaPrevenciónEsTareaDeTodasYTodos
1602770335048376321,#México
1602770335081930758,#COVID19
1602770335081930758,"#México,"
1602770335086309377,#auspol
1602770335086309377,#CovidIsNotOver
1602770335086309377,#MaskUp
1602770335086309377,#COVID19
1602770335132270594,#PainelConass
1602770336247779328,#warning
1602770337095090179,#Pandemia
1602770337095090179,#COVID19
1602770337409601537,#AS2022
1602770337489620993,#Andalucía
1602770337489620993,#COVIDー19
1602770337489620993,#gripe
1602770337996804096,#accountability
1602770337996804096,#teamperformance
1602770337996804096,#workculture
1602770338181484547,#DALEPLAY
1602770338181484547,#COVID19
1602770338345062403,#ReinaIsabel
1602770338345062403,#VérticeInternacional
1602770338764320770,#TellTimTuesday
1602770339473240064,"#COVID19,"
1602770339473240064,#unvaccinated
1602770339473240064,#unvaxxed
1602770339473240064,#Freedom
1602770339834068993,#epidemic
1602770340056178688,#Coronavírus
1602770340693671936,#Granavidad
1602770341247348736,#longcovid
1602770341247348736,#longhaulers
1602770341251760129,#Zaragoza
1602770341251760129,#Historia
1602770341251760129,#Aragón
1602770342292127744,#Fauci
1602770342292127744,#Coronavir…
1602770342467891200,#covid19
1602770342467891200,#covidzpravy
1602770342467891200,#covidnews
1602770342467891200,#zpravy
1602770342467891200,#koronavirus
1602770342467891200,#elektronickynovinar
1602770342887530496,#Pfizer'ın
1602770343352999938,#TapabocasEs
1602770347090186240,#AfD
1602770347090186240,#Corona-#Impfungen
1602770347325112324,#crypto
1602770347325112324,#bitcoin
1602770347325112324,#altcoin
1602770347325112324,#NFTs
1602770347325112324,#btc
1602770347325112324,#eth
1602770347325112324,#xrp
1602770347765379072,#DiedSuddenlyNews
1602770347765379072,#NCGOP
1602770348076072960,#CoronaVirus
1602770349124460545,#CoronaVirus
1602770350231601154,#CoronaVirus
1602770351242575873,#COVID-19
1602770351242575873,#Colorado
1602770351242575873,#Python
1602770351456456705,#FoxNews
1602770355713712128,#covid19
1602770356292444164,#Cuba
1602770358255628288,#Corona…
1602770360356982784,#Covid19
1602770360952180736,#Oaxaca
1602770360952180736,#twitteroax
1602770361661227009,#Covid19
1602770363934736384,#diabetes
1602770363934736384,#COVID19
1602770364630646785,#COVID19
1602770367818469376,#Kubicki
1602770368338743296,#Ivermectin
1602770368338743296,#ivermectin
1602770371438333952,#13dic
1602770371438333952,#YoApuestoPorVen…
1602770374944751616,#unvaccinated
1602770375284170754,#COVIDー19
1602770375284170754,#PuertoRico
1602770375284170754,#coronavirus
1602770376454463488,#NewVlog
1602770378874834944,#BREAKING
1602770380304760832,#KBV
1602770380304760832,#ploetzlichundunerwartet
1602770380875259906,#Qatar2022
1602770380875259906,#ARG
1602770380875259906,#CRO
1602770380875259906,#EEUU
1602770380875259906,#PfizerBioNTech
1602770380875259906,#KanyeWest
1602770380875259906,#Twitter
1602770382267744259,"#McKinsey,"
1602770382267744259,#Citwell
1602770382267744259,#…
1602770384046080002,#digitalEU
1602770385111351296,#NETIZENSREPORT
1602770385111351296,#JISOO
1602770385111351296,#ACOTY2022
1602770385111351296,#ACOTY2022JISOO
1602770388689489920,#COVID-19
1602770389666504704,#FauciFinancedGainOfFunction
1602770389666504704,#FauciForPrison
1602770389666504704,#FauciLiedPeopleDied
1602770391138816001,#stopthes…
1602770398776627206,#BringTheMoves
1602770405474725889,#WearAMask
1602770407064584199,#SADS)
1602770407064584199,#unvaccinated
1602770407064584199,#StoptheSh…
1602770407157010432,#Medical
1602770407157010432,#Programme
1602770407157010432,#unjobs
1602770407157010432,#untalent
1602770407157010432,#hiring
1602770411300724737,#TheRippleEffectPodcast
1602770411300724737,"#Epstein,"
1602770411300724737,#Covid
1602770411737223168,#Sincelejo|
1602770411737223168,#LaVerdadSinAfán
1602770411737223168,#ElMeridianoTeUbica
1602770411737223168,#LíderesEnLaRegión
1602770411737223168,#LíderesEnSucre
1602770411737223168,#Sucre
1602770411737223168,#Sincelejo
1602770413557518336,#stopthes…
1602770414358433794,#Actualización|
1602770414358433794,#MSPAS
1602770414358433794,#COVID19
1602770415222509569,#COVID19
1602770415562231809,#2
1602770416153640960,#CovidRelief
1602770417034338304,#BirdFlu
1602770417034338304,#Pandemic
1602770417080336384,#RCVNoticias
1602770420511694849,#COVID
1602770421727694848,#COVID-19
1602770421727694848,#Colorado
1602770422436712449,#LongCovid
1602770423502061581,#TrustSites
1602770423502061581,#GiftGuide
1602770425020309507,#DiedSuddendly
1602770426333396992,#stopthes…
1602770429793472514,#NewVlog
1602770430162411522,#NewVlog
1602770432909877249,#Adjuvants
1602770432909877249,#Preclinicalresearch
1602770432909877249,#SARSCoV2
1602770432909877249,#Translationalresearch
1602770432909877249,#Viralinfection
1602770444536680448,#YoApuestoPorVenezuela
1602770446469980161,#COVID19
1602770449817124875,#Agenda2030
1602770449817124875,#GreatReset
1602770449817124875,#goalkeepers2030
1602770449817124875,#WEF
1602770449817124875,#ESG
1602770449838006278,#Vaxxed
1602770454543884289,#TwitterFiles6
1602770457979387904,#UE
1602770457979387904,"#Qatargate,stanno"
1602770461167079426,#CreepyDough
1602770461535895552,#FIFAWorldCup!!!
1602770461535895552,#Croacia
1602770461535895552,#Francia-#Marruecos
1602770461535895552,#LaScaloneta!!!
1602770461909483520,#ワクチン危険⚠️
1602770461909483520,#ワクチン中止を求めます
1602770461909483520,#ワクチン接種中止を求めます
1602770463612026880,#School
1602770463612026880,#Leaders
1602770463843045377,#CPHIA2022!
1602770466116177928,"#Querdenker,"
1602770466116177928,#Nazis
1602770466116177928,#Schwurbler
1602770466116177928,#Lockdown
1602770468146143238,#Covid
1602770469253304322,#UKCacheHour
1602770470230712322,#Hema
1602770471900028929,#MSPAS
1602770476958613504,#SocialMedia
1602770476958613504,#News
1602770476958613504,#BreakingNews
1602770478787067904,#NewVlog
1602770479772737544,#buprenorphine
1602770484088934400,#unvaccinated
1602770485728755713,#kazora
1602770485728755713,#kadena
1602770485728755713,#blockchain
1602770485728755713,#games
1602770487926398977,#TwitterFiles
1602770488299642881,#biden
1602770488299642881,#COVID19
1602770488299642881,#FauciFiles
1602770488299642881,#FauciLiedMillionsDied
1602770488299642881,#Fjb
1602770488299642881,#ELONMUSK
1602770488299642881,#Clotshot
1602770488299642881,#Elon…
1602770490480766976,#commercialinsurance
1602770490480766976,#covidclaims
1602770490480766976,#lossofuse
1602770490480766976,#riskpolicy
1602770490480766976,#insurance
1602770492078833664,#CDC
1602770495056662529,"#COVID19,"
1602770495493242880,#SmartNews
1602770497388756993,#COVID19
1602770497812533251,#CDC
1602770497812533251,#mRNA
1602770497812533251,#COVID19
1602770500102815744,"#McKinsey,"
1602770500102815744,#Citwell
1602770500102815744,#…
1602770502543630336,#Ursula
1602770503629819904,#BackstageWithRobertEmery
1602770503629819904,#BehindTheScenes
1602770503629819904,#MusicBusiness
1602770503629819904,#EntertainmentIndustry
1602770503629819904,#Conductor
1602770503629819904,#Pianist
1602770503629819904,#LifeAsAMusician
1602770503629819904,#Musician
1602770504972398592,#ProsecuteFauci
1602770506364731393,#FauciFiles
1602770518347767808,#FloriDUH!
1602770520193335297,#NewVlog
1602770521749393410,#ProsecuteFauci
1602770524664344576,#COVID19
1602770526014947333,#Pandemie-Berichterstattung?
1602770526014947333,#nichtvergessen
1602770529378881538,#COVID19
1602770529471311874,#Pfizer
1602770532361203712,#ploetzlichundunerwartet
1602770534223478784,#holiday!
1602770534273585155,#COVID19
1602770534621917186,#Angola
1602770534621917186,#covid19
1602770534621917186,#CoronaVirus
1602770534621917186,#Covid19Angola
1602770534621917186,#CoronaVirusAngola
1602770535993131008,#covidkarma
1602770537616273408,#Kubicki
1602770538765721604,#daredevil
1602770538786611200,#2
1602770540086890497,"#McKinsey,"
1602770540086890497,#Citwell
1602770540086890497,#…
1602770543027294208,#ARG
1602770543027294208,#HRV
1602770543027294208,#Qatar2022
1602770543027294208,#FIFAWorldCup
1602770548223889410,#diedsuddenly
1602770550048555010,#YangZijing
1602770550790684672,"#Bundescancler,"
1602770550790684672,#KBV
1602770550790684672,#plötzlichundunerwartet?
1602770550790684672,#Säuberung
1602770550816149504,#covaxin
1602770556599812100,#COVID19
1602770562962493441,#Sociedad
1602770564694904838,#Bewegungsgipfel
1602770564694904838,#Schulen
1602770564694904838,#Covid
1602770564971577344,#TwitterFiles
1602770569073762305,"#Medizinbubble,"
1602770569073762305,#Impfung
1602770570420133892,#Florida
1602770572747866113,#ploetzlichundunerwartet
1602770572747866113,#LauterbachRuecktrittSofort
1602770576896131074,#JornadaDeVacunación💉|
1602770583808315396,#Umfrage!
1602770585548820481,#Avatar2
1602770585548820481,#Covid
1602770587117654016,#NewVlog
1602770590217011204,"#apocalypse,"
1602770590217011204,#Humain
1602770590217011204,#vierge
1602770590217011204,#COVID
1602770590217011204,#zombie
1602770592100409346,#raoultgate
1602770593920712707,#Pfizer
1602770594705346561,#BillGates
1602770594705346561,#HPV
1602770594705346561,#vaccine
1602770597540503552,#Cartabianca
1602770600451346433,#NewVlog
1602770601348833283,#mRNA
1602770601348833283,#Vaccine
1602770601898229760,#PokemonScarlet
1602770605799084034,#Kubicki
1602770617291313152,#DeSantis2024
1602770619350786049,#FIFAWorldCup!!!
1602770619350786049,#Croacia
1602770621124968449,#1
1602770621124968449,#2
1602770621443645440,#Fauci
1602770621443645440,#KevinMcCarthy
1602770631116062721,#HappyONEWDay
1602770632088768513,#CovidIsAirborne
1602770632088768513,#MaskUp
1602770639852642305,#COVID19
1602770639852642305,#Di…
1602770640662036480,#COVID19
1602770640662036480,#Sars_CoV_2
1602770640662036480,#Covid_19
1602770640662036480,#Sars2
1602770641773551618,#COVID19
1602770645418319872,#sanitize
1602770645418319872,#sanitation
1602770645418319872,#covid
1602770645418319872,#safety
1602770645418319872,#disinfectant
1602770645418319872,#fastcharge
1602770645418319872,#fastcharging
1602770648912334849,#COVIDConsensus
1602770651215192064,#BerndGrimmerPreis
1602770651215192064,#ploetzlichundunerwartet
1602770651215192064,#AfDmachtDumm
1602770651990790144,#ARRCT
1602770651990790144,#openaccess
1602770651990790144,"#amputation,"
1602770651990790144,"#SCI,"
1602770651990790144,"#concussion,"
1602770651990790144,"#cancer,"
1602770651990790144,"#veteranshealth,"
1602770651990790144,"#stroke,"
1602770651990790144,"#wheelchair,"
1602770651990790144,"#fallrisk,"
1602770651990790144,"#multiplesclerosis,"
1602770651990790144,#TBI
1602770651990790144,#COVID19
1602770651990790144,#rehabilitation
1602770651990790144,#physiatry
1602770652515094528,#OHdeptofhealth
1602770652515094528,#OHschoolboards
1602770652515094528,#ohioag
1602770652515094528,#OhioRepublic
1602770652515094528,#13abc
1602770652515094528,#WTOL11Toledo
1602770652515094528,#scottsands
1602770652515094528,#fredlefebvre
1602770652515094528,#MeaghanMick
1602770652515094528,#jackwindsor
1602770652515094528,#GovMikeDeWine
1602770652515094528,#DiedSuddenly
1602770652515094528,#NurembergTrials
1602770652515094528,#NoPandemicAmnesty
1602770652515094528,#ArrestFauci
1602770652515094528,#ArrestBirx
1602770652515094528,#VaxHot
1602770652515094528,#StoptheShots
1602770652515094528,#Myocarditis
1602770661369257984,#Corona-Anhörung
1602770661663035395,#BREAKING
1602770663080542209,#FauciFiles
1602770664724697089,#healthcare
1602770664724697089,#COVID
1602770664724697089,"#patients,"
1602770669103894529,#SADS)
1602770669103894529,#StoptheShots
1602770669103894529,#DiedSudd…
1602770669330120705,#COVID19
1602770676292665349,#USA
1602770678444281857,#NewVlog
1602770679195062272,#Aussetzung
1602770679195062272,#Impfung
1602770679195062272,#Coronaimpfstoffen
1602770680851836929,#COVID19
1602770680851836929,#Di…
1602770683489972225,#Deinterésgeneral.Participa
1602770683489972225,#Biotecnología
1602770683489972225,#UNAM
1602770685352443904,#Christmas
1602770685352443904,#Advent
1602770685352443904,#WorldNews
1602770685587095553,#BREAKING
1602770686312910849,#fuenoticiaenelliberal
1602770686833037313,"#Corona-Maßnahmen,"
1602770687084601346,#COVID19
1602770687084601346,#nirmatrelvir
1602770687084601346,#ritonavir
1602770687084601346,#paxlovid
1602770687969570821,#Cultura
1602770687969570821,#editoriales
1602770687969570821,#crisis
1602770687969570821,#pandemia
1602770687969570821,"#papel,"
1602770690620260352,#eowyn
1602770690620260352,#LOTR
1602770690620260352,#LordOfTheRings
1602770690729734144,#YoApuestoPorVenezuela
1602770692180955137,#COVID19
1602770693753655297,#Corona
1602770693875466240,#Mozambique
1602770693875466240,#TransformingEducation
1602770696215601152,#InfluenzaVaccinationWeek
1602770697226420225,#CPHIA2022
1602770697226420225,#Rwanda
1602770697532559363,#COVID19
1602770700011720704,#Abdalá
1602770700011720704,#Covid19
1602770700011720704,#CDMX
1602770701018169344,#stopcomplying
1602770701018169344,#StoptheShots
1602770704289644548,#ENTÉRATE📢|
1602770708605456384,#SackParliament
1602770710253879296,#COVID19
1602770710727753729,#SmartNews
1602770711332151296,#COVID19
1602770719074566145,#Covid19
1602770722929397760,#coronaprikken
1602770729195511812,#COVID19
1602770729195511812,#DePisaYCorreTV
1602770731745558530,#DeSantis2024
1602770732060131328,#FckAfD
1602770733498859522,#covid19
1602770734962872321,#1
1602770734962872321,#jeehyunglee
1602770734962872321,#gunhoney
1602770737479065602,#desantis
1602770737479065602,#covid19
1602770737479065602,#vaccine
1602770738842202113,#givinghopetoday
1602770742462283776,#SADS)
1602770742462283776,#StoptheShots
1602770742462283776,#DiedSudd…
1602770743044947968,#långtidscovid
1602770744232001536,"#Querdenker,"
1602770744232001536,#Nazis
1602770744232001536,#Schwurbler
1602770744232001536,#Lockdown
1602770744789934080,#COVID19
1602770751660212230,#home.Vinnie
1602770751660212230,#elderly
1602770755627933696,#WearaMask
1602770756454084609,#PREVENCIÓN😷|
1602770756454084609,#Y…
1602770756727103489,#FauciLiedPeopleDied
1602770757997957121,#diedsuddenly
1602770758987497473,#COVID19
1602770759277056002,#coronavirus
1602770761013497857,#BidenWorstPresidentEver
1602770761013497857,#AmericaFirst
1602770761013497857,#FreeJan6Prisoners
1602770761470840833,"#Covid19,"
1602770761470840833,#…
1602770762930262018,#Ivermectin
1602770762930262018,#ivermectin
1602770769854943232,"#McKinsey,"
1602770769854943232,#Citwell
1602770769854943232,#…
1602770771062956036,#againstgroomers
1602770773269102592,#COVID19
1602770775164956672,#leaders
1602770775164956672,#providers
1602770775299461120,#plandemia
1602770775299461120,#repentinitis
1602770775299461120,#Agenda2030
1602770775299461120,#CovidVaccine
1602770775299461120,#COVID
1602770777467756546,#LongCovid
1602770777782222850,#FutureBadger
1602770777987641344,#SADS)
1602770777987641344,#StoptheShots
1602770777987641344,#DiedSudd…
1602770781251211264,#SidharthShukla
1602770784031854594,#coronavirus
1602770786359644161,#coronaprikken
1602770786850598912,#usodecubrebocas
1602770786850598912,#lugarescerrados
1602770786850598912,#empresas
1602770786850598912,#cubrebocas
1602770786850598912,#COVID19
1602770791720161281,#Florida
1602770795381592065,#RonDeSantis
1602770795381592065,#Diskussion
1602770795381592065,#Maßnahmen
1602770795381592065,#Lockdown
1602770795909914625,#HupElon
1602770798590439425,#COVI…
1602770798988726274,#stopthes…
1602770799357988864,#MaskenpflichtVerbieten
1602770806441910277,#RonDeSantis
1602770806441910277,#Diskussion
1602770806441910277,#Maßnahmen
1602770806441910277,#Lockdown
1602770806668402689,#NeverDeSantis
1602770812087414784,#EClaudiaRepresora
1602770812087414784,#EsClaudialagartaDictadora
1602770813140504578,#코로나19
1602770813140504578,#국내확진자
1602770813140504578,#COVID19
1602770813760978944,#Pfizer
1602770814775963648,#Shiftworkers
1602770816092938241,#ArrestFauci
1602770816231522304,#mayorgregfischer
1602770816231522304,#communitysupport
1602770816231522304,#ThankYou
1602770818936643586,#nzpol
1602770818936643586,#ResignJacinda
1602770822455771138,#COVID19
1602770827274960896,#COVID19
1602770827274960896,#DePisaYCorreTV
1602770827832877064,#MSPAS
1602770827832877064,#COVID19
1602770827832877064,#PlanVacunaCOVID19
1602770829187710976,#ocugen
1602770833776300032,#COVIDIOTS
1602770834099257346,#SackParliament
1602770841384767488,#LetWh…
1602770843636989952,#RuecktrittRegierung
1602770847076417540,#DiedSuddenlyNews
1602770847076417540,#AUSTRALIA
1602770847168692229,#CDC
1602770847168692229,#FauciFiles
1602770847168692229,#FauciLied
1602770847168692229,#COVID19
1602770847168692229,#TwitterFiles
1602770848888156161,#بیزار_از_من_قبرش_را_بکند
1602770849395884034,#Kubicki
1602770850125533184,#COVID19?
1602770850125533184,#immunization
1602770853187428361,#Cuban
1602770853187428361,#Soberana02
1602770853187428361,#SoberanaPlus
1602770861962199040,#AntibodyBuilder
1602770861962199040,#flu
1602770861962199040,#pneumonia
1602770862398050304,#NewVlog
1602770862624612355,#COVID19
1602770864386101248,#BREAKING
1602770865157943296,#COVID19
1602770866370056192,#Cuba
1602770867632611329,#China
1602770870174457856,#Diskrepanz
1602770870174457856,#Reaktion
1602770870174457856,"#Politik,"
1602770870174457856,#Medien
1602770870174457856,#Wissenschaft
1602770870174457856,#coronavirus
1602770870321049600,#Kubicki
1602770872439185408,#VR
1602770872439185408,#VRMotionSickness
1602770872439185408,#VirtualReality
1602770873525874688,#Diskrepanz
1602770873525874688,#Reaktion
1602770873525874688,"#Politik,"
1602770873525874688,#Medien
1602770873525874688,#Wissenschaft
1602770873525874688,#coronavirus
1602770874188591104,#Twitter
1602770874188591104,#Musk
1602770875358580738,#IshaKriya
1602770875358580738,#mindfullness
1602770875358580738,#meditation
1602770875358580738,#Sadhgur…
1602770877019557888,#MERS
1602770877300572160,#JornadaDeVacunación💉|
1602770880429699072,#NoCovidAmnesty
1602770885726724097,#CyberCubs
