Tweet_ID,Hastag
1604679404709646338,#新型コロナウィルス
1604679404709646338,#StayAtHome
1604679404709646338,#うちで過ごそう
1604679405150040064,#EnjoyFromHome
1604679405150040064,#COVID19
1604679405150040064,#StayAtHome
