"","Year","Month","Day","Sentiment","Count","Avg_Per"
"49","2020",2,7,"negative",229263,0.436663837166667
"50","2020",2,7,"neutral",257809,0.493384442458333
"51","2020",2,7,"positive",36644,0.0699517202916667
"52","2020",2,8,"negative",227907,0.441097401583333
"53","2020",2,8,"neutral",265138,0.504990259833333
"54","2020",2,8,"positive",28605,0.0539123385833333
"55","2020",2,9,"negative",237402,0.468869846666667
"56","2020",2,9,"neutral",236690,0.462487955166667
"57","2020",2,9,"positive",34696,0.0686421981666667
"58","2020",2,10,"negative",252091,0.4372041065
"59","2020",2,10,"neutral",288628,0.499018159625
"60","2020",2,10,"positive",36933,0.0637777337916667
"61","2020",2,11,"negative",265597,0.45048927625
"62","2020",2,11,"neutral",287552,0.489062098083333
"63","2020",2,11,"positive",35732,0.0604486255833333
"64","2020",2,12,"negative",265132,0.484838366666667
"65","2020",2,12,"neutral",247959,0.460140463375
"66","2020",2,12,"positive",29933,0.05502117
"67","2020",2,13,"negative",279354,0.4601804275
"68","2020",2,13,"neutral",293838,0.482709009875
"69","2020",2,13,"positive",34886,0.057110562625
"70","2020",2,14,"negative",237906,0.413073072541667
"71","2020",2,14,"neutral",296307,0.512560439083333
"72","2020",2,14,"positive",42630,0.0743664884166667
"73","2020",2,15,"negative",195450,0.433805115625
"74","2020",2,15,"neutral",224167,0.491545155083333
"75","2020",2,15,"positive",34077,0.0746497295416667
"76","2020",2,16,"negative",183989,0.376583258375
"77","2020",2,16,"neutral",274185,0.565022172541667
"78","2020",2,16,"positive",28558,0.0583945690416667
"79","2020",2,17,"negative",221875,0.419426592041667
"80","2020",2,17,"neutral",270014,0.511353357958333
"81","2020",2,17,"positive",36403,0.0692200499583333
"82","2020",2,18,"negative",255794,0.455163066416667
"83","2020",2,18,"neutral",266731,0.476957301875
"84","2020",2,18,"positive",37461,0.067879631625
"85","2020",2,19,"negative",240426,0.476118520125
"86","2020",2,19,"neutral",228009,0.452315608208333
"87","2020",2,19,"positive",36651,0.071565871625
"88","2020",2,20,"negative",226431,0.433692162458333
"89","2020",2,20,"neutral",246110,0.478199715
"90","2020",2,20,"positive",46114,0.0881081225833333
"91","2020",2,21,"negative",247143,0.467023860125
"92","2020",2,21,"neutral",253786,0.474504011333333
"93","2020",2,21,"positive",32103,0.0584721284583333
"94","2020",2,22,"negative",201977,0.466196830291667
"95","2020",2,22,"neutral",207869,0.479733679833333
"96","2020",2,22,"positive",24620,0.0540694900833333
"97","2020",2,23,"negative",37344,0.490556700333333
"98","2020",2,23,"neutral",35596,0.468340893125
"99","2020",2,23,"positive",3131,0.0411024065416667
"100","2020",2,24,"negative",179492,0.443651411166667
"101","2020",2,24,"neutral",208871,0.488248617416667
"102","2020",2,24,"positive",29894,0.0680999714166667
"103","2020",2,25,"negative",225189,0.467523208208333
"104","2020",2,25,"neutral",229143,0.480844421416667
"105","2020",2,25,"positive",25411,0.0516323704583333
"106","2020",2,26,"negative",246548,0.458746190208333
"107","2020",2,26,"neutral",249014,0.472783694708333
"108","2020",2,26,"positive",36828,0.0684701150833333
"109","2020",2,27,"negative",323744,0.477868235875
"110","2020",2,27,"neutral",308442,0.465423337083333
"111","2020",2,27,"positive",38060,0.0567084270833333
"112","2020",2,28,"negative",683442,0.480092791916667
"113","2020",2,28,"neutral",723081,0.460780088541667
"114","2020",2,28,"positive",85570,0.0591271195833333
"115","2020",2,29,"negative",1552649,0.505401593625
"116","2020",2,29,"neutral",1302247,0.433035860708333
"117","2020",2,29,"positive",186589,0.06156254575
"118","2020",3,1,"negative",1079866,0.478823423708333
"119","2020",3,1,"neutral",1030951,0.458680070708333
"120","2020",3,1,"positive",139380,0.062496505625
"121","2020",3,2,"negative",257533,0.452820919791667
"122","2020",3,2,"neutral",249753,0.445406352875
"123","2020",3,2,"positive",56736,0.101772727375
"124","2020",3,3,"negative",1150953,0.477321130666667
"125","2020",3,3,"neutral",1093097,0.449270055625
"126","2020",3,3,"positive",166550,0.0734088138333333
"127","2020",3,4,"negative",1170227,0.446436137875
"128","2020",3,4,"neutral",1252895,0.482554234583333
"129","2020",3,4,"positive",180967,0.0710096275833333
"130","2020",3,5,"negative",321755,0.441727162666667
"131","2020",3,5,"neutral",349877,0.483117270625
"132","2020",3,5,"positive",54860,0.0751555667916667
"133","2020",3,6,"negative",357364,0.463092059125
"134","2020",3,6,"neutral",345400,0.451522258125
"135","2020",3,6,"positive",65106,0.0853856827916667
"136","2020",3,7,"negative",394389,0.509875615666667
"137","2020",3,7,"neutral",319390,0.414274825958333
"138","2020",3,7,"positive",58691,0.075849558375
"139","2020",3,8,"negative",364863,0.490156155458333
"140","2020",3,8,"neutral",323381,0.433194503333333
"141","2020",3,8,"positive",57205,0.07664934125
"142","2020",3,9,"negative",357599,0.472684513875
"143","2020",3,9,"neutral",341233,0.454476174
"144","2020",3,9,"positive",54956,0.0728393120833333
"145","2020",3,10,"negative",341765,0.470203164
"146","2020",3,10,"neutral",331617,0.456668029916667
"147","2020",3,10,"positive",52935,0.0731288061666667
"148","2020",3,11,"negative",327084,0.4482168885
"149","2020",3,11,"neutral",345490,0.47581710125
"150","2020",3,11,"positive",55194,0.075966010125
"151","2020",3,12,"negative",322441,0.438690286875
"152","2020",3,12,"neutral",354053,0.483971954666667
"153","2020",3,12,"positive",57886,0.0773377584583333
"154","2020",3,13,"negative",309781,0.455552031375
"155","2020",3,13,"neutral",322264,0.468102833916667
"156","2020",3,13,"positive",50904,0.0763451344583333
"157","2020",3,14,"negative",310743,0.455523477708333
"158","2020",3,14,"neutral",312765,0.458955928333333
"159","2020",3,14,"positive",58287,0.0855205939166667
"160","2020",3,15,"negative",280025,0.433869519458333
"161","2020",3,15,"neutral",302435,0.469352533625
"162","2020",3,15,"positive",62347,0.096777947
"163","2020",3,16,"negative",254148,0.405730576583333
"164","2020",3,16,"neutral",310187,0.49517659325
"165","2020",3,16,"positive",61901,0.099092830125
"166","2020",3,17,"negative",576972,0.403662375458333
"167","2020",3,17,"neutral",736659,0.512497012583333
"168","2020",3,17,"positive",119588,0.083840611875
"169","2020",3,18,"negative",420011,0.435243081375
"170","2020",3,18,"neutral",428722,0.471903333625
"171","2020",3,18,"positive",79093,0.0928535850416667
"172","2020",3,19,"negative",754476,0.46125084475
"173","2020",3,19,"neutral",734128,0.448499012541667
"174","2020",3,19,"positive",147820,0.090250142625
"175","2020",3,20,"negative",735432,0.442166859083333
"176","2020",3,20,"neutral",781173,0.470163927208333
"177","2020",3,20,"positive",145708,0.08766921375
"178","2020",3,21,"negative",657147,0.438951927458333
"179","2020",3,21,"neutral",693306,0.4629611695
"180","2020",3,21,"positive",147177,0.0980869031666667
"181","2020",3,22,"negative",761859,0.447978155708333
"182","2020",3,22,"neutral",777304,0.45756882675
"183","2020",3,22,"positive",159768,0.094453017625
"184","2020",3,23,"negative",792262,0.453637609333333
"185","2020",3,23,"neutral",802144,0.458237203166667
"186","2020",3,23,"positive",154096,0.0881251875
"187","2020",3,24,"negative",230022,0.416173653333333
"188","2020",3,24,"neutral",261954,0.475041948166667
"189","2020",3,24,"positive",59905,0.108784398708333
"190","2020",3,25,"negative",288356,0.393821224291667
"191","2020",3,25,"neutral",356055,0.49027399425
"192","2020",3,25,"positive",82139,0.115904781375
"193","2020",3,26,"negative",770442,0.432476183583333
"194","2020",3,26,"neutral",846946,0.475357174583333
"195","2020",3,26,"positive",164222,0.0921666420416667
"196","2020",3,27,"negative",636935,0.408708759916667
"197","2020",3,27,"neutral",742582,0.481188737166667
"198","2020",3,27,"positive",168503,0.110102502916667
"199","2020",3,28,"negative",729384,0.420494617416667
"200","2020",3,28,"neutral",822024,0.474776292833333
"201","2020",3,28,"positive",181405,0.104729089833333
"202","2020",3,29,"negative",770852,0.442803330458333
"203","2020",3,29,"neutral",800932,0.46153490425
"204","2020",3,29,"positive",165763,0.0956617654166667
"205","2020",3,30,"negative",552804,0.440430015375
"206","2020",3,30,"neutral",566267,0.46201287625
"207","2020",3,30,"positive",111465,0.0975571085
"208","2020",3,31,"negative",255609,0.418264288541667
"209","2020",3,31,"neutral",279390,0.466188762541667
"210","2020",3,31,"positive",69065,0.115546949041667
"211","2020",4,1,"negative",533857,0.445364899875
"212","2020",4,1,"neutral",543958,0.461971119916667
"213","2020",4,1,"positive",99590,0.092663980125
"214","2020",4,2,"negative",773537,0.460280369125
"215","2020",4,2,"neutral",774073,0.460492157541667
"216","2020",4,2,"positive",133029,0.0792274733333333
"217","2020",4,3,"negative",705078,0.4363332365
"218","2020",4,3,"neutral",762103,0.472541925625
"219","2020",4,3,"positive",146956,0.0911248379583333
"220","2020",4,4,"negative",789978,0.458034969166667
"221","2020",4,4,"neutral",762751,0.443635910958333
"222","2020",4,4,"positive",169359,0.0983291199166667
"223","2020",4,5,"negative",784071,0.452513216416667
"224","2020",4,5,"neutral",770033,0.445769816125
"225","2020",4,5,"positive",175835,0.101716967416667
"226","2020",4,6,"negative",792203,0.447993783333333
"227","2020",4,6,"neutral",810017,0.458123041083333
"228","2020",4,6,"positive",165782,0.0938831754583333
"229","2020",4,7,"negative",771585,0.421779419958333
"230","2020",4,7,"neutral",884632,0.485031272291667
"231","2020",4,7,"positive",169907,0.093189307875
"232","2020",4,8,"negative",567745,0.433000437916667
"233","2020",4,8,"neutral",596101,0.465954013916667
"234","2020",4,8,"positive",123767,0.101045548125
"235","2020",4,9,"negative",503204,0.419677632083333
"236","2020",4,9,"neutral",541988,0.475812743083333
"237","2020",4,9,"positive",112042,0.104509625083333
"238","2020",4,10,"negative",810174,0.453490387958333
"239","2020",4,10,"neutral",808598,0.452001335583333
"240","2020",4,10,"positive",169338,0.0945082765
"241","2020",4,11,"negative",815616,0.483416063541667
"242","2020",4,11,"neutral",714110,0.423858612916667
"243","2020",4,11,"positive",156513,0.0927253235416667
"244","2020",4,12,"negative",793817,0.48812969275
"245","2020",4,12,"neutral",674813,0.415001982916667
"246","2020",4,12,"positive",156765,0.0968683244583333
"247","2020",4,13,"negative",766401,0.453417705791667
"248","2020",4,13,"neutral",781281,0.460920403625
"249","2020",4,13,"positive",144962,0.0856618905
"250","2020",4,14,"negative",777905,0.445513835583333
"251","2020",4,14,"neutral",818574,0.469587946875
"252","2020",4,14,"positive",147794,0.0848982175833333
"253","2020",4,15,"negative",840507,0.47287897325
"254","2020",4,15,"neutral",797865,0.448774338
"255","2020",4,15,"positive",139577,0.0783466887083333
"256","2020",4,16,"negative",790607,0.444776877833333
"257","2020",4,16,"neutral",827298,0.465809151333333
"258","2020",4,16,"positive",158784,0.0894139705416667
"259","2020",4,17,"negative",766758,0.447854726958333
"260","2020",4,17,"neutral",805633,0.470469444125
"261","2020",4,17,"positive",139740,0.0816758287916667
"262","2020",4,18,"negative",599945,0.409684148833333
"263","2020",4,18,"neutral",717553,0.489628484541667
"264","2020",4,18,"positive",147939,0.100687366583333
"265","2020",4,19,"negative",843780,0.469221789708333
"266","2020",4,19,"neutral",798478,0.444618487791667
"267","2020",4,19,"positive",154989,0.0861597224166667
"268","2020",4,20,"negative",824903,0.459401394916667
"269","2020",4,20,"neutral",828183,0.461646340791667
"270","2020",4,20,"positive",141486,0.0789522642916667
"271","2020",4,21,"negative",217165,0.412373771458333
"272","2020",4,21,"neutral",244061,0.463698452583333
"273","2020",4,21,"positive",64995,0.123927775958333
"274","2020",4,22,"negative",788259,0.449854841416667
"275","2020",4,22,"neutral",807628,0.461369218
"276","2020",4,22,"positive",155783,0.0887759405833333
"277","2020",4,23,"negative",800717,0.427106200958333
"278","2020",4,23,"neutral",897275,0.48495378025
"279","2020",4,23,"positive",162116,0.0879400186666667
"280","2020",4,24,"negative",843035,0.403251102333333
"281","2020",4,24,"neutral",1042233,0.498724185625
"282","2020",4,24,"positive",205650,0.0980247119583333
"283","2020",4,25,"negative",1080125,0.453288949
"284","2020",4,25,"neutral",1111303,0.46942363325
"285","2020",4,25,"positive",182142,0.0772874177916667
"286","2020",4,26,"negative",1127152,0.478205728166667
"287","2020",4,26,"neutral",1053340,0.447673951875
"288","2020",4,26,"positive",173997,0.0741203199166667
"289","2020",4,27,"negative",1075196,0.444920272625
"290","2020",4,27,"neutral",1144061,0.473726414708333
"291","2020",4,27,"positive",195564,0.0813533125416667
"292","2020",4,28,"negative",808979,0.44745009525
"293","2020",4,28,"neutral",842917,0.469637438416667
"294","2020",4,28,"positive",135317,0.0829124662916667
"295","2020",4,29,"negative",618533,0.432531911875
"296","2020",4,29,"neutral",633801,0.467139558958333
"297","2020",4,29,"positive",123804,0.100328529375
"298","2020",4,30,"negative",834683,0.432611110333333
"299","2020",4,30,"neutral",902590,0.471023209625
"300","2020",4,30,"positive",184956,0.096365680125
"301","2020",5,1,"negative",762468,0.407953759791667
"302","2020",5,1,"neutral",933330,0.498552841416667
"303","2020",5,1,"positive",174887,0.0934933985833333
"304","2020",5,2,"negative",843162,0.442198287916667
"305","2020",5,2,"neutral",889655,0.469253459375
"306","2020",5,2,"positive",167662,0.088548252875
"307","2020",5,3,"negative",895659,0.449528294708333
"308","2020",5,3,"neutral",924878,0.466685432125
"309","2020",5,3,"positive",165242,0.08378627325
"310","2020",5,4,"negative",978404,0.460015531083333
"311","2020",5,4,"neutral",974167,0.461620068875
"312","2020",5,4,"positive",164999,0.078364400125
"313","2020",5,5,"negative",518947,0.442629632416667
"314","2020",5,5,"neutral",537830,0.459302850833333
"315","2020",5,5,"positive",115329,0.0980675167916667
"316","2020",5,6,"negative",1048751,0.467136606708333
"317","2020",5,6,"neutral",989347,0.4455072205
"318","2020",5,6,"positive",194664,0.0873561729583333
"319","2020",5,7,"negative",1211408,0.473127182833333
"320","2020",5,7,"neutral",1136458,0.444729733333333
"321","2020",5,7,"positive",211138,0.0821430837916667
"322","2020",5,8,"negative",1066409,0.4589040025
"323","2020",5,8,"neutral",1049025,0.453113327833333
"324","2020",5,8,"positive",203376,0.0879826695416667
"325","2020",5,9,"negative",961539,0.432550527333333
"326","2020",5,9,"neutral",1061652,0.478752839
"327","2020",5,9,"positive",196314,0.088696633625
"328","2020",5,10,"negative",994443,0.434676855833333
"329","2020",5,10,"neutral",1101411,0.482055123
"330","2020",5,10,"positive",190712,0.08326802125
"331","2020",5,11,"negative",1149332,0.433236757083333
"332","2020",5,11,"neutral",1274432,0.481239269708333
"333","2020",5,11,"positive",225094,0.0855239730833333
"334","2020",5,12,"negative",1140513,0.446893912375
"335","2020",5,12,"neutral",1193348,0.472915115166667
"336","2020",5,12,"positive",196789,0.0801909725416667
"337","2020",5,13,"negative",1230672,0.456730765291667
"338","2020",5,13,"neutral",1254835,0.46741338825
"339","2020",5,13,"positive",204098,0.0758558464583333
"340","2020",5,14,"negative",1173714,0.453442708916667
"341","2020",5,14,"neutral",1204684,0.466618542208333
"342","2020",5,14,"positive",206032,0.07993874875
"343","2020",5,15,"negative",1155303,0.45422524775
"344","2020",5,15,"neutral",1183881,0.466401144833333
"345","2020",5,15,"positive",201194,0.0793736073333333
"346","2020",5,16,"negative",1069624,0.461008309125
"347","2020",5,16,"neutral",1042680,0.452657559166667
"348","2020",5,16,"positive",199783,0.0863341317083333
"349","2020",5,17,"negative",1119193,0.47902785
"350","2020",5,17,"neutral",1030086,0.443755781458333
"351","2020",5,17,"positive",178960,0.0772163684583333
"352","2020",5,18,"negative",1127237,0.4494231185
"353","2020",5,18,"neutral",1180272,0.475307383
"354","2020",5,18,"positive",186919,0.0752694985416667
"355","2020",5,19,"negative",1112594,0.458291531375
"356","2020",5,19,"neutral",1127077,0.463396733666667
"357","2020",5,19,"positive",189823,0.078311735125
"358","2020",5,20,"negative",1129791,0.468351731875
"359","2020",5,20,"neutral",1073284,0.449234328583333
"360","2020",5,20,"positive",197151,0.0824139395
"361","2020",5,21,"negative",1085796,0.457530822666667
"362","2020",5,21,"neutral",1101681,0.464805463958333
"363","2020",5,21,"positive",183519,0.0776637133333333
"364","2020",5,22,"negative",963732,0.440515959041667
"365","2020",5,22,"neutral",1031279,0.473324391916667
"366","2020",5,22,"positive",187626,0.08615964925
"367","2020",5,23,"negative",988809,0.461798664833333
"368","2020",5,23,"neutral",957617,0.455780021083333
"369","2020",5,23,"positive",173097,0.0824213140833333
"370","2020",5,24,"negative",1078468,0.504551906125
"371","2020",5,24,"neutral",878271,0.411594527208333
"372","2020",5,24,"positive",175900,0.0838535665416667
"373","2020",5,25,"negative",986311,0.476049787833333
"374","2020",5,25,"neutral",900565,0.4363732845
"375","2020",5,25,"positive",181828,0.087576927625
"376","2020",5,26,"negative",943470,0.461836020416667
"377","2020",5,26,"neutral",898891,0.439183802666667
"378","2020",5,26,"positive",200750,0.0989801770416667
"379","2020",5,27,"negative",984918,0.494681304208333
"380","2020",5,27,"neutral",848085,0.429601948291667
"381","2020",5,27,"positive",148590,0.0757167474166667
"382","2020",5,28,"negative",1122022,0.521981087458333
"383","2020",5,28,"neutral",862335,0.401714222708333
"384","2020",5,28,"positive",163602,0.0763046897916667
"385","2020",5,29,"negative",1241142,0.56000330525
"386","2020",5,29,"neutral",825965,0.37446474625
"387","2020",5,29,"positive",144482,0.065531948375
"388","2020",5,30,"negative",1264988,0.604350333458333
"389","2020",5,30,"neutral",694736,0.333013567083333
"390","2020",5,30,"positive",130850,0.0626360995416667
"391","2020",5,31,"negative",1320520,0.609792012791667
"392","2020",5,31,"neutral",718878,0.332407663833333
"393","2020",5,31,"positive",124468,0.0578003235416667
"394","2020",6,1,"negative",1129221,0.568677319166667
"395","2020",6,1,"neutral",738845,0.37089504525
"396","2020",6,1,"positive",119633,0.0604276355
"397","2020",6,2,"negative",993241,0.512816051791667
"398","2020",6,2,"neutral",825337,0.425185769791667
"399","2020",6,2,"positive",120688,0.0619981783333333
"400","2020",6,3,"negative",1052427,0.546613716166667
"401","2020",6,3,"neutral",735290,0.381084878375
"402","2020",6,3,"positive",138224,0.0723014054583333
"403","2020",6,4,"negative",1045597,0.550742332583333
"404","2020",6,4,"neutral",733583,0.381708270125
"405","2020",6,4,"positive",129475,0.06754939725
"406","2020",6,5,"negative",776734,0.534414477625
"407","2020",6,5,"neutral",565347,0.387635032583333
"408","2020",6,5,"positive",114832,0.0779504899583333
"409","2020",6,6,"negative",1299103,0.489688474916667
"410","2020",6,6,"neutral",1113715,0.42161707125
"411","2020",6,6,"positive",233194,0.0886944537916667
"412","2020",6,7,"negative",1387285,0.533472080375
"413","2020",6,7,"neutral",998665,0.384452881791667
"414","2020",6,7,"positive",215192,0.08207503775
"415","2020",6,8,"negative",1176269,0.464081470958333
"416","2020",6,8,"neutral",1120393,0.439295070625
"417","2020",6,8,"positive",248729,0.096623458375
"418","2020",6,9,"negative",1204569,0.446635546
"419","2020",6,9,"neutral",1244284,0.458347956208333
"420","2020",6,9,"positive",262520,0.095016497625
"421","2020",6,10,"negative",1336280,0.458818649458333
"422","2020",6,10,"neutral",1296358,0.442011351875
"423","2020",6,10,"positive",291954,0.0991699986666667
"424","2020",6,11,"negative",1321069,0.437524664
"425","2020",6,11,"neutral",1405301,0.466613897666667
"426","2020",6,11,"positive",289951,0.095861438375
"427","2020",6,12,"negative",1363457,0.454616811375
"428","2020",6,12,"neutral",1336712,0.446419252291667
"429","2020",6,12,"positive",297217,0.0989639361666667
"430","2020",6,13,"negative",1402478,0.485367694875
"431","2020",6,13,"neutral",1200707,0.415992215375
"432","2020",6,13,"positive",286161,0.098640089625
"433","2020",6,14,"negative",1450128,0.517297250416667
"434","2020",6,14,"neutral",1068296,0.384700154375
"435","2020",6,14,"positive",273345,0.098002595
"436","2020",6,15,"negative",1619914,0.502106035916667
"437","2020",6,15,"neutral",1328774,0.412837907166667
"438","2020",6,15,"positive",274508,0.0850560569166667
"439","2020",6,16,"negative",1437913,0.459014933708333
"440","2020",6,16,"neutral",1437420,0.459615246125
"441","2020",6,16,"positive",257735,0.0813698202083333
"442","2020",6,17,"negative",1443361,0.462769984833333
"443","2020",6,17,"neutral",1421201,0.456529321333333
"444","2020",6,17,"positive",253791,0.0807006936666667
"445","2020",6,18,"negative",1312861,0.434301126916667
"446","2020",6,18,"neutral",1395896,0.460098524125
"447","2020",6,18,"positive",317809,0.105600349083333
"448","2020",6,19,"negative",1220364,0.393748356833333
"449","2020",6,19,"neutral",1556689,0.505584361916667
"450","2020",6,19,"positive",312573,0.100667281166667
"451","2020",6,20,"negative",1246485,0.420790657708333
"452","2020",6,20,"neutral",1432476,0.483827569416667
"453","2020",6,20,"positive",286907,0.0953817729166667
"454","2020",6,21,"negative",1460745,0.504070911
"455","2020",6,21,"neutral",1160605,0.405155406458333
"456","2020",6,21,"positive",260257,0.0907736825833333
"457","2020",6,22,"negative",1444967,0.468152241541667
"458","2020",6,22,"neutral",1360929,0.437925311041667
"459","2020",6,22,"positive",284394,0.0939224473333333
"460","2020",6,23,"negative",1580404,0.463926800708333
"461","2020",6,23,"neutral",1522507,0.450446858125
"462","2020",6,23,"positive",292901,0.0856263412083333
"463","2020",6,24,"negative",1501190,0.440636743416667
"464","2020",6,24,"neutral",1630577,0.480733975125
"465","2020",6,24,"positive",267041,0.0786292815
"466","2020",6,25,"negative",1716072,0.480539629166667
"467","2020",6,25,"neutral",1559078,0.437823905125
"468","2020",6,25,"positive",288254,0.0816364656666667
"469","2020",6,26,"negative",1858199,0.490574673166667
"470","2020",6,26,"neutral",1601400,0.424677331791667
"471","2020",6,26,"positive",320788,0.0847479949583333
"472","2020",6,27,"negative",1628246,0.473899912375
"473","2020",6,27,"neutral",1499337,0.436809348625
"474","2020",6,27,"positive",309405,0.0892907390833333
"475","2020",6,28,"negative",1628051,0.479261848083333
"476","2020",6,28,"neutral",1487961,0.435846617625
"477","2020",6,28,"positive",285082,0.0848915344583333
"478","2020",6,29,"negative",1635983,0.47332379825
"479","2020",6,29,"neutral",1544968,0.4467775615
"480","2020",6,29,"positive",278691,0.0798986400416667
"481","2020",6,30,"negative",1842600,0.489567009666667
"482","2020",6,30,"neutral",1618341,0.432867970833333
"483","2020",6,30,"positive",291377,0.077565019625
"484","2020",7,1,"negative",1799952,0.478112249291667
"485","2020",7,1,"neutral",1572422,0.419714141541667
"486","2020",7,1,"positive",380382,0.102173609125
"487","2020",7,2,"negative",1697218,0.471158560708333
"488","2020",7,2,"neutral",1583988,0.4397218505
"489","2020",7,2,"positive",323262,0.0891195887916667
"490","2020",7,3,"negative",1682233,0.46199718075
"491","2020",7,3,"neutral",1569324,0.433878163083333
"492","2020",7,3,"positive",381075,0.104124656083333
"493","2020",7,4,"negative",1636422,0.472370742833333
"494","2020",7,4,"neutral",1416034,0.410919242666667
"495","2020",7,4,"positive",404988,0.116710014666667
"496","2020",7,5,"negative",1653266,0.484968791041667
"497","2020",7,5,"neutral",1428911,0.422294672958333
"498","2020",7,5,"positive",308958,0.0927365360416667
"499","2020",7,6,"negative",1808494,0.484595229916667
"500","2020",7,6,"neutral",1624526,0.438197415208333
"501","2020",7,6,"positive",284400,0.07720735475
"502","2020",7,7,"negative",1618622,0.460727715
"503","2020",7,7,"neutral",1642469,0.464991467791667
"504","2020",7,7,"positive",260154,0.0742808172083333
"505","2020",7,8,"negative",1641766,0.45233808475
"506","2020",7,8,"neutral",1691603,0.467733637833333
"507","2020",7,8,"positive",289676,0.0799282774583333
"508","2020",7,9,"negative",1555942,0.450746999666667
"509","2020",7,9,"neutral",1611279,0.467160039375
"510","2020",7,9,"positive",283799,0.0820929608333333
"511","2020",7,10,"negative",1612422,0.495094759083333
"512","2020",7,10,"neutral",1362093,0.417572526875
"513","2020",7,10,"positive",289704,0.0873327140416667
"514","2020",7,11,"negative",1470493,0.463031955375
"515","2020",7,11,"neutral",1328274,0.436133978166667
"516","2020",7,11,"positive",316961,0.100834066583333
"517","2020",7,12,"negative",1285886,0.45188260275
"518","2020",7,12,"neutral",1241469,0.435524229416667
"519","2020",7,12,"positive",317844,0.112593167708333
"520","2020",7,13,"negative",1841312,0.458565732166667
"521","2020",7,13,"neutral",1764618,0.443403596916667
"522","2020",7,13,"positive",385187,0.098030670875
"523","2020",7,14,"negative",1742244,0.468496832083333
"524","2020",7,14,"neutral",1691137,0.45410547025
"525","2020",7,14,"positive",287513,0.0773976976666667
"526","2020",7,15,"negative",1996229,0.499907867083333
"527","2020",7,15,"neutral",1697182,0.42655775725
"528","2020",7,15,"positive",290065,0.0735343757916667
"529","2020",7,16,"negative",1977195,0.510158922166667
"530","2020",7,16,"neutral",1650048,0.426212961833333
"531","2020",7,16,"positive",244262,0.063628116
"532","2020",7,17,"negative",1923943,0.500872709208333
"533","2020",7,17,"neutral",1649018,0.430188426541667
"534","2020",7,17,"positive",263648,0.0689388641666667
"535","2020",7,18,"negative",1621635,0.467100915541667
"536","2020",7,18,"neutral",1529013,0.443949719916667
"537","2020",7,18,"positive",305081,0.0889493645
"538","2020",7,19,"negative",1682374,0.481884702458333
"539","2020",7,19,"neutral",1475774,0.424256122166667
"540","2020",7,19,"positive",324834,0.0938591754583333
"541","2020",7,20,"negative",1530898,0.4724728095
"542","2020",7,20,"neutral",1420748,0.437497286
"543","2020",7,20,"positive",288230,0.090029904375
"544","2020",7,21,"negative",1555751,0.459969036541667
"545","2020",7,21,"neutral",1519707,0.446603241958333
"546","2020",7,21,"positive",313095,0.0934277214583333
"547","2020",7,22,"negative",1484759,0.43619803075
"548","2020",7,22,"neutral",1572444,0.466655088541667
