Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1592761073018736640,covid,54,59,MISC,0.9999
1592761073018736640,del popo,139,147,LOC,0.6473
1592761085181841408,riekimai,4,12,PER,0.6037
1592761085181841408,covid,32,37,MISC,0.9998
1592761085181841408,lumine,102,108,PER,0.9998
1592761085181841408,childe,124,130,PER,0.9998
1592761097077284864,llama,4,9,MISC,0.8311
1592761097077284864,pituca,10,16,MISC,0.978
1592761097077284864,pedro castillo,33,47,PER,0.9999
1592761097077284864,perú,99,103,LOC,1.0
1592761117096697856,karinalmariani,1,15,PER,0.9987
1592761117096697856,covid,244,249,LOC,0.9607
1592761117096697856,ezeiza,287,293,LOC,0.9963
1592761119890092032,título42,20,28,MISC,0.9868
1592761119890092032,trump,60,65,PER,0.9979
1592761177209044992,patygodinez,4,15,PER,0.5447
1592761177209044992,martibatres,24,35,PER,0.6963
1592761178320953344,alexxdelarge,1,13,PER,0.974
1592761178320953344,goldbergeddy,17,29,PER,0.8179
1592761178320953344,independiente,209,222,ORG,1.0
1592761199200194561,gobierno ayuso,41,55,ORG,0.9998
1592761199200194561,protocolo,66,75,MISC,0.9999
1592761213527916544,pfizergate,0,10,MISC,0.9953
1592761213527916544,ue,34,36,ORG,0.9993
1592761213527916544,covid,112,117,MISC,0.9999
1592761213527916544,europa,120,126,LOC,0.9983
1592761306578579457,china,39,44,LOC,0.9307
1592761306578579457,covidianos,109,119,PER,0.6014
1592761309187436544,caminaramericas,4,19,ORG,0.9778
1592761309187436544,vcongresoflacso,21,36,MISC,0.6341
1592761309187436544,inclusione,85,137,MISC,0.9871
1592761334743334913,betsy,33,38,PER,0.9998
1592761334743334913,rey,131,134,PER,0.9976
1592761338631434240,antoniomaestre,1,15,PER,0.9972
1592761366489993217,drpacomoreno1,4,17,PER,0.9987
1592761366489993217,covid19,38,45,MISC,0.9999
1592761379035185158,frayjosepho,4,15,PER,0.9668
1592761379035185158,moderna,18,25,ORG,0.9999
1592761379035185158,pfizer,28,34,ORG,1.0
1592761412803497989,edmendoza007,1,13,PER,0.9578
1592761412803497989,diegocr2121,15,26,PER,0.9993
1592761412803497989,albertocg019,28,40,PER,0.9031
1592761433368195073,csatori,4,11,ORG,0.9982
1592761433368195073,cdc,17,20,ORG,0.9999
1592761433368195073,eeuu,35,40,LOC,0.9985
1592761433368195073,sida,133,137,MISC,0.999
1592761459293163520,csif,4,8,ORG,1.0
1592761459293163520,covid19,53,60,MISC,0.9997
1592761459293163520,csif,63,67,ORG,0.9999
1592761474211991553,taller de los martes,3,23,MISC,0.9956
1592761474211991553,lola dejavú vargas,49,67,PER,0.9999
1592761474211991553,“trabajo sexual mitos y realidades desde la óptica trans”,90,148,MISC,0.9982
1592761474211991553,archivos,166,174,MISC,0.9998
1592761474211991553,memorias diversas,177,194,MISC,0.9997
1592761474211991553,somos voces,213,224,MISC,0.9988
1592761474211991553,alonso hernández,225,241,PER,0.9998
1592761474211991553,josé luis legorreta,242,261,PER,0.9999
1592761474211991553,miguel a corona,263,278,PER,0.9999
1592761534874210304,gobiernomx,4,14,ORG,0.9794
1592761534874210304,@tu_imss,123,131,ORG,0.8426
1592761563878150144,corona,23,29,ORG,0.9999
1592761643880288262,covid19,49,56,MISC,0.999
1592761665468387329,abelramirez86,4,17,PER,0.7361
1592761665468387329,corona capital,48,62,ORG,0.9999
1592761697605156864,munimiraflores,4,18,ORG,0.9885
1592761697605156864,miraflores,31,41,MISC,0.9998
1592761813493755909,frayjosepho,4,15,PER,0.9728
1592761824147279872,covid19,70,77,MISC,0.9995
1592761824147279872,lima metropolitana,81,99,LOC,0.9999
1592761824147279872,hospital víctor,123,138,LOC,0.9711
1592761845466935296,doctor en todología,22,41,PER,0.7249
1592761845466935296,rey,200,203,PER,0.9997
1592761862932008960,corona capital,96,110,LOC,0.978
1592761862932008960,chemical romance,126,142,MISC,0.6638
1592761862932008960,miley cyrus,145,156,PER,0.9931
1592761876701937666,mileycyrusmx,4,16,PER,0.921
1592761876701937666,the climb,38,47,MISC,0.9998
1592761876701937666,miley cyrus,52,63,PER,0.9998
1592761876701937666,corona capital,70,84,LOC,0.9999
1592761888621764608,tiktok,0,6,ORG,0.9999
1592761888621764608,corona capital,9,23,ORG,0.9999
1592761896830132224,tiktok,0,6,ORG,0.9999
1592761896830132224,corona capital,9,23,ORG,0.9999
1592761942095310848,autosuficientee,4,19,ORG,0.9665
1592761955319939072,olaf scholz,20,31,PER,0.9998
1592761955319939072,pekín,71,76,LOC,1.0
1592761955319939072,covid-19,99,107,MISC,0.9999
1592761962295099392,cnxn,4,8,ORG,0.5147
1592761962295099392,corona capital,79,93,LOC,0.9998
1592761962295099392,corona capital 2014,114,133,MISC,0.9999
1592762010647031808,juank23,4,11,PER,0.5575
1592762010647031808,covid19,15,22,MISC,0.9992
1592762045849636864,puto ave,11,19,MISC,0.9933
1592762045849636864,//,133,136,MISC,0.9846
1592762103559245824,aljamajose,4,14,ORG,0.3398
1592762166918119424,vtvcanal8,4,13,ORG,0.9959
1592762166918119424,covid-19,45,53,MISC,0.9999
1592762295595466759,autosuficientee,4,19,ORG,0.9665
1592762362167463938,omneco,4,10,ORG,0.8842
1592762362167463938,eoguillen,24,33,PER,0.937
1592762362167463938,cdc,48,51,ORG,0.9997
1592762362167463938,peru,52,56,LOC,0.9968
1592762362167463938,minsa,74,79,LOC,0.9937
1592762362167463938,peru,80,84,LOC,0.9999
1592762362167463938,c-19,118,122,MISC,0.9537
1592762384224903178,cnxn,4,8,ORG,0.5147
1592762384224903178,corona capital,79,93,LOC,0.9998
1592762384224903178,corona capital 2014,114,133,MISC,0.9999
1592762473652031489,imt,4,7,ORG,0.991
1592762473652031489,ucv,8,11,ORG,0.7095
1592762473652031489,cardiología tropical,13,33,MISC,0.9999
1592762489397444608,n0hernandez,4,15,ORG,0.4904
1592762489397444608,gabriela cerruti,40,56,PER,1.0
1592762489397444608,covid,94,99,PER,0.9991
1592762510616449026,frayjosepho,4,15,PER,0.9668
1592762510616449026,moderna,18,25,ORG,0.9999
1592762510616449026,pfizer,28,34,ORG,1.0
1592762518614802432,covid-19,45,53,MISC,0.9996
1592762521060249602,patricia,4,12,PER,0.9993
1592762521060249602,neyra,13,18,PER,0.9999
1592762529553391616,idiazayuso,4,14,PER,0.925
1592762529553391616,españa,35,41,LOC,1.0
1592762529553391616,estado,94,100,ORG,0.9447
1592763847123034114,imssedomexpte,4,17,ORG,0.5648
1592763847123034114,méxico,68,74,LOC,1.0
1592763847123034114,covid19,106,113,MISC,0.9995
1592763847123034114,113asambleaimss,116,131,MISC,0.8572
1592763858355384320,corona capital,93,107,ORG,0.9954
1592763868111319040,emmarincon,4,14,PER,0.9126
1592763868111319040,trump,20,25,PER,0.9997
1592763868111319040,covid,58,63,MISC,0.9838
1592763868111319040,biden,67,72,PER,0.9999
1592763873123188736,emmarincon,4,14,PER,0.9126
1592763873123188736,trump,20,25,PER,0.9997
1592763873123188736,covid,58,63,MISC,0.9838
1592763873123188736,biden,67,72,PER,0.9999
1592763874260160512,vtvcanal8,4,13,ORG,0.9959
1592763874260160512,covid-19,45,53,MISC,0.9999
1592763908774764544,frayjosepho,4,15,PER,0.9728
1592763914978480130,autosuficientee,4,19,ORG,0.9665
1592763922238828545,pp,111,113,ORG,0.9999
1592763922238828545,siria,185,190,LOC,0.9999
1592763936956293120,jvfernndez1,4,15,PER,0.998
1592763936956293120,pp,128,130,ORG,0.9999
1592763937438957569,gana morena,6,17,MISC,0.9986
1592763937438957569,helada,24,30,PER,0.6674
1592763937438957569,covid19,37,44,MISC,0.8948
1592763937438957569,omicron,51,58,MISC,0.7998
1592763937438957569,sequía,66,72,MISC,0.7519
1592763937438957569,tercera guerra mundial,80,102,MISC,0.9998
1592763949472419840,cataluña,70,78,LOC,1.0
1592763949472419840,govern,101,107,ORG,0.9999
1592763957621960704,morelia,0,7,LOC,0.9999
1592763957621960704,campeonato nacional triple corona,17,50,MISC,0.9999
1592763957621960704,moreliagob,52,62,MISC,0.9842
1592763957621960704,gcolorgasca,64,75,ORG,0.9943
