Tweet_ID,Mentions
1590482949128224769,@BoneKnightmare
1590493602354180096,@elvapix
1590479356312580097,@verocrea23
1590479356312580097,@Sonic_urticant
1590479356312580097,@raoult_didier
1590479610084753408,@BlemontD
1590479791974936578,@laurahornshaw
1590479847931117570,@bertybop
1590479847931117570,@MrDstrkt
1590479847931117570,@All_Knowing_Bio
1590479847931117570,@CTVNews
1590480365793447936,@BlemontD
1590480509557440512,@BlemontD
1590480563043192834,@SenseurFR
1590480872356347905,@Henrysouzah
1590480926316060672,@lepoussin87
1590480926316060672,@sarah_pradier
1590480926316060672,@JeanneOnyme
1590480926316060672,@StephaneAUBERGE
1590480926316060672,@GWGoldnadel
1590481018557198337,@AlexisPhilo
1590481459764084736,@AlexisPhilo
1590481548838854657,@vaxpourmacron
1590481548838854657,@elonmusk
1590481583257309184,@wargonm
1590481596691664897,@AlexisPhilo
1590481735967330304,@Ecdysis16
1590481830355968000,@ricGonzals1
1590481830355968000,@f_philippot
1590481849083912193,@dc_morel
1590481849083912193,@France2tv
1590482017564565505,@JordanMRoberts
1590482058434207744,@AlexisPhilo
1590482117875859456,@AlexisPhilo
1590482277909528576,@MaxiBernard_
1590482277909528576,@patrickbrueI
1590482338085212161,@bonuscr
1590482364236705792,@NewJeffCT
1590482364236705792,@Mistiblue
1590482364236705792,@marklevinshow
1590482434851631104,@BlemontD
1590482510546624514,@VaxxersAnti
1590482547917869056,@widapidjon
1590482547917869056,@_Ow_en_
1590482547917869056,@CNailiug
1590482547917869056,@Zoaldy_
1590482750447837184,@BlemontD
1590482779459854336,@AlexisPhilo
1590483031051341825,@Godawful_83ist
1590483031051341825,@NewJeffCT
1590483031051341825,@Mistiblue
1590483031051341825,@marklevinshow
1590483424707776512,@SenseurFR
1590483662449278978,@AnnaSova17
1590483662449278978,@jshmyrko
1590483662449278978,@glenda_aus
1590483662449278978,@KCundal
1590483666194829312,@AlexisPhilo
1590483667822202881,@AlexisPhilo
1590483837561470976,@PedrinhoDxD
1590483837561470976,@GAGRA0
1590483837561470976,@erickgabielsaur
1590483837561470976,@demonioagreste
1590483837561470976,@LeonardoG___
1590483837561470976,@felipenne
1590483837561470976,@ea_sato
1590484245214302208,@SarahC_Toronto
1590484245214302208,@JohnLorinc…
1590484730364907520,@fiansouk
1590484779560218625,@HeyimIrisx
1590484890755411968,@SenseurFR
1590484982841372674,@IicheIIarem
1590485316384727042,@AlexisPhilo
1590485524921610240,@Dr_Ellie
1590485541719781377,@tcabarrus
1590485868392828928,@AlexisPhilo
1590485952387895296,@dc_morel
1590485952387895296,@France2tv
1590486665436758016,@AlexisPhilo
1590486670163730433,@fiansouk
1590486862183157760,@AlexisPhilo
1590487006106202112,@Dr_Ellie
1590487344372912128,@Ecdysis16
1590487529891196928,@Popehat
1590487619494113280,@DeusaynaS
1590488309100609536,@LepretreTony
1590488561660604422,@Mister_TACT
1590488781525700608,@BlemontD
1590488871250276352,@BlemontD
1590489135227473920,@AlexisPhilo
1590489378614554627,@SpideyS16733264
1590489378614554627,@TierOnePoster
1590489378614554627,@MisterianZajac
1590489378614554627,@LASDHQ
1590489378614554627,@LACoSheriff
1590489382200692737,@AlexisPhilo
1590489589281878016,@MaxiBernard_
1590489589281878016,@patrickbrueI
1590489821923135490,@ObieWanMeowbie
1590489821923135490,@jusdebae
1590489821923135490,@Drey_mzs
1590489821923135490,@Lekryptonien
1590490128564523008,@AntonioRomb
1590490128564523008,@ChakNorris93
1590490628018036736,@Chedon18
1590491209658937346,@Dr_Ellie
1590491285668106240,@SeekerTheGreat1
1590491285668106240,@johncardillo
1590491285668106240,@elonmusk
1590491288071462912,@HerzatzFish
1590491847628988416,@AlexisPhilo
1590491942764232704,@AlexisPhilo
1590492218569084928,@arnoj18
1590492218569084928,@LaMeufVenere
1590492218569084928,@RKaroutchi
1590492218569084928,@alainhoupert
1590492295656509441,@AlexisPhilo
1590492454637441024,@AlexisPhilo
1590492483930443776,@AnitaHethering3
1590492483930443776,@tadefreitas
1590492483930443776,@RachelNotley
1590492822712758273,@dc_morel
1590492822712758273,@France2tv
1590492964337647616,@AlexisPhilo
1590493134915796992,@SuntoadCowboy
1590493134915796992,@sophygurl
1590493134915796992,@SteveMa86041398
1590493134915796992,@hanolliver
1590493224422248451,@AlexisPhilo
1590493371440992256,@Dr_Ellie
1590493468086112257,@SenseurFR
1590493533479530497,@vaxpourmacron
1590493827688960000,@AlexisPhilo
1590493983612231681,@SenseurFR
1590493983612231681,@olivcim
1590493983612231681,@Poulin2012
1590493983612231681,@gayets
1590493983612231681,@alainhoupert
1590493983612231681,@JulienPain
1590479344262328320,@mei_vale
1590479345055039489,@hospicio_brasil
1590479345579356160,@Prefeitura_Rio
1590479346170753024,@eduardopaes
1590479346502107137,@Don_Virus_1
1590479346787307520,@Doc_0
1590479347051266051,"@pfizer,"
1590479347265458176,@Alc_Guaicaipuro
1590479348595056641,@hellotefi
1590479350008516608,@TheShareholder1
1590479350008516608,@SimonONeill1966
1590479350008516608,@YvonPEI
1590479350008516608,@XWoman54
1590479350008516608,@CP24
1590479350570156032,@nsseqpoonerrr
1590479353028415488,@denisrancourt
1590479353917231104,@eleconomista
1590479354353844224,@RachelNotley
1590479355507277826,@merry123459
1590479355763109890,@AaronsAces
1590479356849451009,@PennyLynn3
1590479356849451009,@MarioC_00
1590479356849451009,@ClayTravis
1590479357902217216,@bingsuzuki
1590479358619111424,@priyank14554202
1590479360276189184,@heejincitou
1590479360284237825,@AStramezzi
1590479361815478273,@david_r_morgan
1590479362230718464,@FaultFinderUK
1590479363879075842,@conservmillen
1590479363879075842,@LennieC27989874
1590479364088471552,@JustinTrudeau
1590479365057351681,@ParodyCab08
1590479365326114817,@allarea_ent
1590479365695238145,@PaleBlueDiamond
1590479366420852736,@atRachelGilmore
1590479366911557633,@thebradfordfile
1590479367334871041,@VSumergida
1590479367334871041,@PabloIglesias
1590479367552892929,@mommsbrugger
1590479367582334976,@Nohj60536387
1590479367582334976,@pfizer
1590479367955963904,@407MarisaL80
1590479370069893120,@CanalesFDS
1590479370111840259,@Karl_Lauterbach
1590479371575652353,@ArtsenC
1590479371575652353,@bib_bund
1590479372737470464,@priyank14554202
1590479378458513409,@RNVinformativa
1590479378458513409,@CatirrusiaV
1590479380446588928,@DisabledBeing
1590479380635344897,@manuelrico
1590479381071159299,@BBCNews
1590479382719901696,@toadmeister
1590479383646834688,@dave43law
1590479383646834688,@Councillorsuzie
1590479383802040320,@PostPlandemia
1590479383948447744,@MarkMan23
1590479386213392384,@AndreasHoev
1590479386629009410,@DrLiMengYAN1
1590479386629009410,@mikeforWI
1590479386800574464,@DirkDig40017971
1590479386951548928,@STARSOCIETY_TH
1590479388243787778,@victorzamora
1590479389812092928,@pittbull_grrr
1590479389833453568,@CrabbBrendan
1590479389976047616,@Taj_Ali1
1590479390156390401,@jovanbuha
1590479390487777280,@NgRubix
1590479391301447681,@david_r_morgan
1590479392232259586,@john_bumblebee
1590479393226268673,@kimontare
1590479393624760321,@Chief117Br
1590479394266812417,@brixwe
1590479396024254464,@ColinDMello
1590479398293372928,@MonkiiPP
1590479398440144897,@Cade_One
1590479398440144897,@LegendaryEnergy
1590479398775365632,@guardian)
1590479398842511361,@contagemcorona1
1590479399367086080,@Cocolores20
1590479399589408768,@UnGaijinAuJapon
1590479399622963200,@hansvantelling
1590479399622963200,@khadijaArib
1590479399891369984,@zclewshypno
1590479399891369984,@MattHancock
1590479401350680576,@Meteoritensturm
1590479401350680576,@Karl_Lauterbach
1590479403108413440,@Stonekettle
1590479403649466369,@jhmdrei
1590479405532737536,@zclewshypno
1590479405532737536,@MattHancock
1590479405968949248,@djrothkopf
1590479405968949248,@JillDLawrence
1590479407419998208,@WHO
1590479407717953536,@MiguelLantz2
1590479408078278656,@KurikoMmm8j
1590479408078278656,@hiroshiok531
1590479408175120384,@torysleazeUK
1590479408183521280,@JustinTrudeau
1590479409089482752,@Radrappy
1590479411387564033,@dave43law
1590479411387564033,@Councillorsuzie
1590479411832578050,@hellotefi
1590479411975159809,@amymaclane
1590479411975159809,@JennyErikson
1590479412318781440,@Stonekettle
1590479414059741184,@snuffles
1590479414332395523,@FAAFOcowboy
1590479414332395523,@kimmyann1111
1590479414332395523,@BillyBaldwin
1590479414332395523,@elonmusk
1590479416236220416,@HollsteinM
1590479416236220416,@HollsteinM
1590479418069508096,@toadmeister
1590479418585407489,@thebradfordfile
1590479418606391297,@RickPalaciosJr
1590479419298447360,@RealAndyLeeShow
1590479419768201216,@VarskySports
1590479419768201220,@chaos_kind
1590479420229570560,@HappyWife1971
1590479420229570560,@415GoldIsValue
1590479420229570560,@w_terrence
1590479420695138305,@ReAct_Europe
1590479422154735616,@Hello_asian
1590479422418976768,@ideias_gp
1590479424180613120,@mervecakirgok
1590479424885260290,@gregggonsalves
1590479424885260290,@JuliaRaifman
1590479424885260290,@Tiffany_L_Green
1590479426651062272,@GaucheMafia
1590479426810040320,@DarlaShine
1590479427624144896,@Isabelbreasant5
1590479427624144896,@Locoxlabici2
1590479428710150144,@janinisabel
1590479428785950721,@sportnegato
1590479428785950721,@AlexBazzaro
1590479428794318849,@emersonosasco
1590479429478027265,@CherylMcDragon
1590479429486403584,@Panda_AI_art
1590479430627262464,@RealAndyLeeShow
1590479430950191104,@blanc0981
1590479431822635008,@shotheekwe
1590479431952658432,@DrBrunoGino
1590479432040337408,@Krieger66362259
1590479433420656642,@Mr_Don_Auto
1590479433437061120,@zarahsultana
1590479434221760513,@nbagleague
1590479436776091648,@DrEliDavid
1590479437052903425,@takkb1988
1590479437484941312,@SteveDeaceShow
1590479437623341056,@beyond_process
1590479437711421440,@_Janey_J
1590479438948757504,@john_bumblebee
1590479439267340291,@eBookLingo
1590479439321657346,@DWPgovuk
1590479439321657346,"@Scrumconnect,"
1590479440844242944,@haveigotnews
1590479442090262528,@brixwe
1590479442660716544,@karanssweetie
1590479443168202753,@CHIMPSINSOCKS
1590479443323424768,@laderechadiario
1590479443608637445,@Ryo_Saeba_3
1590479443663159297,@tatiann69922625
1590479444925640704,@_Janey_J
1590479445085028352,@KristanHawkins
1590479445085028352,@StudentsforLife
1590479445806415872,@CDCgov
1590479447215734784,@JustinTrudeau
1590479447702253568,@drcole12
1590479448562110465,@contagemcorona1
1590479448566304768,@zarahsultana
1590479449698410496,@ronin19217435
1590479452731240448,@zarahsultana
1590479452768964610,@jhmdrei
1590479453024448512,@lule2022twiter1
1590479453662359552,@ChiChilePatriot
1590479453758570498,@CDCgov
1590479454136143873,@AtlRey
1590479455981424640,@TheoFleury14
1590479456208318464,@thedigitalsis
1590479457571471361,@ginged78
1590479457571471361,@MayraFlores2022
1590479458573897728,@zarahsultana
1590479458930397184,@keepnhspublic
1590479458984939520,@lissygrass
1590479460150947840,@LlenasM_Miguel
1590479460352286721,@SinedWarrior
1590479462071951360,@PressBritish
1590479462118064128,@willfulchaos
1590479462331977728,@justin_hart
1590479463149555712,@affinitybyserif
1590479465523838977,@qo_ideme6
1590479465586753537,@carreragonzalo
1590479465666482176,@VitalikButerin
1590479466241069056,@theashrb
1590479466593406976,@Higgidec
1590479466593406976,@repaschke
1590479466593406976,@1goodtern
1590479466593406976,@T_Brautigan
1590479467742638083,@torysleazeUK
1590479470330146816,@laderechadiario
1590479471890804737,@FructoseNo
1590479472431869953,@MiguelLantz2
1590479473069391872,@alvelda
1590479473086173186,@willclara
1590479473333321729,@ErikLoridan
1590479475133001729,@Imani_Barbarin
1590479475304673282,@Sarah41659531
1590479475841462272,@DrTedros
1590479476193796096,@aimengan
1590479476193796096,@marthabtz
1590479476634562561,@GugaNoblat
1590479476634562561,@canhota13
1590479477473439745,@sh088_tfs
1590479478853349376,@_bahhumbug
1590479479172108288,@toadmeister
1590479480543641600,@Biol4Ever
1590479480543641600,@flodebarre
1590479480543641600,@ScienceMagazine
1590479480543641600,@hholdenthorp
1590479482845949952,@NetflixIT
1590479485081899008,@VitalikButerin
1590479485329379329,@DrPuerner
1590479485639327744,@victorzamora
1590479486159667200,@PeterSweden7
1590479486310842368,@tehemi9
1590479486310842368,@ppmadrid
1590479486310842368,@IdiazAyuso
1590479486612828160,@Marcelo77287911
