Tweet_ID,Hastag
1586724954648690688,#nCOV2019
1586724954648690688,#COVID19
1586724954648690688,#TAIWAN
1586724957605613570,#nCOV2019
1586724957605613570,#COVID19
1586724957605613570,#TAIWAN
