Tweet_ID,Hastag
1586966773408178182,#cashgem
1586966773408178182,#cashappfriday
1586966773408178182,#stayathome
1586967697610326017,#EnjoyFromHome
1586967697610326017,#COVID19
1586967697610326017,#StayAtHome
