Tweet_ID,Sentiment_Label,Probability_pos
1594042827444346880,negative,0.00024861825403098097
1594042831680770048,negative,4.502890939199468e-10
1594042834902024194,negative,0.001983746867329893
1594042854380556288,neutral,0.49789225920557484
1594042881089490944,positive,0.9914998947213152
1594042887335182336,neutral,0.4824252608165168
1594042888635047939,negative,0.010471162606675953
1594042913595465733,negative,0.1564105209502009
1594042934324006913,neutral,0.49789225920557484
1594042936727146496,negative,0.007532380481306933
1594042938111438848,negative,0.09950973257822368
1594042950073274368,negative,0.025208141321790774
1594042950861758464,negative,2.123895158295792e-05
1594042950958206976,negative,0.1898275970051847
1594044222318977024,negative,0.2964057713551345
1594044226656178177,neutral,0.49789225920557484
1594044229327765505,negative,0.05839500293454151
1594044236881891328,negative,0.2662121291074102
1594044240471867393,negative,0.001029053378529251
1594044242698989568,negative,7.104223784120666e-10
1594044243936309249,negative,2.372454267212839e-07
1594044249003130886,negative,0.0053912712245112815
1594044259740446720,negative,0.00034545142264296277
1594044260180930561,neutral,0.5505550505941735
1594044273443282945,negative,0.13926165007298047
1594044273741004801,neutral,0.49789225920557484
1594044278606553088,negative,2.7628171365637057e-05
1594044280078729217,negative,0.029034026224409554
1594044281576120321,negative,0.01489126040377937
1594044300652052480,negative,0.18795859623648656
1594044303378087936,negative,0.001625142173858751
1594044305265823744,negative,0.1716850773023261
1594044308532826112,negative,0.2662121291074102
1594044318377193472,negative,0.0030485636140442146
1594044322852249600,negative,0.00012652445803969163
1594044323015798789,negative,0.001381837141627262
1594044330066710528,negative,0.006907706587390779
1594044334508314625,negative,1.1909080383258107e-07
1594044337133854721,negative,0.0003427470788015193
1594044337977196544,negative,0.0003093610837020169
1594044352329789440,negative,9.486393487466768e-08
1594044355563716608,negative,3.873993048607956e-06
1594044362521976833,negative,0.001983746867329893
1594044364732633089,negative,4.502890939199468e-10
1594044366989168640,negative,0.001090185641117722
1594044384705744896,negative,0.012813177187463356
1594044391320178691,negative,0.0630601590810527
1594044403366125569,negative,0.13926165007298047
1594044430180229125,negative,0.0116676725335744
1594044432181243905,negative,0.017797546863091658
1594044441555181569,negative,0.27610040214207937
1594044445724676096,negative,0.02456312492397806
1594044451512778752,negative,0.1898275970051847
1594044462606725120,negative,3.017676590873127e-10
1594044466070962177,negative,0.07073319048998838
1594044467719413760,negative,0.052039631379764376
1594044480151240704,negative,0.13926165007298047
1594044495208800257,negative,6.844679299014557e-06
1594044496462897154,negative,0.055414389488425086
1594044501882015744,negative,0.0007623608732590812
1594044503668805633,negative,0.06132820381261204
1594044511831097345,negative,0.00022980120706534777
1594044519577956352,negative,0.07539456542300443
1594044522748850177,negative,0.2662121291074102
1594044531024228352,negative,0.08040830380260423
1594044532202561537,negative,0.07539456542300443
1594044536044519425,negative,5.0026666330204525e-14
1594044536585871360,negative,0.2552799156379187
1594044539756765185,negative,0.12964571960684076
1594044540314423299,negative,0.13926165007298047
1594044540872450048,negative,0.23282047076172677
1594044546937036801,negative,0.18795859623648656
1594044551307591680,negative,0.001029053378529251
1594044553085915137,negative,0.13926165007298047
1594044566755328000,negative,0.12936571673150346
1594044570073194496,negative,0.0009532217608750174
1594044570618056704,negative,5.065699075621955e-05
1594044573583646720,negative,0.021278748863568755
1594044579342438402,negative,0.05839500293454151
1594044595360309249,negative,0.12807584682272966
1594044609734365184,neutral,0.3560269057932018
1594044615166152704,negative,0.13050658910436194
1594044617699344385,negative,0.0010630448760515774
1594044629510488065,negative,0.13926165007298047
