Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1597062932726448128,en,NO,YES,0,34,"",Mon Nov 28 03:00:49 +0000 2022
1597063069754327042,fr,NO,YES,0,441,"",Mon Nov 28 03:01:22 +0000 2022
1597063535606890497,en,NO,NO,4,2,"",Mon Nov 28 03:03:13 +0000 2022
1597063541559001088,fr,NO,YES,0,42,"",Mon Nov 28 03:03:14 +0000 2022
1597063922351108096,en,NO,YES,0,83,"",Mon Nov 28 03:04:45 +0000 2022
1597063930483945473,fr,NO,NO,3,0,"",Mon Nov 28 03:04:47 +0000 2022
1597063950663036928,fr,NO,NO,0,0,"",Mon Nov 28 03:04:52 +0000 2022
1597064038839570434,en,NO,YES,0,5,"",Mon Nov 28 03:05:13 +0000 2022
1597064059324506112,en,NO,YES,0,6,"",Mon Nov 28 03:05:18 +0000 2022
1597064167432675328,en,NO,YES,0,1154,"",Mon Nov 28 03:05:44 +0000 2022
1597064329014411265,fr,NO,NO,0,0,"",Mon Nov 28 03:06:22 +0000 2022
1597064551249289217,en,NO,YES,0,155,"",Mon Nov 28 03:07:15 +0000 2022
1597064649035259904,en,NO,NO,0,0,"",Mon Nov 28 03:07:39 +0000 2022
1597064707181277188,en,NO,YES,0,13,"",Mon Nov 28 03:07:52 +0000 2022
1597064728366305281,en,NO,YES,0,2,"",Mon Nov 28 03:07:57 +0000 2022
1597064915206148097,en,NO,YES,0,1154,"",Mon Nov 28 03:08:42 +0000 2022
1597065105409466368,pt,NO,NO,0,0,"",Mon Nov 28 03:09:27 +0000 2022
1597065460305911810,en,NO,YES,0,1154,"",Mon Nov 28 03:10:52 +0000 2022
1597065532116979712,en,NO,YES,0,12,"",Mon Nov 28 03:11:09 +0000 2022
1597065587083317248,en,NO,YES,0,155,"",Mon Nov 28 03:11:22 +0000 2022
1597065699490693121,en,NO,YES,0,1156,"",Mon Nov 28 03:11:49 +0000 2022
1597065701319401473,en,NO,NO,0,0,"",Mon Nov 28 03:11:49 +0000 2022
1597065877987667968,en,NO,YES,0,1156,"",Mon Nov 28 03:12:32 +0000 2022
1597066101929623553,fr,NO,YES,0,24,"",Mon Nov 28 03:13:25 +0000 2022
1597066278413697024,en,NO,NO,6,0,"",Mon Nov 28 03:14:07 +0000 2022
1597066343517343744,en,NO,YES,0,5,"",Mon Nov 28 03:14:23 +0000 2022
1597066494793617408,fr,NO,NO,0,0,"",Mon Nov 28 03:14:59 +0000 2022
1597066624745738240,en,NO,NO,1,0,"",Mon Nov 28 03:15:30 +0000 2022
1597066639350333446,en,NO,YES,0,1156,"",Mon Nov 28 03:15:33 +0000 2022
1597066815179722753,fr,NO,NO,0,0,"",Mon Nov 28 03:16:15 +0000 2022
