Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1591717568406245377,en,NO,NO,1,0,"",Sun Nov 13 09:00:15 +0000 2022
1591717980333019136,fr,NO,YES,0,5,"",Sun Nov 13 09:01:53 +0000 2022
1591718037010681858,fr,NO,YES,0,120,"",Sun Nov 13 09:02:07 +0000 2022
1591718037815795713,fr,NO,YES,0,115,"",Sun Nov 13 09:02:07 +0000 2022
1591718182200684544,fr,NO,NO,0,0,"",Sun Nov 13 09:02:41 +0000 2022
1591718207143952384,fr,NO,NO,0,0,"",Sun Nov 13 09:02:47 +0000 2022
1591718374924746752,fr,NO,NO,0,0,"",Sun Nov 13 09:03:27 +0000 2022
1591718446177427458,fr,NO,NO,0,0,"",Sun Nov 13 09:03:44 +0000 2022
1591718526477545472,en,NO,YES,0,5,"",Sun Nov 13 09:04:04 +0000 2022
1591718955886018561,en,NO,NO,1,0,"",Sun Nov 13 09:05:46 +0000 2022
1591719323416027137,fr,NO,NO,0,0,"",Sun Nov 13 09:07:14 +0000 2022
1591719334170296320,nl,NO,YES,0,54,"",Sun Nov 13 09:07:16 +0000 2022
1591719619827728384,fr,NO,NO,2,0,"",Sun Nov 13 09:08:24 +0000 2022
1591719689125863424,fr,NO,YES,0,115,"",Sun Nov 13 09:08:41 +0000 2022
1591719722382684160,fr,NO,NO,1,0,"",Sun Nov 13 09:08:49 +0000 2022
1591719759997194241,fr,NO,YES,0,6,"",Sun Nov 13 09:08:58 +0000 2022
1591719915127447556,fr,NO,YES,0,115,"",Sun Nov 13 09:09:35 +0000 2022
1591720220649037825,fr,NO,YES,0,54,"",Sun Nov 13 09:10:47 +0000 2022
1591720472206516230,fr,NO,NO,4,0,"",Sun Nov 13 09:11:47 +0000 2022
1591720475142545409,fr,NO,YES,0,18,"",Sun Nov 13 09:11:48 +0000 2022
1591720547767009280,fr,NO,NO,1,0,"",Sun Nov 13 09:12:05 +0000 2022
1591720727547449346,fr,NO,YES,0,5,"",Sun Nov 13 09:12:48 +0000 2022
1591720868945739776,fr,NO,NO,1,1,"",Sun Nov 13 09:13:22 +0000 2022
1591720909190189057,pt,NO,YES,0,63,"",Sun Nov 13 09:13:32 +0000 2022
1591720944392863745,fr,NO,YES,0,18,"",Sun Nov 13 09:13:40 +0000 2022
1591721010898034688,en,NO,YES,0,2,"",Sun Nov 13 09:13:56 +0000 2022
1591721057421266945,en,NO,NO,0,0,"",Sun Nov 13 09:14:07 +0000 2022
1591721440117948417,fr,NO,NO,1,0,"",Sun Nov 13 09:15:38 +0000 2022
1591721541901115394,en,NO,NO,0,0,"",Sun Nov 13 09:16:03 +0000 2022
1591721724378501120,fr,NO,NO,5,1,"",Sun Nov 13 09:16:46 +0000 2022
1591721727263969280,fr,NO,YES,0,54,"",Sun Nov 13 09:16:47 +0000 2022
1591722268044017666,fr,NO,YES,0,122,"",Sun Nov 13 09:18:56 +0000 2022
1591722463792361473,fr,NO,YES,0,5,"",Sun Nov 13 09:19:42 +0000 2022
