Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1595809910008475648,es,NO,YES,0,131,"",Thu Nov 24 16:01:45 +0000 2022
1595813242030399488,es,NO,YES,0,131,"",Thu Nov 24 16:15:00 +0000 2022
1595814042572029955,es,NO,YES,0,131,"",Thu Nov 24 16:18:11 +0000 2022
1595816882531143680,es,NO,YES,0,131,"",Thu Nov 24 16:29:28 +0000 2022
1595819069277892610,es,NO,YES,0,6,"",Thu Nov 24 16:38:09 +0000 2022
1595819075485286402,es,NO,YES,0,131,"",Thu Nov 24 16:38:11 +0000 2022
1595819656887033857,es,NO,YES,0,131,"",Thu Nov 24 16:40:29 +0000 2022
1595809571003863040,fr,NO,YES,0,56,"",Thu Nov 24 16:00:25 +0000 2022
1595809804202778626,en,NO,NO,5,0,"",Thu Nov 24 16:01:20 +0000 2022
1595809989662511104,fr,NO,YES,0,18,"",Thu Nov 24 16:02:04 +0000 2022
1595810002408808448,fr,NO,NO,1,0,"",Thu Nov 24 16:02:07 +0000 2022
1595810005886062592,fr,NO,NO,0,0,"",Thu Nov 24 16:02:08 +0000 2022
1595810102296059904,fr,NO,YES,0,56,"",Thu Nov 24 16:02:31 +0000 2022
1595810188090548226,fr,NO,NO,79,49,"",Thu Nov 24 16:02:52 +0000 2022
1595810287457865734,fr,NO,YES,0,49,"",Thu Nov 24 16:03:15 +0000 2022
1595810299180883969,fr,NO,NO,0,0,"",Thu Nov 24 16:03:18 +0000 2022
1595810523257475075,pt,NO,NO,0,0,"",Thu Nov 24 16:04:12 +0000 2022
1595810608292978688,pt,NO,NO,1,0,"",Thu Nov 24 16:04:32 +0000 2022
1595810763943337989,fr,NO,YES,0,163,"",Thu Nov 24 16:05:09 +0000 2022
1595810773129113601,fr,NO,NO,0,0,"",Thu Nov 24 16:05:11 +0000 2022
1595810781832314881,en,NO,NO,0,1,"",Thu Nov 24 16:05:13 +0000 2022
1595810787834183686,fr,NO,NO,0,0,"",Thu Nov 24 16:05:15 +0000 2022
1595810862689910785,fr,NO,YES,0,98,"",Thu Nov 24 16:05:33 +0000 2022
1595810866548858880,en,NO,YES,0,1,"",Thu Nov 24 16:05:33 +0000 2022
1595810913470357506,fr,NO,YES,0,8,"",Thu Nov 24 16:05:45 +0000 2022
1595810932751765505,fr,NO,NO,0,0,"",Thu Nov 24 16:05:49 +0000 2022
1595810948673060868,fr,NO,YES,0,56,"",Thu Nov 24 16:05:53 +0000 2022
1595810963877515264,fr,NO,YES,0,49,"",Thu Nov 24 16:05:57 +0000 2022
1595810996861411331,fr,NO,NO,0,0,"",Thu Nov 24 16:06:05 +0000 2022
1595811164033884160,fr,NO,NO,0,0,"",Thu Nov 24 16:06:44 +0000 2022
1595811187031261186,fr,NO,NO,8,2,"",Thu Nov 24 16:06:50 +0000 2022
1595811201413513216,en,NO,NO,0,0,"",Thu Nov 24 16:06:53 +0000 2022
1595811217569943553,fr,NO,YES,0,118,"",Thu Nov 24 16:06:57 +0000 2022
1595811234183774208,fr,NO,NO,0,0,"",Thu Nov 24 16:07:01 +0000 2022
1595811326793682944,fr,NO,YES,0,56,"",Thu Nov 24 16:07:23 +0000 2022
1595811338995081217,fr,NO,YES,0,49,"",Thu Nov 24 16:07:26 +0000 2022
1595811375363887106,fr,NO,YES,0,118,"",Thu Nov 24 16:07:35 +0000 2022
1595811443953254400,fr,NO,NO,5,0,"",Thu Nov 24 16:07:51 +0000 2022
1595811494876307456,fr,NO,YES,0,1,"",Thu Nov 24 16:08:03 +0000 2022
1595811496663355392,fr,NO,YES,0,56,"",Thu Nov 24 16:08:04 +0000 2022
1595811515667472385,fr,NO,NO,0,0,"",Thu Nov 24 16:08:08 +0000 2022
1595811574526140417,fr,NO,NO,0,0,"",Thu Nov 24 16:08:22 +0000 2022
1595811579848704000,fr,NO,YES,0,1,"",Thu Nov 24 16:08:24 +0000 2022
1595811654574514178,fr,NO,YES,0,56,"",Thu Nov 24 16:08:41 +0000 2022
1595811739299246081,fr,NO,YES,0,49,"",Thu Nov 24 16:09:02 +0000 2022
1595811760946061312,en,NO,YES,0,2456,"",Thu Nov 24 16:09:07 +0000 2022
1595811771033751552,fr,NO,YES,0,98,"",Thu Nov 24 16:09:09 +0000 2022
1595811779309109248,fr,NO,YES,0,65,"",Thu Nov 24 16:09:11 +0000 2022
1595811819712839681,en,NO,NO,0,0,"",Thu Nov 24 16:09:21 +0000 2022
1595811868723056640,en,NO,NO,0,0,"",Thu Nov 24 16:09:32 +0000 2022
1595811989485457408,fr,NO,YES,0,49,"",Thu Nov 24 16:10:01 +0000 2022
1595812018635808769,fr,NO,NO,1,0,"",Thu Nov 24 16:10:08 +0000 2022
1595812054031646721,en,NO,NO,0,0,"",Thu Nov 24 16:10:17 +0000 2022
1595812064072720384,fr,NO,YES,0,18,"",Thu Nov 24 16:10:19 +0000 2022
1595812210261065730,fr,NO,YES,0,5,"",Thu Nov 24 16:10:54 +0000 2022
1595812268645679105,fr,NO,YES,0,163,"",Thu Nov 24 16:11:08 +0000 2022
1595812401076740098,fr,NO,YES,0,118,"",Thu Nov 24 16:11:39 +0000 2022
1595812441060958210,fr,NO,NO,1,0,"",Thu Nov 24 16:11:49 +0000 2022
1595812486590083073,fr,NO,NO,19,6,"",Thu Nov 24 16:12:00 +0000 2022
1595812547550232578,fr,NO,YES,0,163,"",Thu Nov 24 16:12:14 +0000 2022
1595812640605208577,fr,NO,YES,0,2,"",Thu Nov 24 16:12:36 +0000 2022
1595812668195180547,fr,NO,NO,0,0,"",Thu Nov 24 16:12:43 +0000 2022
1595812693868429313,fr,NO,YES,0,56,"",Thu Nov 24 16:12:49 +0000 2022
1595812779654512644,fr,NO,YES,0,49,"",Thu Nov 24 16:13:10 +0000 2022
1595812897275662337,pt,NO,NO,0,0,"",Thu Nov 24 16:13:38 +0000 2022
1595812954410303494,fr,NO,NO,2,0,"",Thu Nov 24 16:13:51 +0000 2022
1595813011133980672,fr,NO,NO,1,0,"",Thu Nov 24 16:14:05 +0000 2022
1595813096873988097,fr,NO,NO,0,0,FR,Thu Nov 24 16:14:25 +0000 2022
