Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1588758274920574977,en,NO,YES,0,356,"",Sat Nov 05 05:01:05 +0000 2022
1588758973863587841,en,NO,YES,0,356,"",Sat Nov 05 05:03:51 +0000 2022
1588759082303127552,fr,NO,YES,0,2,"",Sat Nov 05 05:04:17 +0000 2022
1588759286150467585,en,NO,YES,0,3,"",Sat Nov 05 05:05:06 +0000 2022
1588759756650729473,fr,NO,NO,0,0,"",Sat Nov 05 05:06:58 +0000 2022
1588759994006376448,pt,NO,YES,0,50,"",Sat Nov 05 05:07:54 +0000 2022
1588760061236871169,fr,NO,NO,0,0,"",Sat Nov 05 05:08:10 +0000 2022
1588760206116540418,en,NO,NO,6,1,"",Sat Nov 05 05:08:45 +0000 2022
1588760312299552768,en,NO,YES,0,533,"",Sat Nov 05 05:09:10 +0000 2022
1588760341454147584,fr,NO,YES,0,51,"",Sat Nov 05 05:09:17 +0000 2022
1588760349519491072,fr,NO,YES,0,21,"",Sat Nov 05 05:09:19 +0000 2022
1588760540351893504,fr,NO,NO,0,0,"",Sat Nov 05 05:10:05 +0000 2022
1588760708334129152,fr,NO,NO,1,0,"",Sat Nov 05 05:10:45 +0000 2022
1588760902371012608,en,NO,NO,1,0,"",Sat Nov 05 05:11:31 +0000 2022
1588760903679619072,fr,NO,NO,0,0,"",Sat Nov 05 05:11:31 +0000 2022
1588761115361955841,fr,NO,YES,0,1,"",Sat Nov 05 05:12:22 +0000 2022
1588761115949158400,en,NO,NO,1,0,"",Sat Nov 05 05:12:22 +0000 2022
1588761581500108800,en,NO,NO,0,0,"",Sat Nov 05 05:14:13 +0000 2022
1588761606665957376,fr,NO,YES,0,63,"",Sat Nov 05 05:14:19 +0000 2022
1588761655617654784,en,NO,YES,0,356,"",Sat Nov 05 05:14:31 +0000 2022
1588761816645398529,fr,NO,YES,0,350,"",Sat Nov 05 05:15:09 +0000 2022
1588762493773840384,fr,NO,YES,0,4,"",Sat Nov 05 05:17:50 +0000 2022
1588762624619319301,fr,NO,YES,0,48,"",Sat Nov 05 05:18:22 +0000 2022
1588762683301842944,en,NO,NO,2,0,"",Sat Nov 05 05:18:36 +0000 2022
1588763098055221248,fr,NO,NO,0,0,"",Sat Nov 05 05:20:15 +0000 2022
1588763134143365122,pt,NO,NO,0,0,"",Sat Nov 05 05:20:23 +0000 2022
1588763243144966144,fr,NO,NO,0,0,"",Sat Nov 05 05:20:49 +0000 2022
1588763300237832192,en,NO,NO,0,0,"",Sat Nov 05 05:21:03 +0000 2022
1588763462498652160,en,NO,NO,2,0,"",Sat Nov 05 05:21:41 +0000 2022
1588763558657294336,fr,NO,YES,0,45,"",Sat Nov 05 05:22:04 +0000 2022
1588763623362793474,fr,NO,NO,1,0,"",Sat Nov 05 05:22:20 +0000 2022
1588763951353200640,fr,NO,YES,0,48,"",Sat Nov 05 05:23:38 +0000 2022
1588764100792037378,fr,NO,YES,0,9,"",Sat Nov 05 05:24:14 +0000 2022
1588764502224699392,en,NO,YES,0,360,"",Sat Nov 05 05:25:49 +0000 2022
1588764837450244096,pt,NO,NO,0,0,"",Sat Nov 05 05:27:09 +0000 2022
