Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1594541119362285569,pt,NO,NO,0,0,"",Mon Nov 21 04:00:02 +0000 2022
1594542157632634881,fr,NO,YES,0,5,"",Mon Nov 21 04:04:10 +0000 2022
1594542690011852800,fr,NO,YES,0,65,"",Mon Nov 21 04:06:17 +0000 2022
1594543428448067584,en,NO,YES,0,934,"",Mon Nov 21 04:09:13 +0000 2022
1594543646803640320,fr,NO,YES,0,65,"",Mon Nov 21 04:10:05 +0000 2022
1594543693989642241,en,NO,NO,0,0,"",Mon Nov 21 04:10:16 +0000 2022
1594543949380833280,pt,NO,NO,0,0,"",Mon Nov 21 04:11:17 +0000 2022
1594543998009372672,en,NO,NO,5,0,"",Mon Nov 21 04:11:28 +0000 2022
1594544027298209792,en,NO,NO,0,0,"",Mon Nov 21 04:11:35 +0000 2022
1594544166868066308,fr,NO,YES,0,65,"",Mon Nov 21 04:12:09 +0000 2022
1594544566723842048,in,NO,YES,0,1,"",Mon Nov 21 04:13:44 +0000 2022
1594545411913572352,en,NO,NO,2,0,"",Mon Nov 21 04:17:06 +0000 2022
1594545538627604480,en,NO,YES,0,231,"",Mon Nov 21 04:17:36 +0000 2022
1594545775064879104,fr,NO,YES,0,144,"",Mon Nov 21 04:18:32 +0000 2022
1594545967159980033,en,NO,NO,2,0,"",Mon Nov 21 04:19:18 +0000 2022
1594546098655240192,fr,NO,YES,0,65,"",Mon Nov 21 04:19:49 +0000 2022
1594546195967447044,fr,NO,YES,0,670,"",Mon Nov 21 04:20:13 +0000 2022
1594546712684756992,en,NO,YES,0,231,"",Mon Nov 21 04:22:16 +0000 2022
1594546861687603200,fr,NO,YES,0,65,"",Mon Nov 21 04:22:51 +0000 2022
1594546890007199744,en,NO,NO,0,0,"",Mon Nov 21 04:22:58 +0000 2022
1594547196354912256,fr,NO,YES,0,670,"",Mon Nov 21 04:24:11 +0000 2022
1594547239934103553,en,NO,NO,1,0,"",Mon Nov 21 04:24:21 +0000 2022
1594547317331329025,fr,NO,YES,0,671,"",Mon Nov 21 04:24:40 +0000 2022
1594547436399185921,fr,NO,YES,0,68,"",Mon Nov 21 04:25:08 +0000 2022
1594548036646178821,en,NO,NO,0,0,"",Mon Nov 21 04:27:31 +0000 2022
1594548307921092608,fr,NO,YES,0,65,"",Mon Nov 21 04:28:36 +0000 2022
1594548503379791873,en,NO,YES,0,17,"",Mon Nov 21 04:29:23 +0000 2022
1594548791624998913,en,NO,YES,0,231,"",Mon Nov 21 04:30:31 +0000 2022
1594549154080034817,fr,NO,NO,2,0,"",Mon Nov 21 04:31:58 +0000 2022
1594549154176733185,en,NO,YES,0,231,"",Mon Nov 21 04:31:58 +0000 2022
1594549501842587648,fr,NO,NO,1,0,"",Mon Nov 21 04:33:21 +0000 2022
1594550104081723393,fr,NO,NO,0,0,"",Mon Nov 21 04:35:44 +0000 2022
1594550805537116161,fr,NO,YES,0,113,"",Mon Nov 21 04:38:32 +0000 2022
1594550823052140544,fr,NO,NO,2,0,"",Mon Nov 21 04:38:36 +0000 2022
1594550983035494400,el,NO,NO,1,0,"",Mon Nov 21 04:39:14 +0000 2022
1594551196500500482,pt,NO,NO,0,0,"",Mon Nov 21 04:40:05 +0000 2022
1594551254172041216,fr,NO,NO,1,0,"",Mon Nov 21 04:40:18 +0000 2022
1594551413170135040,en,NO,YES,0,934,"",Mon Nov 21 04:40:56 +0000 2022
1594551526907072512,en,NO,YES,0,4,"",Mon Nov 21 04:41:24 +0000 2022
1594551932299116544,en,NO,NO,2,0,"",Mon Nov 21 04:43:00 +0000 2022
1594552110028582912,fr,NO,NO,2,0,"",Mon Nov 21 04:43:43 +0000 2022
1594552504443817984,en,NO,NO,0,0,"",Mon Nov 21 04:45:17 +0000 2022
1594552647549603840,fr,NO,YES,0,149,"",Mon Nov 21 04:45:51 +0000 2022
1594552991004008449,fr,NO,NO,0,0,"",Mon Nov 21 04:47:13 +0000 2022
