"","date","county","state","cases","deaths","Tweet_count"
"140","2020-01-29","clark","nevada",0,0,2
"141","2020-01-29","hillsborough","new hampshire",0,0,1
"142","2020-01-29","albany","new york",0,0,1
"143","2020-01-29","newyork","new york",0,0,7
"144","2020-01-29","butler","ohio",0,0,1
"145","2020-01-29","cuyahoga","ohio",0,0,2
"146","2020-01-29","preble","ohio",0,0,1
"147","2020-01-29","summit","ohio",0,0,1
"148","2020-01-29","deschutes","oregon",0,0,1
"149","2020-01-29","lackawanna","pennsylvania",0,0,2
"150","2020-01-29","lehigh","pennsylvania",0,0,2
"151","2020-01-29","monroe","pennsylvania",0,0,1
"152","2020-01-29","sanjuan","puerto rico",0,0,1
"153","2020-01-29","richland","south carolina",0,0,1
"154","2020-01-29","harris","texas",0,0,1
"155","2020-01-29","shelby","texas",0,0,1
"156","2020-01-29","uvalde","texas",0,0,1
"157","2020-01-29","loudoun","virginia",0,0,1
"158","2020-01-29","snohomish","washington",1,0,0
"159","2020-01-30","fairbanksnorth star","alaska",0,0,1
"160","2020-01-30","maricopa","arizona",1,0,0
"161","2020-01-30","faulkner","arkansas",0,0,1
"162","2020-01-30","fresno","california",0,0,1
"163","2020-01-30","losangeles","california",1,0,7
"164","2020-01-30","orange","california",1,0,2
"165","2020-01-30","riverside","california",0,0,6
"166","2020-01-30","sandiego","california",0,0,4
"167","2020-01-30","sanfrancisco","california",0,0,12
"168","2020-01-30","sanmateo","california",0,0,1
"169","2020-01-30","santaclara","california",0,0,2
"170","2020-01-30","eagle","colorado",0,0,1
"171","2020-01-30","districtof columbia","district of columbia",0,0,3
"172","2020-01-30","hillsborough","florida",0,0,3
"173","2020-01-30","miamidade","florida",0,0,1
"174","2020-01-30","pinellas","florida",0,0,1
"175","2020-01-30","fulton","georgia",0,0,2
"176","2020-01-30","honolulu","hawaii",0,0,3
"177","2020-01-30","cook","illinois",2,0,3
"178","2020-01-30","grundy","illinois",0,0,1
"179","2020-01-30","kennebec","maine",0,0,1
"180","2020-01-30","worcester","massachusetts",0,0,1
"181","2020-01-30","clark","nevada",0,0,1
"182","2020-01-30","erie","new york",0,0,1
"183","2020-01-30","newyork","new york",0,0,8
"184","2020-01-30","onondaga","new york",0,0,1
"185","2020-01-30","schenectady","new york",0,0,1
"186","2020-01-30","tompkins","new york",0,0,1
"187","2020-01-30","westchester","new york",0,0,1
"188","2020-01-30","cuyahoga","ohio",0,0,1
"189","2020-01-30","multnomah","oregon",0,0,2
"190","2020-01-30","philadelphia","pennsylvania",0,0,4
"191","2020-01-30","charleston","south carolina",0,0,1
"192","2020-01-30","dallas","texas",0,0,1
"193","2020-01-30","harris","texas",0,0,2
"194","2020-01-30","hays","texas",0,0,1
"195","2020-01-30","fairfax","virginia",0,0,1
"196","2020-01-30","princewilliam","virginia",0,0,2
"197","2020-01-30","snohomish","washington",1,0,0
"198","2020-01-31","maricopa","arizona",1,0,1
"199","2020-01-31","pima","arizona",0,0,1
"200","2020-01-31","alameda","california",0,0,1
"201","2020-01-31","losangeles","california",1,0,6
"202","2020-01-31","orange","california",1,0,2
"203","2020-01-31","placer","california",0,0,1
"204","2020-01-31","riverside","california",0,0,5
"205","2020-01-31","sanfrancisco","california",0,0,22
"206","2020-01-31","santaclara","california",1,0,2
"207","2020-01-31","hillsborough","florida",0,0,1
"208","2020-01-31","miamidade","florida",0,0,4
"209","2020-01-31","saintjohns","florida",0,0,1
"210","2020-01-31","cherokee","georgia",0,0,1
"211","2020-01-31","fulton","georgia",0,0,1
"212","2020-01-31","gwinnett","georgia",0,0,1
"213","2020-01-31","honolulu","hawaii",0,0,1
"214","2020-01-31","cook","illinois",2,0,3
"215","2020-01-31","lyon","kansas",0,0,1
"216","2020-01-31","middlesex","massachusetts",0,0,1
"217","2020-01-31","suffolk","massachusetts",0,0,1
"218","2020-01-31","macomb","michigan",0,0,1
"219","2020-01-31","clark","nevada",0,0,2
"220","2020-01-31","bergen","new jersey",0,0,1
"221","2020-01-31","lewis","new york",0,0,1
"222","2020-01-31","newyork","new york",0,0,9
"223","2020-01-31","ontario","new york",0,0,1
"224","2020-01-31","mecklenburg","north carolina",0,0,1
"225","2020-01-31","rowan","north carolina",0,0,1
"226","2020-01-31","wake","north carolina",0,0,1
"227","2020-01-31","cuyahoga","ohio",0,0,1
"228","2020-01-31","hamilton","ohio",0,0,1
"229","2020-01-31","multnomah","oregon",0,0,3
"230","2020-01-31","lackawanna","pennsylvania",0,0,2
"231","2020-01-31","lancaster","pennsylvania",0,0,1
"232","2020-01-31","lehigh","pennsylvania",0,0,1
"233","2020-01-31","minnehaha","south dakota",0,0,1
"234","2020-01-31","dallas","texas",0,0,1
"235","2020-01-31","gregg","texas",0,0,1
"236","2020-01-31","harris","texas",0,0,2
"237","2020-01-31","snohomish","washington",1,0,0
"238","2020-01-31","mercer","west virginia",0,0,1
