"","Year","Month","Day","Sentiment","Count","Avg_Per"
"218","2020",4,10,"neutral",44164,0.0914281123072074
"219","2020",4,10,"positive",26433,0.0556523771752613
"220","2020",4,11,"negative",412631,0.847515655273719
"221","2020",4,11,"neutral",47551,0.0985398251177391
"222","2020",4,11,"positive",25876,0.0539445196085414
"223","2020",4,12,"negative",450951,0.852208791883675
"224","2020",4,12,"neutral",49291,0.0927502481452792
"225","2020",4,12,"positive",28356,0.0550409599710453
"226","2020",4,13,"negative",424274,0.845796374562473
"227","2020",4,13,"neutral",48197,0.0973112437791868
"228","2020",4,13,"positive",28064,0.05689238165834
"229","2020",4,14,"negative",393946,0.844615267774898
"230","2020",4,14,"neutral",45364,0.0980953402016932
"231","2020",4,14,"positive",26182,0.0572893920234087
"232","2020",4,15,"negative",404207,0.851484058783834
"233","2020",4,15,"neutral",43191,0.0909934019505459
"234","2020",4,15,"positive",27073,0.0575225392656198
"235","2020",4,16,"negative",405970,0.85091496756131
"236","2020",4,16,"neutral",43862,0.0915742266210001
"237","2020",4,16,"positive",26962,0.0575108058176899
"238","2020",4,17,"negative",377883,0.847017868671471
"239","2020",4,17,"neutral",41799,0.0927792856393917
"240","2020",4,17,"positive",26739,0.0602028456891374
"241","2020",4,18,"negative",279412,0.834473550286064
"242","2020",4,18,"neutral",34342,0.101367076517931
"243","2020",4,18,"positive",21300,0.0641593731960048
"244","2020",4,19,"negative",369450,0.840155572641439
"245","2020",4,19,"neutral",41912,0.0950015845585333
"246","2020",4,19,"positive",27832,0.0648428428000275
"247","2020",4,20,"negative",377497,0.848251457799154
"248","2020",4,20,"neutral",43352,0.0960302661385274
"249","2020",4,20,"positive",24289,0.0557182760623186
"250","2020",4,21,"negative",97250,0.828477968528693
"251","2020",4,21,"neutral",13412,0.114919546258158
"252","2020",4,21,"positive",6617,0.0566024852131487
"253","2020",4,22,"negative",368626,0.843097260690071
"254","2020",4,22,"neutral",39976,0.0914675139028219
"255","2020",4,22,"positive",28317,0.0654352254071069
"256","2020",4,23,"negative",314179,0.83179337686993
"257","2020",4,23,"neutral",37093,0.0985665179619809
"258","2020",4,23,"positive",26367,0.0696401051680894
"259","2020",4,24,"negative",262754,0.840028348861339
"260","2020",4,24,"neutral",29877,0.0954818059385447
"261","2020",4,24,"positive",19587,0.0644898452001158
"262","2020",4,25,"negative",343061,0.849893879697673
"263","2020",4,25,"neutral",36365,0.0903053175052914
"264","2020",4,25,"positive",23149,0.0598008027970353
"265","2020",4,26,"negative",342227,0.852045987969625
"266","2020",4,26,"neutral",36096,0.0897698483728877
"267","2020",4,26,"positive",23452,0.0581841636574869
"268","2020",4,27,"negative",323815,0.849057710761946
"269","2020",4,27,"neutral",35756,0.0930770883999899
"270","2020",4,27,"positive",22102,0.057865200838064
"271","2020",4,28,"negative",235769,0.842224181948546
"272","2020",4,28,"neutral",28357,0.103832327413207
"273","2020",4,28,"positive",15449,0.0539434906382466
"274","2020",4,29,"negative",229366,0.838117879840225
"275","2020",4,29,"neutral",26942,0.101726852183061
"276","2020",4,29,"positive",15536,0.0601552679767138
"277","2020",4,30,"negative",336736,0.841801155285968
"278","2020",4,30,"neutral",39071,0.0973259636242541
"279","2020",4,30,"positive",24104,0.0608728810897776
"280","2020",5,1,"negative",299551,0.848113850933369
"281","2020",5,1,"neutral",33815,0.0947346947589923
"282","2020",5,1,"positive",19805,0.0571514543076384
"283","2020",5,2,"negative",336677,0.841188924607892
"284","2020",5,2,"neutral",40472,0.100575681691135
"285","2020",5,2,"positive",22628,0.0582353937009731
"286","2020",5,3,"negative",337846,0.851738734415908
"287","2020",5,3,"neutral",40768,0.100189304188856
"288","2020",5,3,"positive",18928,0.0480719613952362
"289","2020",5,4,"negative",314688,0.840439085210788
"290","2020",5,4,"neutral",38906,0.102879426666581
"291","2020",5,4,"positive",21010,0.0566814881226311
"292","2020",5,5,"negative",180157,0.825013090130981
"293","2020",5,5,"neutral",24663,0.11278750564072
"294","2020",5,5,"positive",12951,0.0621994042282995
"295","2020",5,6,"negative",296784,0.832616159004129
"296","2020",5,6,"neutral",38038,0.105245736026655
"297","2020",5,6,"positive",21525,0.062138104969216
"298","2020",5,7,"negative",328535,0.833640750391106
"299","2020",5,7,"neutral",40964,0.102586753397709
"300","2020",5,7,"positive",24970,0.0637724962111848
"301","2020",5,8,"negative",338396,0.831024961256643
"302","2020",5,8,"neutral",42785,0.105425768768064
"303","2020",5,8,"positive",25255,0.0635492699752923
"304","2020",5,9,"negative",294714,0.813474557645884
"305","2020",5,9,"neutral",44074,0.122688452723661
"306","2020",5,9,"positive",22807,0.0638369896304551
"307","2020",5,10,"negative",287745,0.832972232556212
"308","2020",5,10,"neutral",37924,0.109709595752788
"309","2020",5,10,"positive",19603,0.0573181716910004
"310","2020",5,11,"negative",317824,0.838032619801002
"311","2020",5,11,"neutral",39129,0.103313687726579
"312","2020",5,11,"positive",21920,0.058653692472419
"313","2020",5,12,"negative",298804,0.839956426680505
"314","2020",5,12,"neutral",36639,0.102301358916313
"315","2020",5,12,"positive",20396,0.0577422144031827
"316","2020",5,13,"negative",184500,0.836446308081575
"317","2020",5,13,"neutral",22707,0.101461226934867
"318","2020",5,13,"positive",12319,0.0623362022904348
"319","2020",11,16,"negative",167874,0.790465878275211
"320","2020",11,16,"neutral",27683,0.130226264195662
"321","2020",11,16,"positive",17312,0.0778819183289558
"322","2020",11,17,"negative",289952,0.807589436995185
"323","2020",11,17,"neutral",43229,0.122052922960233
"324","2020",11,17,"positive",23542,0.0703576400445819
"325","2020",11,18,"negative",303824,0.808762315853251
"326","2020",11,18,"neutral",44525,0.11919705485594
"327","2020",11,18,"positive",27314,0.0720406292908092
"328","2020",11,19,"negative",273404,0.807914027378074
"329","2020",11,19,"neutral",39607,0.117495606403062
"330","2020",11,19,"positive",24549,0.074590366218864
"331","2020",11,20,"negative",311252,0.824215728493716
"332","2020",11,20,"neutral",42089,0.112158149862498
"333","2020",11,20,"positive",23389,0.0636261216437862
"334","2020",11,21,"negative",273200,0.827886273980476
"335","2020",11,21,"neutral",38203,0.116104896092235
"336","2020",11,21,"positive",18079,0.0560088299272898
"337","2020",11,22,"negative",300946,0.840764937562363
"338","2020",11,22,"neutral",40579,0.114224591185124
"339","2020",11,22,"positive",16056,0.045010471252513
"340","2020",11,23,"negative",344010,0.82399169733051
"341","2020",11,23,"neutral",51844,0.122285418438804
"342","2020",11,23,"positive",22350,0.0537228842306867
"343","2020",11,24,"negative",358296,0.818425605906426
"344","2020",11,24,"neutral",56099,0.128275282475654
"345","2020",11,24,"positive",22894,0.0532991116179203
"346","2020",11,25,"negative",342738,0.821128392541841
"347","2020",11,25,"neutral",47179,0.112630871762187
"348","2020",11,25,"positive",28154,0.0662407356959721
"349","2020",11,26,"negative",349428,0.83756969493887
"350","2020",11,26,"neutral",43795,0.106335102636429
"351","2020",11,26,"positive",22660,0.0560952024247005
"352","2020",11,27,"negative",331857,0.833585721778971
"353","2020",11,27,"neutral",44573,0.110458042746765
"354","2020",11,27,"positive",22180,0.0559562354742646
"355","2020",11,28,"negative",259672,0.82753044625285
"356","2020",11,28,"neutral",36686,0.11657291019439
"357","2020",11,28,"positive",17220,0.0558966435527599
"358","2020",11,29,"negative",290393,0.83775729106312
"359","2020",11,29,"neutral",35805,0.106702610135182
"360","2020",11,29,"positive",18725,0.0555400988016971
"361","2020",11,30,"negative",326581,0.813705840016362
"362","2020",11,30,"neutral",50372,0.121395536713696
"363","2020",11,30,"positive",25559,0.0648986232699419
"364","2020",12,1,"negative",344693,0.753126512840926
"365","2020",12,1,"neutral",91241,0.198005084256729
"366","2020",12,1,"positive",21884,0.0488684029023448
"367","2020",12,2,"negative",257727,0.806473750421515
"368","2020",12,2,"neutral",43158,0.138936979452955
"369","2020",12,2,"positive",17798,0.0545892701255295
"370","2020",12,3,"negative",187672,0.814849000374435
"371","2020",12,3,"neutral",29073,0.123449401230673
"372","2020",12,3,"positive",14089,0.0617015983948919
"373","2020",12,4,"negative",324085,0.83198963159337
"374","2020",12,4,"neutral",44415,0.114838257555227
"375","2020",12,4,"positive",20710,0.0531721108514029
"376","2020",12,5,"negative",252542,0.797911106011713
"377","2020",12,5,"neutral",41693,0.132248251971659
"378","2020",12,5,"positive",22263,0.0698406420166272
"379","2020",12,6,"negative",238454,0.81937257797543
"380","2020",12,6,"neutral",36112,0.12643709676535
"381","2020",12,6,"positive",15433,0.0541903252592202
"382","2020",12,7,"negative",253129,0.813929656600847
"383","2020",12,7,"neutral",41463,0.134790857781418
"384","2020",12,7,"positive",16143,0.0512794856177351
"385","2020",12,8,"negative",310031,0.827238736965345
"386","2020",12,8,"neutral",44941,0.122614284828249
"387","2020",12,8,"positive",18894,0.0501469782064066
"388","2020",12,9,"negative",365570,0.825554190099947
"389","2020",12,9,"neutral",51884,0.119714000268192
"390","2020",12,9,"positive",23963,0.0547318096318617
"391","2020",12,10,"negative",355040,0.837817225653996
"392","2020",12,10,"neutral",46440,0.11001944707145
"393","2020",12,10,"positive",22543,0.0521633272745541
"394","2020",12,11,"negative",318444,0.824122023637557
"395","2020",12,11,"neutral",45660,0.11810931056691
"396","2020",12,11,"positive",22633,0.057768665795532
"397","2020",12,12,"negative",347096,0.834128953009048
"398","2020",12,12,"neutral",45942,0.10940832631068
"399","2020",12,12,"positive",23193,0.0564627206802718
"400","2020",12,13,"negative",332310,0.828744011955976
"401","2020",12,13,"neutral",45516,0.116959035373485
"402","2020",12,13,"positive",20284,0.0542969526705391
"403","2020",12,14,"negative",381934,0.82424345117364
"404","2020",12,14,"neutral",53960,0.115830760083252
"405","2020",12,14,"positive",27766,0.0599257887431077
"406","2020",12,15,"negative",387158,0.824414665483641
"407","2020",12,15,"neutral",51878,0.109452215096257
"408","2020",12,15,"positive",29760,0.066133119420102
"409","2020",12,16,"negative",394671,0.831296797818425
"410","2020",12,16,"neutral",51268,0.10815206524206
"411","2020",12,16,"positive",28709,0.0605511369395145
"412","2020",12,17,"negative",408947,0.845032384384344
"413","2020",12,17,"neutral",51027,0.104753616057012
"414","2020",12,17,"positive",24227,0.0502139995586446
"415","2020",12,18,"negative",399453,0.820240295367911
"416","2020",12,18,"neutral",55748,0.115036695377987
"417","2020",12,18,"positive",31002,0.0647230092541022
"418","2020",12,19,"negative",356419,0.830003306870574
"419","2020",12,19,"neutral",42875,0.100147026025981
"420","2020",12,19,"positive",30234,0.0698496671034457
"421","2020",12,20,"negative",465554,0.848794432357816
"422","2020",12,20,"neutral",54892,0.0992999536473351
"423","2020",12,20,"positive",27841,0.0519056139948487
"424","2020",12,21,"negative",587456,0.828144184778947
"425","2020",12,21,"neutral",88254,0.123477199635044
"426","2020",12,21,"positive",34107,0.0483786155860093
"427","2020",12,22,"negative",414409,0.82699175167276
"428","2020",12,22,"neutral",61942,0.123595628181817
"429","2020",12,22,"positive",24698,0.0494126201454232
"430","2020",12,23,"negative",482213,0.841937719831418
"431","2020",12,23,"neutral",60954,0.105076175640144
"432","2020",12,23,"positive",30227,0.0529861045284377
"433","2020",12,24,"negative",478561,0.856174392867252
"434","2020",12,24,"neutral",53663,0.0966041745058103
"435","2020",12,24,"positive",25518,0.0472214326269373
"436","2020",12,25,"negative",336141,0.855413375693289
"437","2020",12,25,"neutral",39380,0.101851285796266
"438","2020",12,25,"positive",16082,0.0427353385104447
"439","2020",12,26,"negative",439644,0.83797401437612
"440","2020",12,26,"neutral",58657,0.111578140319725
"441","2020",12,26,"positive",27969,0.050447845304155
"442","2020",12,27,"negative",586860,0.858021821793766
"443","2020",12,27,"neutral",65061,0.0980585624537843
"444","2020",12,27,"positive",28828,0.0439196157524496
"445","2020",12,28,"negative",517958,0.8507037209996
"446","2020",12,28,"neutral",63657,0.104125151094372
"447","2020",12,28,"positive",27088,0.0451711279060289
"448","2020",12,29,"negative",463217,0.829283953350371
"449","2020",12,29,"neutral",61775,0.110335905092181
"450","2020",12,29,"positive",34515,0.0603801415574475
"451","2020",12,30,"negative",486289,0.834033644975328
"452","2020",12,30,"neutral",69127,0.115640087751205
"453","2020",12,30,"positive",29134,0.0503262672734672
"454","2020",12,31,"negative",419770,0.822195993281768
"455","2020",12,31,"neutral",54669,0.110789628737748
"456","2020",12,31,"positive",33129,0.0670143779804841
"457","2021",1,1,"negative",368610,0.805223122873299
"458","2021",1,1,"neutral",62713,0.141191871496725
"459","2021",1,1,"positive",24662,0.0535850056299757
"460","2021",1,2,"negative",405030,0.813454856406395
"461","2021",1,2,"neutral",62323,0.130264117645505
"462","2021",1,2,"positive",26555,0.0562810259481005
"463","2021",1,3,"negative",417307,0.841509078190298
"464","2021",1,3,"neutral",54533,0.108977765417506
"465","2021",1,3,"positive",24380,0.0495131563921963
"466","2021",1,4,"negative",550545,0.849585360945461
"467","2021",1,4,"neutral",67868,0.103075029699578
"468","2021",1,4,"positive",30726,0.0473396093549609
"469","2021",1,5,"negative",563047,0.827016118457159
"470","2021",1,5,"neutral",77907,0.117124260925714
"471","2021",1,5,"positive",35840,0.0558596206171267
"472","2021",1,6,"negative",490741,0.830622319128233
"473","2021",1,6,"neutral",61069,0.103133697045831
"474","2021",1,6,"positive",37407,0.0662439838259357
"475","2021",1,7,"negative",493269,0.841514687884949
"476","2021",1,7,"neutral",60567,0.104206998261176
"477","2021",1,7,"positive",31101,0.0542783138538755
"478","2021",1,8,"negative",596130,0.845458725023516
"479","2021",1,8,"neutral",68875,0.0977954686100766
"480","2021",1,8,"positive",38507,0.0567458063664069
"481","2021",1,9,"negative",483423,0.844477565225403
"482","2021",1,9,"neutral",59005,0.101662446888567
"483","2021",1,9,"positive",31048,0.0538599878860292
"484","2021",1,10,"negative",527903,0.84478400590408
"485","2021",1,10,"neutral",67812,0.104290440529001
"486","2021",1,10,"positive",30487,0.0509255535669191
"487","2021",1,11,"negative",605625,0.831856674604113
"488","2021",1,11,"neutral",83293,0.113050105095465
"489","2021",1,11,"positive",38389,0.0550932203004218
"490","2021",1,12,"negative",516931,0.838475598518095
"491","2021",1,12,"neutral",68779,0.109732238945378
"492","2021",1,12,"positive",30938,0.0517921625365269
"493","2021",1,13,"negative",542330,0.834868490427597
"494","2021",1,13,"neutral",73995,0.113386299266035
"495","2021",1,13,"positive",33814,0.0517452103063683
"496","2021",1,14,"negative",540574,0.830868814133302
"497","2021",1,14,"neutral",73768,0.108838078486097
"498","2021",1,14,"positive",39514,0.0602931073806012
"499","2021",1,15,"negative",417573,0.832054866437958
"500","2021",1,15,"neutral",53066,0.106039151504439
"501","2021",1,15,"positive",31647,0.0619059820576027
"502","2021",1,16,"negative",538305,0.842327090121986
"503","2021",1,16,"neutral",64532,0.101280639455272
"504","2021",1,16,"positive",36318,0.056392270422742
"505","2021",1,17,"negative",531522,0.838687979266786
"506","2021",1,17,"neutral",70416,0.108078867312645
"507","2021",1,17,"positive",34671,0.0532331534205693
"508","2021",1,18,"negative",590305,0.799019319380549
"509","2021",1,18,"neutral",101724,0.130998761523082
"510","2021",1,18,"positive",53162,0.0699819190963691
"511","2021",1,19,"negative",570488,0.824637518450906
"512","2021",1,19,"neutral",77012,0.112355038501005
"513","2021",1,19,"positive",43528,0.0630074430480888
"514","2021",1,20,"negative",638364,0.847680622243636
"515","2021",1,20,"neutral",80970,0.106250520536017
"516","2021",1,20,"positive",34071,0.0460688572203471
"517","2021",1,21,"negative",565838,0.840300039108226
"518","2021",1,21,"neutral",72358,0.106110532540216
"519","2021",1,21,"positive",33963,0.0535894283515577
"520","2021",1,22,"negative",693599,0.840280703085469
"521","2021",1,22,"neutral",87900,0.109590855460039
"522","2021",1,22,"positive",42005,0.0501284414544925
"523","2021",1,23,"negative",607437,0.829615829392061
"524","2021",1,23,"neutral",75955,0.102303184032683
"525","2021",1,23,"positive",50470,0.0680809865752555
"526","2021",1,24,"negative",631534,0.857940949023305
"527","2021",1,24,"neutral",66357,0.0905546176762274
"528","2021",1,24,"positive",35851,0.0515044333004676
"529","2021",1,25,"negative",1008908,0.855990473442188
"530","2021",1,25,"neutral",117909,0.100126113200892
"531","2021",1,25,"positive",50670,0.0438834133569198
"532","2021",1,26,"negative",803359,0.850758013068575
"533","2021",1,26,"neutral",94453,0.101232033834785
"534","2021",1,26,"positive",45219,0.0480099530966399
"535","2021",1,27,"negative",749502,0.860830366288567
"536","2021",1,27,"neutral",81726,0.0938570847207213
"537","2021",1,27,"positive",38761,0.0453125489907117
"538","2021",1,28,"negative",598153,0.841325136219711
"539","2021",1,28,"neutral",69645,0.0960792086804805
"540","2021",1,28,"positive",44953,0.062595655099809
"541","2021",1,29,"negative",552453,0.839617859540978
