"","Year","Month","Day","hour","Sentiment","Count","Percentage"
"16180","2020",9,16,1,"negative",17251,0.73555621882062
"16181","2020",9,16,1,"neutral",3688,0.157250671555878
"16182","2020",9,16,1,"positive",2514,0.107193109623502
"16183","2020",9,16,2,"negative",16155,0.749686760406515
"16184","2020",9,16,2,"neutral",3273,0.151886398440763
"16185","2020",9,16,2,"positive",2121,0.0984268411527217
"16186","2020",9,16,3,"negative",12847,0.718793711184468
"16187","2020",9,16,3,"neutral",2987,0.167123594248307
"16188","2020",9,16,3,"positive",2039,0.114082694567224
"16189","2020",9,16,4,"negative",12524,0.714391649078775
"16190","2020",9,16,4,"neutral",3115,0.177685243283327
"16191","2020",9,16,4,"positive",1892,0.107923107637899
"16192","2020",9,16,5,"negative",9826,0.713217681643319
"16193","2020",9,16,5,"neutral",2389,0.173404950279451
"16194","2020",9,16,5,"positive",1562,0.11337736807723
"16195","2020",9,16,6,"negative",9181,0.739925854287556
"16196","2020",9,16,6,"neutral",1880,0.151515151515152
"16197","2020",9,16,6,"positive",1347,0.108558994197292
"16198","2020",9,16,7,"negative",10494,0.781792445801982
"16199","2020",9,16,7,"neutral",1550,0.115473441108545
"16200","2020",9,16,7,"positive",1379,0.102734113089473
"16201","2020",9,16,8,"negative",12092,0.79568335855761
"16202","2020",9,16,8,"neutral",1349,0.0887675199052445
"16203","2020",9,16,8,"positive",1756,0.115549121537145
"16204","2020",9,16,9,"negative",13021,0.813965118459711
"16205","2020",9,16,9,"neutral",1363,0.0852034756516847
"16206","2020",9,16,9,"positive",1613,0.100831405888604
"16207","2020",9,16,10,"negative",15119,0.809021832191781
"16208","2020",9,16,10,"neutral",1859,0.0994755993150685
"16209","2020",9,16,10,"positive",1710,0.0915025684931507
"16210","2020",9,16,11,"negative",17507,0.808114844903988
"16211","2020",9,16,11,"neutral",2327,0.107413220088626
"16212","2020",9,16,11,"positive",1830,0.0844719350073855
"16213","2020",9,16,12,"negative",19331,0.805491895495646
"16214","2020",9,16,12,"neutral",2685,0.111879661652569
"16215","2020",9,16,12,"positive",1983,0.0826284428517855
"16216","2020",9,16,13,"negative",20316,0.81228259565791
"16217","2020",9,16,13,"neutral",2887,0.115429211147095
"16218","2020",9,16,13,"positive",1808,0.0722881931949942
"16219","2020",9,16,14,"negative",20133,0.803905126976521
"16220","2020",9,16,14,"neutral",3022,0.120667624980035
"16221","2020",9,16,14,"positive",1889,0.0754272480434435
"16222","2020",9,16,15,"negative",18926,0.777280381124482
"16223","2020",9,16,15,"neutral",3455,0.141894944350897
"16224","2020",9,16,15,"positive",1968,0.0808246745246211
"16225","2020",9,16,16,"negative",19485,0.771041905741759
"16226","2020",9,16,16,"neutral",3891,0.153970954849432
"16227","2020",9,16,16,"positive",1895,0.0749871394088085
"16228","2020",9,16,17,"negative",18835,0.761502385380448
"16229","2020",9,16,17,"neutral",4218,0.170534486941053
"16230","2020",9,16,17,"positive",1681,0.0679631276784992
"16231","2020",9,16,18,"negative",19321,0.76865849777212
"16232","2020",9,16,18,"neutral",4106,0.16335136855506
"16233","2020",9,16,18,"positive",1709,0.0679901336728199
"16234","2020",9,16,19,"negative",19703,0.759297082739219
"16235","2020",9,16,19,"neutral",3871,0.149177232263286
"16236","2020",9,16,19,"positive",2375,0.0915256849974951
"16237","2020",9,16,20,"negative",19167,0.761380789703663
"16238","2020",9,16,20,"neutral",3827,0.152021927385398
"16239","2020",9,16,20,"positive",2180,0.0865972829109399
"16240","2020",9,16,21,"negative",19549,0.76783189316575
"16241","2020",9,16,21,"neutral",3785,0.148664571877455
"16242","2020",9,16,21,"positive",2126,0.083503534956795
"16243","2020",9,16,22,"negative",18351,0.768402981324847
"16244","2020",9,16,22,"neutral",3777,0.158152583535717
"16245","2020",9,16,22,"positive",1754,0.0734444351394356
"16246","2020",9,16,23,"negative",17679,0.777919563495556
"16247","2020",9,16,23,"neutral",3548,0.156120742761595
"16248","2020",9,16,23,"positive",1499,0.0659596937428496
"16249","2020",9,17,0,"negative",18377,0.78193345247213
"16250","2020",9,17,0,"neutral",3737,0.159007744021785
"16251","2020",9,17,0,"positive",1388,0.0590588035060846
"16252","2020",9,17,1,"negative",17647,0.797676626135696
"16253","2020",9,17,1,"neutral",3189,0.144148623604394
"16254","2020",9,17,1,"positive",1287,0.0581747502599105
"16255","2020",9,17,2,"negative",16846,0.795072682650557
"16256","2020",9,17,2,"neutral",3247,0.153247121011894
"16257","2020",9,17,2,"positive",1095,0.0516801963375496
"16258","2020",9,17,3,"negative",14694,0.797849812673074
"16259","2020",9,17,3,"neutral",2695,0.146332193082478
"16260","2020",9,17,3,"positive",1028,0.0558179942444481
"16261","2020",9,17,4,"negative",12046,0.807264441763839
"16262","2020",9,17,4,"neutral",2029,0.135973730062994
"16263","2020",9,17,4,"positive",847,0.0567618281731671
"16264","2020",9,17,5,"negative",10074,0.78586473203838
"16265","2020",9,17,5,"neutral",1848,0.144161010999298
"16266","2020",9,17,5,"positive",897,0.0699742569623216
"16267","2020",9,17,6,"negative",10307,0.784577909720636
"16268","2020",9,17,6,"neutral",1712,0.130318946487021
"16269","2020",9,17,6,"positive",1118,0.0851031437923422
"16270","2020",9,17,7,"negative",10759,0.758049742830973
"16271","2020",9,17,7,"neutral",1849,0.130275487916579
"16272","2020",9,17,7,"positive",1585,0.111674769252448
"16273","2020",9,17,8,"negative",10650,0.76365983077585
"16274","2020",9,17,8,"neutral",1840,0.131937473110569
"16275","2020",9,17,8,"positive",1456,0.104402696113581
"16276","2020",9,17,9,"negative",11375,0.773125807109359
"16277","2020",9,17,9,"neutral",1869,0.127030517229661
"16278","2020",9,17,9,"positive",1469,0.0998436756609801
"16279","2020",9,17,10,"negative",13368,0.76677756108753
"16280","2020",9,17,10,"neutral",2327,0.133474819318573
"16281","2020",9,17,10,"positive",1739,0.099747619593897
"16282","2020",9,17,11,"negative",14851,0.774821307455522
"16283","2020",9,17,11,"neutral",2440,0.127302133875933
"16284","2020",9,17,11,"positive",1876,0.0978765586685449
"16285","2020",9,17,12,"negative",17161,0.77315732564426
"16286","2020",9,17,12,"neutral",2818,0.126959812578843
"16287","2020",9,17,12,"positive",2217,0.0998828617768967
"16288","2020",9,17,13,"negative",18371,0.785286825681799
"16289","2020",9,17,13,"neutral",2855,0.122039839275028
"16290","2020",9,17,13,"positive",2168,0.0926733350431735
"16291","2020",9,17,14,"negative",18987,0.791092037831757
"16292","2020",9,17,14,"neutral",2934,0.122244906462231
"16293","2020",9,17,14,"positive",2080,0.0866630557060123
"16294","2020",9,17,15,"negative",17821,0.779878342304494
"16295","2020",9,17,15,"neutral",2892,0.126559012734672
"16296","2020",9,17,15,"positive",2138,0.0935626449608332
"16297","2020",9,17,16,"negative",17792,0.780179785134839
"16298","2020",9,17,16,"neutral",3035,0.133084849813637
"16299","2020",9,17,16,"positive",1978,0.0867353650515238
"16300","2020",9,17,17,"negative",17871,0.783678302052272
"16301","2020",9,17,17,"neutral",2845,0.124758814243115
"16302","2020",9,17,17,"positive",2088,0.0915628837046132
"16303","2020",9,17,18,"negative",17173,0.774849975183865
"16304","2020",9,17,18,"neutral",2963,0.133691287280603
"16305","2020",9,17,18,"positive",2027,0.0914587375355322
"16306","2020",9,17,19,"negative",18477,0.792698099446566
"16307","2020",9,17,19,"neutral",2745,0.117765669912909
"16308","2020",9,17,19,"positive",2087,0.0895362306405251
"16309","2020",9,17,20,"negative",17912,0.786960151135715
"16310","2020",9,17,20,"neutral",2928,0.128641096612627
"16311","2020",9,17,20,"positive",1921,0.0843987522516585
"16312","2020",9,17,21,"negative",19252,0.790766450340918
"16313","2020",9,17,21,"neutral",3131,0.128604288178756
"16314","2020",9,17,21,"positive",1963,0.0806292614803253
"16315","2020",9,17,22,"negative",19616,0.788646323322478
"16316","2020",9,17,22,"neutral",3243,0.130382342298878
"16317","2020",9,17,22,"positive",2014,0.0809713343786435
"16318","2020",9,17,23,"negative",18363,0.800130718954248
"16319","2020",9,17,23,"neutral",2809,0.12239651416122
"16320","2020",9,17,23,"positive",1778,0.0774727668845316
"16321","2020",9,18,0,"negative",17175,0.797464827970469
"16322","2020",9,18,0,"neutral",2831,0.131448205413939
"16323","2020",9,18,0,"positive",1531,0.0710869666155918
"16324","2020",9,18,1,"negative",17446,0.794625370075154
"16325","2020",9,18,1,"neutral",3173,0.144522887724892
"16326","2020",9,18,1,"positive",1336,0.0608517421999544
"16327","2020",9,18,2,"negative",17207,0.819263914678855
"16328","2020",9,18,2,"neutral",2524,0.120173308574965
"16329","2020",9,18,2,"positive",1272,0.0605627767461791
"16330","2020",9,18,3,"negative",15708,0.817273673257024
"16331","2020",9,18,3,"neutral",2261,0.117637877211238
"16332","2020",9,18,3,"positive",1251,0.0650884495317378
"16333","2020",9,18,4,"negative",12815,0.794433079164342
"16334","2020",9,18,4,"neutral",2124,0.131671936023805
"16335","2020",9,18,4,"positive",1192,0.073894984811853
"16336","2020",9,18,5,"negative",9757,0.79441459045758
"16337","2020",9,18,5,"neutral",1482,0.12066438690767
"16338","2020",9,18,5,"positive",1043,0.08492102263475
"16339","2020",9,18,6,"negative",9581,0.794576214961022
"16340","2020",9,18,6,"neutral",1258,0.104329076132029
"16341","2020",9,18,6,"positive",1219,0.10109470890695
"16342","2020",9,18,7,"negative",10898,0.799383848015844
"16343","2020",9,18,7,"neutral",1409,0.103352160199516
"16344","2020",9,18,7,"positive",1326,0.0972639917846402
"16345","2020",9,18,8,"negative",10917,0.797793042969892
"16346","2020",9,18,8,"neutral",1282,0.0936860567085648
"16347","2020",9,18,8,"positive",1485,0.108520900321543
"16348","2020",9,18,9,"negative",11632,0.798078902229846
"16349","2020",9,18,9,"neutral",1482,0.101680960548885
"16350","2020",9,18,9,"positive",1461,0.100240137221269
"16351","2020",9,18,10,"negative",15006,0.805086109769837
"16352","2020",9,18,10,"neutral",1753,0.0940501099844412
"16353","2020",9,18,10,"positive",1880,0.100863780245721
"16354","2020",9,18,11,"negative",16998,0.813496051687006
"16355","2020",9,18,11,"neutral",2101,0.10055037090213
"16356","2020",9,18,11,"positive",1796,0.0859535774108638
"16357","2020",9,18,12,"negative",18639,0.814036773376425
"16358","2020",9,18,12,"neutral",2490,0.108747870900118
"16359","2020",9,18,12,"positive",1768,0.0772153557234572
"16360","2020",9,18,13,"negative",20228,0.820708402645352
"16361","2020",9,18,13,"neutral",2597,0.105367793240557
"16362","2020",9,18,13,"positive",1822,0.073923804114091
"16363","2020",9,18,14,"negative",19731,0.81695097714475
"16364","2020",9,18,14,"neutral",2480,0.102683007618417
"16365","2020",9,18,14,"positive",1941,0.0803660152368334
"16366","2020",9,18,15,"negative",22761,0.778340115583216
"16367","2020",9,18,15,"neutral",3520,0.120370687002018
"16368","2020",9,18,15,"positive",2962,0.101289197414766
"16369","2020",9,18,16,"negative",23974,0.780784888454649
"16370","2020",9,18,16,"neutral",3321,0.108158280410357
"16371","2020",9,18,16,"positive",3410,0.111056831134994
"16372","2020",9,18,17,"negative",22312,0.793118157258638
"16373","2020",9,18,17,"neutral",3024,0.107493246125409
"16374","2020",9,18,17,"positive",2796,0.0993885966159534
"16375","2020",9,18,18,"negative",21621,0.799415810101309
"16376","2020",9,18,18,"neutral",2920,0.107964209125194
"16377","2020",9,18,18,"positive",2505,0.092619980773497
"16378","2020",9,18,19,"negative",22503,0.80330560811052
"16379","2020",9,18,19,"neutral",3093,0.110413022525256
"16380","2020",9,18,19,"positive",2417,0.0862813693642238
"16381","2020",9,18,20,"negative",22848,0.813820124666073
"16382","2020",9,18,20,"neutral",2974,0.10593054318789
"16383","2020",9,18,20,"positive",2253,0.0802493321460374
"16384","2020",9,18,21,"negative",22932,0.80165000349577
"16385","2020",9,18,21,"neutral",3289,0.114975879186185
"16386","2020",9,18,21,"positive",2385,0.0833741173180452
"16387","2020",9,18,22,"negative",22837,0.801720203615938
"16388","2020",9,18,22,"neutral",3368,0.118237668948569
"16389","2020",9,18,22,"positive",2280,0.0800421274354924
"16390","2020",9,18,23,"negative",23054,0.81247577092511
"16391","2020",9,18,23,"neutral",3460,0.121938325991189
"16392","2020",9,18,23,"positive",1861,0.0655859030837004
"16393","2020",9,19,0,"negative",22068,0.797657774886142
"16394","2020",9,19,0,"neutral",3826,0.138292488975638
"16395","2020",9,19,0,"positive",1772,0.0640497361382202
"16396","2020",9,19,1,"negative",19709,0.812909878325428
"16397","2020",9,19,1,"neutral",3028,0.124891730253661
"16398","2020",9,19,1,"positive",1508,0.0621983914209115
"16399","2020",9,19,2,"negative",18503,0.814822969878457
"16400","2020",9,19,2,"neutral",2853,0.125638541483178
"16401","2020",9,19,2,"positive",1352,0.0595384886383653
"16402","2020",9,19,3,"negative",15807,0.830766805066484
"16403","2020",9,19,3,"neutral",2187,0.114941924633416
"16404","2020",9,19,3,"positive",1033,0.0542912703000999
"16405","2020",9,19,4,"negative",11835,0.838529120022673
"16406","2020",9,19,4,"neutral",1542,0.109253223749469
"16407","2020",9,19,4,"positive",737,0.0522176562278589
"16408","2020",9,19,5,"negative",9071,0.823737740646567
"16409","2020",9,19,5,"neutral",1271,0.115419542317472
"16410","2020",9,19,5,"positive",670,0.0608427170359608
"16411","2020",9,19,6,"negative",8928,0.806868504292815
"16412","2020",9,19,6,"neutral",1354,0.122367826479892
"16413","2020",9,19,6,"positive",783,0.0707636692272933
"16414","2020",9,19,7,"negative",10977,0.789712230215827
"16415","2020",9,19,7,"neutral",1673,0.120359712230216
"16416","2020",9,19,7,"positive",1250,0.0899280575539568
"16417","2020",9,19,8,"negative",11015,0.791478048429978
"16418","2020",9,19,8,"neutral",1475,0.105985485377596
"16419","2020",9,19,8,"positive",1427,0.102536466192427
"16420","2020",9,19,9,"negative",10469,0.778711692948527
"16421","2020",9,19,9,"neutral",1463,0.108821779232371
"16422","2020",9,19,9,"positive",1512,0.112466527819101
"16423","2020",9,19,10,"negative",12672,0.783770410687778
"16424","2020",9,19,10,"neutral",1895,0.11720682830282
"16425","2020",9,19,10,"positive",1601,0.0990227610094013
"16426","2020",9,19,11,"negative",15488,0.795398520953164
"16427","2020",9,19,11,"neutral",2261,0.116115447822514
"16428","2020",9,19,11,"positive",1723,0.0884860312243221
"16429","2020",9,19,12,"negative",18647,0.807683977996275
"16430","2020",9,19,12,"neutral",2610,0.113050634556244
"16431","2020",9,19,12,"positive",1830,0.0792653874474813
"16432","2020",9,19,13,"negative",22937,0.816292394747144
"16433","2020",9,19,13,"neutral",3106,0.110537741556639
"16434","2020",9,19,13,"positive",2056,0.0731698636962169
"16435","2020",9,19,14,"negative",25199,0.824601590366177
"16436","2020",9,19,14,"neutral",3303,0.108085997578455
"16437","2020",9,19,14,"positive",2057,0.0673124120553683
"16438","2020",9,19,15,"negative",22486,0.835258719958397
"16439","2020",9,19,15,"neutral",2778,0.103190817577356
"16440","2020",9,19,15,"positive",1657,0.0615504624642472
"16441","2020",9,19,16,"negative",19905,0.811885630378921
"16442","2020",9,19,16,"neutral",2541,0.103642370599992
"16443","2020",9,19,16,"positive",2071,0.0844719990210874
"16444","2020",9,19,17,"negative",20575,0.828868388188374
"16445","2020",9,19,17,"neutral",2386,0.0961205333763042
"16446","2020",9,19,17,"positive",1862,0.0750110784353221
"16447","2020",9,19,18,"negative",21380,0.818216609261385
"16448","2020",9,19,18,"neutral",2792,0.106850363566781
"16449","2020",9,19,18,"positive",1958,0.0749330271718331
"16450","2020",9,19,19,"negative",22327,0.821540273024984
"16451","2020",9,19,19,"neutral",2800,0.103028295985576
"16452","2020",9,19,19,"positive",2050,0.0754314309894396
"16453","2020",9,19,20,"negative",22442,0.804488098652137
"16454","2020",9,19,20,"neutral",3416,0.122454832234012
"16455","2020",9,19,20,"positive",2038,0.0730570691138514
"16456","2020",9,19,21,"negative",23117,0.821674841828393
"16457","2020",9,19,21,"neutral",3186,0.113243761996161
"16458","2020",9,19,21,"positive",1831,0.0650813961754461
"16459","2020",9,19,22,"negative",22254,0.811775005471657
"16460","2020",9,19,22,"neutral",3250,0.118552564383162
"16461","2020",9,19,22,"positive",1910,0.0696724301451813
"16462","2020",9,19,23,"negative",21307,0.823268034465438
"16463","2020",9,19,23,"neutral",2863,0.110621691588424
"16464","2020",9,19,23,"positive",1711,0.0661102739461381
"16465","2020",9,20,0,"negative",20514,0.808019536789034
"16466","2020",9,20,0,"neutral",3361,0.132385378919174
"16467","2020",9,20,0,"positive",1513,0.0595950842917914
"16468","2020",9,20,1,"negative",19672,0.804153210971671
"16469","2020",9,20,1,"neutral",3204,0.130973306626334
"16470","2020",9,20,1,"positive",1587,0.0648734824019949
"16471","2020",9,20,2,"negative",17046,0.817632386799693
"16472","2020",9,20,2,"neutral",2465,0.118236761320031
"16473","2020",9,20,2,"positive",1337,0.0641308518802763
"16474","2020",9,20,3,"negative",14527,0.830921466567523
"16475","2020",9,20,3,"neutral",1895,0.108391008408168
"16476","2020",9,20,3,"positive",1061,0.0606875250243093
"16477","2020",9,20,4,"negative",11351,0.837464954994835
"16478","2020",9,20,4,"neutral",1472,0.108602626530913
"16479","2020",9,20,4,"positive",731,0.0539324184742511
"16480","2020",9,20,5,"negative",8846,0.853613818392357
"16481","2020",9,20,5,"neutral",1012,0.0976551191739844
"16482","2020",9,20,5,"positive",505,0.0487310624336582
"16483","2020",9,20,6,"negative",8027,0.834494230169456
"16484","2020",9,20,6,"neutral",922,0.0958519596631666
"16485","2020",9,20,6,"positive",670,0.0696538101673771
"16486","2020",9,20,7,"negative",9153,0.808497482554545
"16487","2020",9,20,7,"neutral",977,0.0862997968377352
"16488","2020",9,20,7,"positive",1191,0.10520272060772
"16489","2020",9,20,8,"negative",9965,0.808322517845555
"16490","2020",9,20,8,"neutral",1033,0.0837929915639195
"16491","2020",9,20,8,"positive",1330,0.107884490590526
"16492","2020",9,20,9,"negative",10399,0.819528725667901
"16493","2020",9,20,9,"neutral",1016,0.0800693514067302
"16494","2020",9,20,9,"positive",1274,0.100401922925368
"16495","2020",9,20,10,"negative",11142,0.789205269868253
"16496","2020",9,20,10,"neutral",1431,0.10135996600085
"16497","2020",9,20,10,"positive",1545,0.109434764130897
"16498","2020",9,20,11,"negative",13704,0.785915008315651
"16499","2020",9,20,11,"neutral",1748,0.100246602053105
"16500","2020",9,20,11,"positive",1985,0.113838389631244
"16501","2020",9,20,12,"negative",16562,0.808178402381301
"16502","2020",9,20,12,"neutral",2077,0.101351681061826
"16503","2020",9,20,12,"positive",1854,0.0904699165568731
"16504","2020",9,20,13,"negative",18710,0.799982897212246
"16505","2020",9,20,13,"neutral",2482,0.106122798016077
"16506","2020",9,20,13,"positive",2196,0.0938943047716778
"16507","2020",9,20,14,"negative",19811,0.81043158110043
"16508","2020",9,20,14,"neutral",2449,0.100184086725302
"16509","2020",9,20,14,"positive",2185,0.0893843321742688
"16510","2020",9,20,15,"negative",20324,0.812862456505219
"16511","2020",9,20,15,"neutral",2582,0.103267607887054
"16512","2020",9,20,15,"positive",2097,0.0838699356077271
"16513","2020",9,20,16,"negative",21263,0.828740694547297
"16514","2020",9,20,16,"neutral",2420,0.0943212378688077
"16515","2020",9,20,16,"positive",1974,0.0769380675838952
"16516","2020",9,20,17,"negative",21164,0.826266885297103
"16517","2020",9,20,17,"neutral",2492,0.0972905442336222
"16518","2020",9,20,17,"positive",1958,0.0764425704692746
"16519","2020",9,20,18,"negative",20490,0.815100644442676
"16520","2020",9,20,18,"neutral",2468,0.0981780571246718
"16521","2020",9,20,18,"positive",2180,0.0867212984326518
"16522","2020",9,20,19,"negative",20091,0.810022981090997
"16523","2020",9,20,19,"neutral",2492,0.100471717130992
"16524","2020",9,20,19,"positive",2220,0.0895053017780107
"16525","2020",9,20,20,"negative",21334,0.80203007518797
"16526","2020",9,20,20,"neutral",2825,0.106203007518797
"16527","2020",9,20,20,"positive",2441,0.0917669172932331
"16528","2020",9,20,21,"negative",25004,0.79910514541387
"16529","2020",9,20,21,"neutral",3738,0.119463087248322
"16530","2020",9,20,21,"positive",2548,0.0814317673378076
"16531","2020",9,20,22,"negative",26343,0.798877937831691
"16532","2020",9,20,22,"neutral",4098,0.124275966641395
"16533","2020",9,20,22,"positive",2534,0.0768460955269143
"16534","2020",9,20,23,"negative",23786,0.796610737131183
"16535","2020",9,20,23,"neutral",3979,0.13325965370575
"16536","2020",9,20,23,"positive",2094,0.0701296091630664
"16537","2020",9,21,0,"negative",27289,0.802523232560875
"16538","2020",9,21,0,"neutral",4880,0.14351252793789
"16539","2020",9,21,0,"positive",1835,0.0539642395012351
"16540","2020",9,21,1,"negative",24193,0.819157581092978
"16541","2020",9,21,1,"neutral",3868,0.130967698246089
"16542","2020",9,21,1,"positive",1473,0.0498747206609332
"16543","2020",9,21,2,"negative",20613,0.819602385685885
"16544","2020",9,21,2,"neutral",3202,0.127316103379722
"16545","2020",9,21,2,"positive",1335,0.0530815109343936
"16546","2020",9,21,3,"negative",16347,0.82681705528299
"16547","2020",9,21,3,"neutral",2310,0.116837792726721
"16548","2020",9,21,3,"positive",1114,0.0563451519902888
"16549","2020",9,21,4,"negative",11996,0.821081451060917
"16550","2020",9,21,4,"neutral",1710,0.117043121149897
"16551","2020",9,21,4,"positive",904,0.0618754277891855
"16552","2020",9,21,5,"negative",10532,0.792296697509968
"16553","2020",9,21,5,"neutral",1528,0.114947716843451
"16554","2020",9,21,5,"positive",1233,0.0927555856465809
"16555","2020",9,21,6,"negative",10108,0.770485555301471
"16556","2020",9,21,6,"neutral",1250,0.0952816525649821
"16557","2020",9,21,6,"positive",1761,0.134232792133547
"16558","2020",9,21,7,"negative",9148,0.731547381047581
"16559","2020",9,21,7,"neutral",1291,0.103238704518193
"16560","2020",9,21,7,"positive",2066,0.165213914434226
"16561","2020",9,21,8,"negative",9384,0.715571145340857
"16562","2020",9,21,8,"neutral",1398,0.106603629708708
"16563","2020",9,21,8,"positive",2332,0.177825224950435
"16564","2020",9,21,9,"negative",10962,0.721326577614003
"16565","2020",9,21,9,"neutral",1657,0.109034677896953
"16566","2020",9,21,9,"positive",2578,0.169638744489044
"16567","2020",9,21,10,"negative",12884,0.727827364139645
"16568","2020",9,21,10,"neutral",2063,0.116540503897865
"16569","2020",9,21,10,"positive",2755,0.15563213196249
"16570","2020",9,21,11,"negative",17653,0.767188179052586
"16571","2020",9,21,11,"neutral",2866,0.124554541503694
"16572","2020",9,21,11,"positive",2491,0.10825727944372
"16573","2020",9,21,12,"negative",21531,0.767265341030575
"16574","2020",9,21,12,"neutral",3304,0.117739291568669
"16575","2020",9,21,12,"positive",3227,0.114995367400755
"16576","2020",9,21,13,"negative",23294,0.797412022456525
"16577","2020",9,21,13,"neutral",3382,0.115774339312611
"16578","2020",9,21,13,"positive",2536,0.086813638230864
"16579","2020",9,21,14,"negative",24836,0.804561210275681
"16580","2020",9,21,14,"neutral",3739,0.121124752988435
"16581","2020",9,21,14,"positive",2294,0.0743140367358839
"16582","2020",9,21,15,"negative",22969,0.80398333858378
"16583","2020",9,21,15,"neutral",3587,0.12555567223214
"16584","2020",9,21,15,"positive",2013,0.0704609891840806
"16585","2020",9,21,16,"negative",21314,0.7808756182451
"16586","2020",9,21,16,"neutral",3630,0.132991390364536
"16587","2020",9,21,16,"positive",2351,0.0861329913903645
"16588","2020",9,21,17,"negative",20679,0.788943573308916
"16589","2020",9,21,17,"neutral",3531,0.134714432871695
"16590","2020",9,21,17,"positive",2001,0.0763419938193888
"16591","2020",9,21,18,"negative",21441,0.791151618021475
"16592","2020",9,21,18,"neutral",3477,0.128297848787868
"16593","2020",9,21,18,"positive",2183,0.0805505331906572
"16594","2020",9,21,19,"negative",22701,0.793907812827866
"16595","2020",9,21,19,"neutral",3356,0.117367279848919
"16596","2020",9,21,19,"positive",2537,0.0887249073232147
"16597","2020",9,21,20,"negative",22548,0.797087104072398
"16598","2020",9,21,20,"neutral",3281,0.115985576923077
"16599","2020",9,21,20,"positive",2459,0.0869273190045249
"16600","2020",9,21,21,"negative",22797,0.800709493870956
"16601","2020",9,21,21,"neutral",3618,0.127076674510906
"16602","2020",9,21,21,"positive",2056,0.0722138316181378
"16603","2020",9,21,22,"negative",23257,0.789121878393051
"16604","2020",9,21,22,"neutral",4031,0.136773887079262
"16605","2020",9,21,22,"positive",2184,0.0741042345276873
"16606","2020",9,21,23,"negative",24914,0.801789334792263
"16607","2020",9,21,23,"neutral",4068,0.130917516815242
"16608","2020",9,21,23,"positive",2091,0.0672931483924951
"16609","2020",9,22,0,"negative",22366,0.780881223378256
"16610","2020",9,22,0,"neutral",4654,0.162488653027023
"16611","2020",9,22,0,"positive",1622,0.056630123594721
"16612","2020",9,22,1,"negative",21015,0.802834657701711
"16613","2020",9,22,1,"neutral",3779,0.144368887530562
"16614","2020",9,22,1,"positive",1382,0.0527964547677262
"16615","2020",9,22,2,"negative",19654,0.800407249032784
"16616","2020",9,22,2,"neutral",3530,0.143758908572592
"16617","2020",9,22,2,"positive",1371,0.0558338423946243
"16618","2020",9,22,3,"negative",16412,0.809310123773362
"16619","2020",9,22,3,"neutral",2764,0.136298634054934
"16620","2020",9,22,3,"positive",1103,0.0543912421717047
"16621","2020",9,22,4,"negative",11888,0.802159244264507
"16622","2020",9,22,4,"neutral",1981,0.133670715249663
"16623","2020",9,22,4,"positive",951,0.06417004048583
"16624","2020",9,22,5,"negative",9476,0.795500335795836
"16625","2020",9,22,5,"neutral",1505,0.126343183344527
"16626","2020",9,22,5,"positive",931,0.0781564808596373
"16627","2020",9,22,6,"negative",9366,0.790379746835443
"16628","2020",9,22,6,"neutral",1328,0.112067510548523
"16629","2020",9,22,6,"positive",1156,0.0975527426160337
"16630","2020",9,22,7,"negative",10442,0.794310056290887
"16631","2020",9,22,7,"neutral",1343,0.102160352959075
"16632","2020",9,22,7,"positive",1361,0.103529590750038
"16633","2020",9,22,8,"negative",9852,0.789233357366018
"16634","2020",9,22,8,"neutral",1392,0.111511655851959
"16635","2020",9,22,8,"positive",1239,0.0992549867820235
"16636","2020",9,22,9,"negative",10490,0.77485596099867
"16637","2020",9,22,9,"neutral",1471,0.108657113310681
"16638","2020",9,22,9,"positive",1577,0.116486925690649
"16639","2020",9,22,10,"negative",13417,0.790537355644591
"16640","2020",9,22,10,"neutral",1943,0.114482677350931
"16641","2020",9,22,10,"positive",1612,0.094979967004478
"16642","2020",9,22,11,"negative",16033,0.804384908689544
"16643","2020",9,22,11,"neutral",2186,0.109672887818583
"16644","2020",9,22,11,"positive",1713,0.0859422034918724
"16645","2020",9,22,12,"negative",17628,0.815960007406036
"16646","2020",9,22,12,"neutral",2257,0.104471394186262
"16647","2020",9,22,12,"positive",1719,0.0795685984077023
"16648","2020",9,22,13,"negative",18248,0.809690730798243
"16649","2020",9,22,13,"neutral",2527,0.112126724941208
"16650","2020",9,22,13,"positive",1762,0.0781825442605493
"16651","2020",9,22,14,"negative",19604,0.820010875475802
"16652","2020",9,22,14,"neutral",2573,0.107625381687372
"16653","2020",9,22,14,"positive",1730,0.072363742836826
"16654","2020",9,22,15,"negative",19200,0.829481142264656
"16655","2020",9,22,15,"neutral",2278,0.0984144813582754
"16656","2020",9,22,15,"positive",1669,0.0721043763770683
"16657","2020",9,22,16,"negative",19203,0.817357623222951
"16658","2020",9,22,16,"neutral",2622,0.1116029624585
"16659","2020",9,22,16,"positive",1669,0.0710394143185494
"16660","2020",9,22,17,"negative",20267,0.816526328512147
"16661","2020",9,22,17,"neutral",2794,0.112565972362113
"16662","2020",9,22,17,"positive",1760,0.0709076991257403
"16663","2020",9,22,18,"negative",20640,0.813623462630085
"16664","2020",9,22,18,"neutral",2991,0.117904446546831
"16665","2020",9,22,18,"positive",1737,0.0684720908230842
"16666","2020",9,22,19,"negative",19746,0.824364380244646
"16667","2020",9,22,19,"neutral",2613,0.109088631904146
