Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1598859563952115712,en,NO,YES,0,12,"",Sat Dec 03 02:00:00 +0000 2022
1598859564207644672,en,NO,YES,0,10955,"",Sat Dec 03 02:00:00 +0000 2022
1598859564446756865,en,NO,NO,8,3,"",Sat Dec 03 02:00:00 +0000 2022
1598859564723867649,en,NO,YES,0,17,"",Sat Dec 03 02:00:00 +0000 2022
1598859564727775233,pt,NO,YES,0,12570,"",Sat Dec 03 02:00:00 +0000 2022
1598859564845350913,es,NO,NO,5,2,"",Sat Dec 03 02:00:00 +0000 2022
1598859565356920834,pt,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859565365219329,en,NO,NO,3,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859565365432326,en,NO,NO,3,2,"",Sat Dec 03 02:00:00 +0000 2022
1598859565386256384,pt,NO,NO,6,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859565411753984,en,NO,NO,3,2,"",Sat Dec 03 02:00:00 +0000 2022
1598859565566656513,en,NO,NO,7,3,"",Sat Dec 03 02:00:00 +0000 2022
1598859565688184832,en,NO,NO,3,1,"",Sat Dec 03 02:00:00 +0000 2022
1598859565847969792,en,NO,NO,2,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859565851983872,en,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859566065688576,en,NO,NO,1,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859566065885184,en,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859566090883072,tl,NO,NO,1,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859566413930496,en,NO,NO,1,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859566438961152,es,NO,NO,39,13,"",Sat Dec 03 02:00:00 +0000 2022
1598859566866890753,en,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859567101669376,es,NO,NO,9,6,"",Sat Dec 03 02:00:00 +0000 2022
1598859567156277249,es,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859567277948928,en,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859567345143814,en,NO,NO,0,0,"",Sat Dec 03 02:00:00 +0000 2022
1598859567647326209,es,NO,NO,1,3,"",Sat Dec 03 02:00:00 +0000 2022
1598859567689043968,en,NO,NO,11,7,"",Sat Dec 03 02:00:00 +0000 2022
1598859567894446080,en,NO,NO,3,1,"",Sat Dec 03 02:00:01 +0000 2022
1598859567915356165,en,NO,NO,1,1,"",Sat Dec 03 02:00:01 +0000 2022
1598859568213364737,en,NO,NO,0,0,"",Sat Dec 03 02:00:01 +0000 2022
1598859568343302145,en,NO,NO,0,0,"",Sat Dec 03 02:00:01 +0000 2022
1598859568880263178,en,NO,YES,0,10955,"",Sat Dec 03 02:00:01 +0000 2022
1598859568917815298,es,NO,NO,3,1,"",Sat Dec 03 02:00:01 +0000 2022
1598859569127895041,th,NO,YES,0,2745,"",Sat Dec 03 02:00:01 +0000 2022
1598859569425522688,en,NO,NO,0,0,"",Sat Dec 03 02:00:01 +0000 2022
1598859569496735747,es,NO,NO,1,0,"",Sat Dec 03 02:00:01 +0000 2022
1598859569555554304,en,NO,NO,2,2,"",Sat Dec 03 02:00:01 +0000 2022
1598859569597669376,en,NO,YES,0,339,"",Sat Dec 03 02:00:01 +0000 2022
1598859569627009026,hi,NO,YES,0,2,"",Sat Dec 03 02:00:01 +0000 2022
1598859569781956608,in,NO,NO,0,0,"",Sat Dec 03 02:00:01 +0000 2022
1598859569786023937,es,NO,NO,4,3,"",Sat Dec 03 02:00:01 +0000 2022
