Tweet_ID,Mentions
1608796514440335363,@FCENM_ILY1
1608797154247847943,@FCENM_ILY1
1608797612374884354,@FCENM_ILY1
1608797829551775744,@FCENM_ILY1
1608801667235074049,@FCENM_ILY1
1608802134094667777,@FCENM_ILY1
1608802507215753219,@FCENM_ILY1
1608803636418859008,@FCENM_ILY1_JP
1608803653418364928,@FCENM_ILY1
1608804555332124674,@FCENM_ILY1
1608805114915213319,@FCENM_ILY1
1608805289436016644,@FCENM_ILY1
1608807173303459840,@FCENM_ILY1
1608809550639161348,@FCENM_ILY1
1608795068907020288,@Panamza
1608795068907020288,@idrissaberkane
1608795116826918912,@jack07670
1608795116826918912,@DrMartyJerUFMLS
1608795210225713154,@JXirtam
1608795210225713154,@Johnincarlisle
1608795232791072768,@MYFreedomMove
1608795246338670604,@NathalieCamy
1608795246338670604,@zorro17933870
1608795246338670604,@ClaireJardin1
1608795353561862144,@DrMartyJerUFMLS
1608795415595417602,@Szereday
1608795415595417602,@DrEricDing
1608795415595417602,@JPWeiland
1608795433232658435,@sjs856
1608795491768098816,@MauriceMartin01
1608796068644544513,@17_so2020
1608796080745086976,@AlbLeVert
1608796181584400389,@AlbLeVert
1608796230909579264,@zoliveclerm
1608796230909579264,@DrMartyJerUFMLS
1608796231425470467,@Sonic_urticant
1608796279802564608,@Benjam1nLane
1608796279802564608,@DrJamesOlsson
1608796569020817409,@Sante_Gouv
1608796569020817409,@SantePubliqueFr
1608796571646431232,@MMeBlackSheep
1608796659609391105,@llihneergekim
1608796659609391105,@Ant18012000
1608796659609391105,@PRGuy17
1608796735085891585,@_C_VIAL
1608796735085891585,@DrMartyJerUFMLS
1608796741146669059,@Pescadori1
1608796855261097984,@Gromlevilain1
1608796855261097984,@EnModeMacaron
1608796886139555843,@mfstern
1608797132680749059,@Sonic_urticant
1608797221499326466,@MargauxKer
1608797221499326466,@hypno04
1608797221499326466,@KasprzykRemi
1608797221499326466,@wargonm
1608797255959736321,@LaCassati
1608797255959736321,@RiwanMarhic
1608797364399280130,@vaxpourmacron
1608797455222734848,@elzboubdezob
1608797455222734848,@RogezVeronique
1608797488890380289,@MMeBlackSheep
1608797627222749186,@AlbLeVert
1608797813881856006,@MMeBlackSheep
1608797834987573255,@ErikLoridan
1608797839987212290,@OliviaLeon22
1608797861109694472,@lucasxgamercr_
1608797861109694472,@elonmusk
1608797919196614657,@MartineWonner
1608798090722697217,@ClaudeSteve6
1608798154803277827,@stanke_carla
1608798154803277827,@MerlotVine
1608798154803277827,@DrDavidNL
1608798154803277827,@Solveetcoagul12
1608798154803277827,@I_PoisonIvy_I
1608798154803277827,@RobDam80
1608798154803277827,@Nieuwsblad_be
1608798211766116353,@elzboubdezob
1608798211766116353,@RogezVeronique
1608798445451739136,@Milady_Oscar
1608798509993709569,@cansadita_estou
1608798509993709569,@anabbotto
1608798592369831936,@BBCSport
1608798770912980992,@paul_dehedin
1608799087188660224,@Ecrins6
1608799118067118080,@Larrytheblueb
1608799118067118080,@EnModeMacaron
1608799124144689152,@AlbLeVert
1608799194898391040,@dr_l_alexandre
1608799480698269696,@sjs856
1608799570234081280,@Thalyn_
1608799570234081280,@SiskoDeNikaia
1608799823515508740,@DrMartyJerUFMLS
1608799945674625027,@Beatrice_Rosen
1608800043393503232,@DrMartyJerUFMLS
1608800052616794114,@chimilyne
1608800052616794114,@Renkatroussier2
1608800162398507009,@Panamza
1608800162398507009,@idrissaberkane
1608800178571718657,@DrMartyJerUFMLS
1608800195529310209,@LezatDarcourt
1608800195529310209,@dr_l_alexandre
1608800195529310209,@raoult_didier
1608800351511261184,@vaxpourmacron
1608800686262870019,@KDenkWrites
1608800686262870019,@BylineTimes
1608800705888018436,@fil752819
1608800705888018436,@PanDanTag
1608800781309997056,@Luketheduke1960
1608800781309997056,@stanke_carla
1608800781309997056,@MerlotVine
1608800781309997056,@DrDavidNL
1608800781309997056,@Solveetcoagul12
1608800781309997056,@I_PoisonIvy_I
1608800781309997056,@RobDam80
1608800781309997056,@Nieuwsblad_be
1608800955323285511,@MauriceMartin01
1608801013112393728,@JoeGedo1
1608801013112393728,@PanDanTag
1608801013112393728,@fil752819
1608801119110848512,@dr_l_alexandre
1608801202967564290,@MauriceMartin01
1608801345586491397,@Lafee_Petee
1608801422958821378,@DeBunKerEtoiles
1608801525463396353,@DrMartyJerUFMLS
1608801557902143490,@bleriot10
1608801886366486531,@sjs856
1608802058714624008,@TheCityInGames
1608802058714624008,@RethoreJacques
1608802058714624008,@PChaibriant
1608802235269677056,@R_JDG
1608802403939389442,@pau4en1
1608802578946748418,@GrablyR
1608802686857801730,@AlbLeVert
1608802903485190149,@MMeBlackSheep
1608803040215339010,@Azzurraurra
1608803082888175616,@GrablyR
1608803094258921472,@patrick_de_so
1608803094258921472,@5lu55Y_Nu773R
1608803094258921472,@Maks_NAFO_FELLA
1608803269337567232,@GagnonMylne1
1608803396328517633,@GagnonMylne1
1608803409595092994,@paul_dehedin
1608803637001883649,@shannonp2222
1608803637001883649,@SteveRDaugh
